year_month,date,geography,type,avg_price,price_total_volume,four_zero_four_six_units,four_two_two_five_units,four_seven_seven_zero_units,total_bags,s_bags,l_bags,xl_bags,status,prod_total_volume,ratio price_total_volume vs prod_total_volume,ratio CA sold vs prod,california,prod,chile,mexico,peru,columbia
5/1/2018,5/27/2018,San Diego,organic,1.5,26285.46,4909.92,18497,0,2878.54,2870.77,7.77,0,actual,58216425,0.000451513,543.80,14293995,"(2018-05-01,5/27/2018,actual,58216425,14293995,0,41926134,1996296,0)",0,41926134,1996296,0
5/1/2018,5/6/2018,San Diego,conventional,0.83,795859.54,192311.64,268307.79,16457.61,318782.5,246911.78,70075.17,1795.55,actual,43454036,0.018314974,16.81,13377497,"(2018-05-01,5/6/2018,actual,43454036,13377497,0,29744685,331854,0)",0,29744685,331854,0
5/1/2018,5/6/2018,San Diego,organic,1.7,15211.99,4826.34,7478.39,0,2907.26,2907.26,0,0,actual,43454036,0.000350071,879.40,13377497,"(2018-05-01,5/6/2018,actual,43454036,13377497,0,29744685,331854,0)",0,29744685,331854,0
5/1/2018,5/13/2018,San Francisco,conventional,1.28,861725.29,301044.06,402096.65,1537.53,157047.05,153195.1,326.25,3525.7,actual,49634250,0.017361505,15.10,13013238,"(2018-05-01,5/13/2018,actual,49634250,13013238,0,36478789,142223,0)",0,36478789,142223,0
5/1/2018,5/13/2018,San Francisco,organic,2.09,25338.78,10037.85,9975.9,0,5325.03,5325.03,0,0,actual,49634250,0.00051051,513.57,13013238,"(2018-05-01,5/13/2018,actual,49634250,13013238,0,36478789,142223,0)",0,36478789,142223,0
5/1/2018,5/20/2018,San Francisco,conventional,1.43,791906.17,233520.4,433028.36,1668.36,123689.05,119284.42,809.37,3595.26,actual,54804644,0.014449618,17.14,13573634,"(2018-05-01,5/20/2018,actual,54804644,13573634,0,40946564,284446,0)",0,40946564,284446,0
5/1/2018,5/20/2018,San Francisco,organic,1.75,43212.01,9662.73,11737.59,0,21811.69,21811.69,0,0,actual,54804644,0.000788474,314.12,13573634,"(2018-05-01,5/20/2018,actual,54804644,13573634,0,40946564,284446,0)",0,40946564,284446,0
5/1/2018,5/27/2018,San Francisco,conventional,1.43,809183.25,216818.7,434563.82,1585.01,156215.72,152745.63,195.73,3274.36,actual,58216425,0.01389957,17.66,14293995,"(2018-05-01,5/27/2018,actual,58216425,14293995,0,41926134,1996296,0)",0,41926134,1996296,0
5/1/2018,5/27/2018,San Francisco,organic,1.83,40676.02,10427.67,11447.16,0,18801.19,18797.86,3.33,0,actual,58216425,0.000698704,351.41,14293995,"(2018-05-01,5/27/2018,actual,58216425,14293995,0,41926134,1996296,0)",0,41926134,1996296,0
5/1/2018,5/6/2018,San Francisco,conventional,0.87,1626642.95,449327.43,1016977,2084.07,158254.45,153510.72,414.24,4329.49,actual,43454036,0.037433645,8.22,13377497,"(2018-05-01,5/6/2018,actual,43454036,13377497,0,29744685,331854,0)",0,29744685,331854,0
5/1/2018,5/6/2018,San Francisco,organic,1.73,27863.15,10016.58,10961.46,0,6885.11,6885.11,0,0,actual,43454036,0.00064121,480.11,13377497,"(2018-05-01,5/6/2018,actual,43454036,13377497,0,29744685,331854,0)",0,29744685,331854,0
6/1/2018,6/10/2018,California,conventional,1.07,7042283.35,2510328.68,2113127.62,134295.14,2284531.91,2147142.46,49638.36,87751.09,actual,54216347,0.129892251,1.81,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/10/2018,California,organic,1.71,207339.63,39477.67,82003.91,0,85858.05,85831.38,26.67,0,actual,54216347,0.003824301,61.62,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/17/2018,California,conventional,1.14,6719738.66,2453766.33,1951344.6,141927.83,2172699.9,2015047.41,66600.26,91052.23,actual,50646896,0.132678193,1.82,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/17/2018,California,organic,1.7,233625.68,43756.59,88213.98,0,101655.11,101615.57,39.54,0,actual,50646896,0.004612833,52.23,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/24/2018,California,conventional,1.13,6508328.72,2471885.05,1875405.48,131400.7,2029637.49,1873893.94,72921.84,82821.71,actual,49126245,0.132481705,1.69,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/24/2018,California,organic,1.84,215844.47,46093.92,76290.84,0,93459.71,93441.73,17.98,0,actual,49126245,0.004393669,51.04,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/3/2018,California,conventional,1.1,7111190.03,2481805.2,2070019.26,125632.97,2433732.6,2238394.95,96234.86,99102.79,actual,54230134,0.131129863,1.38,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/3/2018,California,organic,1.69,222494.79,48118.71,82942.29,4.75,91429.04,91400.43,28.61,0,actual,54230134,0.004102789,44.19,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/10/2018,Los Angeles,conventional,0.95,3354226.35,1343839.99,384178.68,87001.2,1539206.48,1442267.35,36381.26,60557.87,actual,54216347,0.061867435,3.81,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/10/2018,Los Angeles,organic,1.65,111594.7,18389.1,37990.45,0,55215.15,55201.82,13.33,0,actual,54216347,0.002058322,114.49,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/17/2018,Los Angeles,conventional,1.02,3251137.49,1321808.29,401468.64,93583.8,1434276.76,1316892.85,50337.05,67046.86,actual,50646896,0.064192236,3.75,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/17/2018,Los Angeles,organic,1.69,113924.09,21650.71,39267.87,0,53005.51,52995.93,9.58,0,actual,50646896,0.00224938,107.11,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/24/2018,Los Angeles,conventional,0.99,3166216.92,1398038.39,382357.64,86524.13,1299296.76,1185328.45,54251.57,59716.74,actual,49126245,0.064450619,3.48,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/24/2018,Los Angeles,organic,1.88,98118.95,22625.12,33207.25,0,42286.58,42276.3,10.28,0,actual,49126245,0.001997282,112.29,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/3/2018,Los Angeles,conventional,0.96,3433759.97,1258719.38,441223.66,81658.52,1652158.41,1522359.55,59636.85,70162.01,actual,54230134,0.063318301,2.86,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/3/2018,Los Angeles,organic,1.64,108958.64,25179.84,35238.63,0,48540.17,48526.83,13.34,0,actual,54230134,0.00200919,90.24,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/10/2018,Sacramento,conventional,1.13,620218.33,207077.85,328602.09,373.87,84164.52,77108.99,1147.29,5908.24,actual,54216347,0.011439692,20.60,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/10/2018,Sacramento,organic,1.65,9851.37,2122.23,3522.63,0,4206.51,4203.18,3.33,0,actual,54216347,0.000181705,1296.96,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/17/2018,Sacramento,conventional,1.26,567508.26,189624.36,291897.88,742.27,85243.75,78974.09,2213.53,4056.13,actual,50646896,0.011205193,21.50,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/17/2018,Sacramento,organic,1.6,13404.95,2484.74,5101.21,0,5819,5809,10,0,actual,50646896,0.000264675,910.30,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/24/2018,Sacramento,conventional,1.3,545050.5,173642.72,280096.22,536.15,90775.41,82992.03,3888.9,3894.48,actual,49126245,0.011094894,20.21,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/24/2018,Sacramento,organic,1.66,12966.15,2627.28,4300.7,0,6038.17,6034.84,3.33,0,actual,49126245,0.000263935,849.72,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/3/2018,Sacramento,conventional,1.23,595937.52,195211.06,314080.99,696.54,85948.93,78698.61,1764.45,5485.87,actual,54230134,0.010989048,16.50,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/3/2018,Sacramento,organic,1.67,11443.51,2461.64,4328.77,4.1,4649,4645.67,3.33,0,actual,54230134,0.000211018,859.21,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/10/2018,San Diego,conventional,1.03,552819.78,160259.11,155366.5,25234.19,211959.98,200695.7,9005.39,2258.89,actual,54216347,0.010196552,23.11,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/10/2018,San Diego,organic,1.76,22261.93,4617.33,13681.01,0,3963.59,3963.59,0,0,actual,54216347,0.000410613,573.93,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/17/2018,San Diego,conventional,1.09,546879.97,156339.04,162472.37,25107.83,202960.73,190915.64,9682.87,2362.22,actual,50646896,0.010797897,22.31,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/17/2018,San Diego,organic,1.78,21409.35,4449.81,12995,0,3964.54,3961.21,3.33,0,actual,50646896,0.000422718,569.96,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/24/2018,San Diego,conventional,1.09,519747.37,142235.97,155001.31,24591.8,197918.29,188483.59,7082.48,2352.22,actual,49126245,0.010579831,21.20,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/24/2018,San Diego,organic,2.09,20330.2,4471.49,12480.45,0,3378.26,3378.26,0,0,actual,49126245,0.000413836,541.93,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/3/2018,San Diego,conventional,1.01,597493.68,168990.91,178206.29,23093.15,227203.33,202925.88,21397.45,2880,actual,54230134,0.011017743,16.46,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/3/2018,San Diego,organic,1.77,20315.11,5450.65,12285.52,0,2578.94,2578.94,0,0,actual,54230134,0.000374609,483.99,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/10/2018,San Francisco,conventional,1.38,931763.63,219108.8,552416.24,1761.58,158477.01,155351.69,270.57,2854.75,actual,54216347,0.017186027,13.71,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/10/2018,San Francisco,organic,1.95,27085.16,8899.86,9763.67,0,8421.63,8421.63,0,0,actual,54216347,0.000499576,471.73,12776858,"(2018-06-01,6/10/2018,actual,54216347,12776858,0,35859311,5580178,0)",0,35859311,5580178,0
6/1/2018,6/17/2018,San Francisco,conventional,1.4,868099.51,236175.2,467179.46,2047.63,162697.22,159754.92,693.29,2249.01,actual,50646896,0.017140231,14.06,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/17/2018,San Francisco,organic,1.77,39411.03,9277.41,11835.35,0,18298.27,18298.27,0,0,actual,50646896,0.000778153,309.62,12202533,"(2018-06-01,6/17/2018,actual,50646896,12202533,0,31575868,6868495,0)",0,31575868,6868495,0
6/1/2018,6/24/2018,San Francisco,conventional,1.39,849741.69,233494.83,446143.2,1806.63,168297.03,163970.07,1577.77,2749.19,actual,49126245,0.017297102,12.97,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/24/2018,San Francisco,organic,1.79,40048.41,10214.06,10136.86,0,19697.49,19697.49,0,0,actual,49126245,0.000815214,275.11,11017628,"(2018-06-01,6/24/2018,actual,49126245,11017628,0,30306824,7801793,0)",0,30306824,7801793,0
6/1/2018,6/3/2018,San Francisco,conventional,1.39,904180.89,273385.67,472132.71,1716.28,156946.23,152673.35,295.94,3976.94,actual,54230134,0.016673034,10.87,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
6/1/2018,6/3/2018,San Francisco,organic,1.8,38921.86,9589.5,12061.75,0,17270.61,17267.28,3.33,0,actual,54230134,0.000717716,252.62,9832339,"(2018-06-01,6/3/2018,actual,54230134,9832339,0,39826579,4571216,0)",0,39826579,4571216,0
7/1/2018,7/1/2018,California,conventional,1.09,7180156.76,2783456.63,1981059.57,152715.28,2262925.28,1934008.57,240624.79,88291.92,actual,59868501,0.119932129,1.82,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/1/2018,California,organic,1.87,214346.31,48115.07,77127.31,0,89103.93,89057.51,46.42,0,actual,59868501,0.003580285,60.81,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/15/2018,California,conventional,1.14,6651796.99,2453641.64,1915608.9,154454.63,2128091.82,1950915.69,81402.68,95773.45,actual,52741471,0.126120809,1.97,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/15/2018,California,organic,1.82,204463.46,41015.84,75876.79,0,87570.83,87530.21,40.62,0,actual,52741471,0.003876711,63.98,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/22/2018,California,conventional,1.14,6778957.79,2140850.85,2505446.57,144484.55,1988175.82,1839704.17,68080.13,80391.52,actual,43482853,0.155899563,1.32,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/22/2018,California,organic,1.82,203331.06,29626.96,88012.72,0,85691.38,85678.99,12.39,0,actual,43482853,0.00467612,44.05,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/29/2018,California,conventional,1.19,6501318.77,1980086.2,2468489.43,110784.39,1941958.75,1816647.01,50935.45,74376.29,actual,49443206,0.131490639,1.07,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/29/2018,California,organic,1.82,210402.83,30527.44,95731.93,0,84143.46,83495.57,647.89,0,actual,49443206,0.004255445,33.09,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/8/2018,California,conventional,1.01,8275528.18,2759063.3,2816949.38,376374.16,2323141.34,2026543.11,148054.82,148543.41,actual,54802659,0.151005961,1.40,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/8/2018,California,organic,1.83,241435.68,51586.31,89292.55,0,100556.82,100377.61,179.21,0,actual,54802659,0.004405547,47.82,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/1/2018,Los Angeles,conventional,1.04,3179277.19,1256083.02,437882.75,101309.66,1384001.76,1182510.93,138333.34,63157.49,actual,59868501,0.053104339,4.10,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/1/2018,Los Angeles,organic,1.87,100906.49,23467.93,33398.8,0,44039.76,44020.98,18.78,0,actual,59868501,0.001685469,129.17,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/15/2018,Los Angeles,conventional,1.05,3136668.81,1253158.04,406157.92,103587.58,1373765.27,1248683.51,54661.02,70420.74,actual,52741471,0.059472532,4.17,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/15/2018,Los Angeles,organic,1.84,103513.53,23183.16,32513.94,0,47816.43,47800.72,15.71,0,actual,52741471,0.001962659,126.38,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/22/2018,Los Angeles,conventional,1.11,2965240.83,1147939.86,415775.27,94128.81,1307396.89,1199684.43,49477.9,58234.56,actual,43482853,0.068193337,3.02,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/22/2018,Los Angeles,organic,1.85,99547.25,20901.26,31562.69,0,47083.3,47070.62,12.68,0,actual,43482853,0.002289345,89.97,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/29/2018,Los Angeles,conventional,1.05,3028048.44,1076696.09,629207.22,74305.03,1247840.1,1158683.51,38088.22,51068.37,actual,49443206,0.061242963,2.30,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/29/2018,Los Angeles,organic,1.79,102241.61,21658.44,35796.87,0,44786.3,44209.25,577.05,0,actual,49443206,0.00206786,68.10,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/8/2018,Los Angeles,conventional,1.04,3414540.73,1244443.15,434633.31,210553.86,1524910.41,1342013.7,86790.97,96105.74,actual,54802659,0.062306114,3.38,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/8/2018,Los Angeles,organic,1.88,109917.99,26104.35,35591.01,0,48222.63,48091.18,131.45,0,actual,54802659,0.002005705,105.05,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/1/2018,Sacramento,conventional,1.24,621095.85,204753.27,302729.19,449.12,113164.27,103417.41,3936.64,5810.22,actual,59868501,0.010374334,20.99,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/1/2018,Sacramento,organic,1.71,12812.7,3006.58,4089.82,0,5716.3,5702.97,13.33,0,actual,59868501,0.000214014,1017.29,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/15/2018,Sacramento,conventional,1.31,546116.85,172097.5,281486.6,834.8,91697.95,82812.84,4913.9,3971.21,actual,52741471,0.0103546,23.95,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/15/2018,Sacramento,organic,1.58,11614.46,1877.72,4225.25,0,5511.49,5511.49,0,0,actual,52741471,0.000220215,1126.34,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/22/2018,Sacramento,conventional,1.24,589774.58,149983.83,359586.3,343.34,79861.11,72764.72,2958.76,4137.63,actual,43482853,0.013563383,15.19,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/22/2018,Sacramento,organic,1.55,12118.84,1102.89,5679.36,0,5336.59,5336.59,0,0,actual,43482853,0.000278704,739.05,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/29/2018,Sacramento,conventional,1.42,521031.52,146181.62,292111.64,267.24,82471.02,77273.49,1233.79,3963.74,actual,49443206,0.01053798,13.36,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/29/2018,Sacramento,organic,1.72,11828.06,1100.36,6144.2,0,4583.5,4580.17,3.33,0,actual,49443206,0.000239225,588.69,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/8/2018,Sacramento,conventional,1.11,696242.16,189165.53,381879.19,25587.03,99610.41,85745.8,4202.3,9662.31,actual,54802659,0.012704532,16.58,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/8/2018,Sacramento,organic,1.61,14507.76,2817.47,5348.04,0,6342.25,6342.25,0,0,actual,54802659,0.000264727,795.88,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/1/2018,San Diego,conventional,1.09,584547.7,137048.12,176161.59,27939.83,243398.16,174137.22,66627.61,2633.33,actual,59868501,0.009763861,22.30,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/1/2018,San Diego,organic,2.1,19239.55,4531.84,11743.22,0,2964.49,2964.49,0,0,actual,59868501,0.000321363,677.47,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/15/2018,San Diego,conventional,1.15,523531.8,143054.9,166112.64,25995.7,188368.56,174179.51,10586.83,3602.22,actual,52741471,0.009926378,24.99,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/15/2018,San Diego,organic,2.04,20454.23,5345.75,11443.26,0,3665.22,3663.33,1.89,0,actual,52741471,0.000387821,639.56,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/22/2018,San Diego,conventional,1.17,529488.04,144762.78,169776.17,27035.3,187913.79,175822.91,10073.1,2017.78,actual,43482853,0.012176939,16.92,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/22/2018,San Diego,organic,2.08,18023.47,3295.12,11328.16,0,3400.19,3400.19,0,0,actual,43482853,0.000414496,496.93,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/29/2018,San Diego,conventional,0.99,584399.22,141905.39,255054.38,18878.88,168560.57,156723.02,9217.55,2620,actual,49443206,0.011819606,11.91,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/29/2018,San Diego,organic,2.05,18901.46,4019.86,11545.66,0,3335.94,3332.61,3.33,0,actual,49443206,0.000382286,368.39,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/8/2018,San Diego,conventional,1.11,592440.3,137199.07,175857.54,45809.36,233574.33,188125.55,38651,6797.78,actual,54802659,0.01081043,19.49,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/8/2018,San Diego,organic,2.09,22458.35,5479.52,13516.21,0,3462.62,3419.38,43.24,0,actual,54802659,0.000409804,514.13,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/1/2018,San Francisco,conventional,1.17,1037535.75,415464.03,432094.64,1621.49,188355.59,184254.01,1122.03,2979.55,actual,59868501,0.017330244,12.56,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/1/2018,San Francisco,organic,1.84,38216.58,10308.92,9923.98,0,17983.68,17979.24,4.44,0,actual,59868501,0.000638342,341.06,13034205,"(2018-07-01,7/1/2018,actual,59868501,13034205,0,37779422,9054874,0)",0,37779422,9054874,0
7/1/2018,7/15/2018,San Francisco,conventional,1.31,920704.56,293561.35,450961.4,1337.51,174844.3,170718.32,2025.12,2100.86,actual,52741471,0.017456937,14.21,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/15/2018,San Francisco,organic,1.84,30398.31,6623.47,11159.29,0,12615.55,12615.55,0,0,actual,52741471,0.000576364,430.35,13081786,"(2018-07-01,7/15/2018,actual,52741471,13081786,0,27618124,12041561,0)",0,27618124,12041561,0
7/1/2018,7/22/2018,San Francisco,conventional,1.16,1103334.67,215176.24,738276.88,1667.4,148214.15,144413.49,1208.24,2592.42,actual,43482853,0.025374017,8.12,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/22/2018,San Francisco,organic,1.81,33031.6,2395.92,18083.91,0,12551.77,12551.77,0,0,actual,43482853,0.000759647,271.15,8956463,"(2018-07-01,7/22/2018,actual,43482853,8956463,0,22437422,12088968,0)",0,22437422,12088968,0
7/1/2018,7/29/2018,San Francisco,conventional,1.55,880382.61,186798.17,519835.13,1473.98,172275.33,168837.29,343.93,3094.11,actual,49443206,0.017805937,7.91,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/29/2018,San Francisco,organic,1.87,37054.9,2040.02,20525.06,0,14489.82,14486.49,3.33,0,actual,49443206,0.000749444,187.91,6963066,"(2018-07-01,7/29/2018,actual,49443206,6963066,0,25600735,16879405,0)",0,25600735,16879405,0
7/1/2018,7/8/2018,San Francisco,conventional,0.95,1484762.18,426266.14,896808.74,12725.67,148961.63,142447.09,1500.73,5013.81,actual,54802659,0.027092886,7.78,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
7/1/2018,7/8/2018,San Francisco,organic,1.76,44264.96,10700.23,13053.1,0,20511.63,20511.63,0,0,actual,54802659,0.000807716,260.85,11546402,"(2018-07-01,7/8/2018,actual,54802659,11546402,0,34059160,9197097,0)",0,34059160,9197097,0
