year_month,date,geography,type,avg_price,price_total_volume,four_zero_four_six_units,four_two_two_five_units,four_seven_seven_zero_units,total_bags,s_bags,l_bags,xl_bags,status,prod_total_volume,ratio price_total_volume vs prod_total_volume,ratio CA sold vs prod,california,prod,chile,mexico,peru,columbia
5/1/2019,5/5/2019,Los Angeles,organic,2.02,93133.91,19013.41,30322.6,0,43797.9,43654.08,143.82,0,actual,37778586,0.002465257,78.10,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
5/1/2019,5/12/2019,Sacramento,conventional ,1.54,465485.82,156973.58,219304.5,3220.99,85986.75,71369.3,10877.36,3740.09,actual,45314468,0.010272344,14.43,6719247,"(2019-05-01,5/12/2019,actual,45314468,6719247,0,36841135,1754085,0)",0,36841135,1754085,0
5/1/2019,5/12/2019,Sacramento,organic,1.96,12431.44,2988.01,3534.51,0,5908.92,5908.92,0,0,actual,45314468,0.000274337,540.50,6719247,"(2019-05-01,5/12/2019,actual,45314468,6719247,0,36841135,1754085,0)",0,36841135,1754085,0
5/1/2019,5/19/2019,Sacramento,conventional ,1.46,487967.23,139806.01,263291.34,2823.5,82046.38,68043.85,12170.76,1831.77,actual,50595179,0.00964454,18.87,9208998,"(2019-05-01,5/19/2019,actual,50595179,9208998,0,36977263,4408917,0)",0,36977263,4408917,0
5/1/2019,5/19/2019,Sacramento,organic,1.93,10354.49,2260.96,2979.8,0,5113.73,5113.73,0,0,actual,50595179,0.000204654,889.37,9208998,"(2019-05-01,5/19/2019,actual,50595179,9208998,0,36977263,4408917,0)",0,36977263,4408917,0
5/1/2019,5/26/2019,Sacramento,conventional ,1.61,457028.47,129704.24,238239.36,2117.11,86967.76,70340.88,14009.86,2617.02,actual,53448347,0.008550844,25.40,11609804,"(2019-05-01,5/26/2019,actual,53448347,11609804,0,35628132,6210411,0)",0,35628132,6210411,0
5/1/2019,5/26/2019,Sacramento,organic,1.97,11884.01,2507.53,3445.11,0,5931.37,5931.37,0,0,actual,53448347,0.000222346,976.93,11609804,"(2019-05-01,5/26/2019,actual,53448347,11609804,0,35628132,6210411,0)",0,35628132,6210411,0
5/1/2019,5/5/2019,Sacramento,conventional ,1.32,651413.93,179538.3,388869.47,4111.65,78894.51,62537.35,12646.71,3710.45,actual,37778586,0.017242941,11.17,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
5/1/2019,5/5/2019,Sacramento,organic,2.1,10854.43,2899.86,3317.25,0,4637.32,4637.32,0,0,actual,37778586,0.000287317,670.15,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
5/1/2019,5/12/2019,San Diego,conventional ,1.39,506037.98,112940.37,147877.98,19597.32,225622.31,189810.89,35771.99,39.43,actual,45314468,0.01116725,13.28,6719247,"(2019-05-01,5/12/2019,actual,45314468,6719247,0,36841135,1754085,0)",0,36841135,1754085,0
5/1/2019,5/12/2019,San Diego,organic,2.17,16473.05,3231.88,9418.98,0,3822.19,3780.89,41.3,0,actual,45314468,0.000363527,407.89,6719247,"(2019-05-01,5/12/2019,actual,45314468,6719247,0,36841135,1754085,0)",0,36841135,1754085,0
5/1/2019,5/19/2019,San Diego,conventional ,1.51,448063.21,92488.67,137614.14,17645.67,200314.73,176673.39,23205.81,435.53,actual,50595179,0.008855848,20.55,9208998,"(2019-05-01,5/19/2019,actual,50595179,9208998,0,36977263,4408917,0)",0,36977263,4408917,0
5/1/2019,5/19/2019,San Diego,organic,2.02,21891,2415.05,9855.02,0,9620.93,9045.22,575.71,0,actual,50595179,0.00043267,420.68,9208998,"(2019-05-01,5/19/2019,actual,50595179,9208998,0,36977263,4408917,0)",0,36977263,4408917,0
5/1/2019,5/26/2019,San Diego,conventional ,1.52,481447.38,95784.71,145294.91,19858.56,220509.2,182029.85,37938.8,540.55,actual,53448347,0.009007713,24.11,11609804,"(2019-05-01,5/26/2019,actual,53448347,11609804,0,35628132,6210411,0)",0,35628132,6210411,0
5/1/2019,5/26/2019,San Diego,organic,2.04,25481.42,3752.3,12305.42,0,9423.7,9262.21,161.49,0,actual,53448347,0.000476749,455.62,11609804,"(2019-05-01,5/26/2019,actual,53448347,11609804,0,35628132,6210411,0)",0,35628132,6210411,0
5/1/2019,5/5/2019,San Diego,conventional ,1.4,581644.51,148303.44,175844.86,22522.65,234973.56,203485,31452.8,35.76,actual,37778586,0.015396143,12.51,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
5/1/2019,5/5/2019,San Diego,organic,2.19,20015.06,4724.95,11350.02,0,3940.09,3923.15,16.94,0,actual,37778586,0.000529799,363.43,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
5/1/2019,5/12/2019,San Francisco,conventional ,1.77,784331.74,213284.39,395986.26,9975.7,165085.39,137300.31,21430.08,6355,actual,45314468,0.017308638,8.57,6719247,"(2019-05-01,5/12/2019,actual,45314468,6719247,0,36841135,1754085,0)",0,36841135,1754085,0
5/1/2019,5/12/2019,San Francisco,organic,2.26,36932.61,13115.81,9100.64,0,14716.16,14716.16,0,0,actual,45314468,0.000815029,181.93,6719247,"(2019-05-01,5/12/2019,actual,45314468,6719247,0,36841135,1754085,0)",0,36841135,1754085,0
5/1/2019,5/19/2019,San Francisco,conventional ,1.67,846157.13,234674.64,438737.8,9174.12,163570.57,119440.89,39246.54,4883.14,actual,50595179,0.016724066,10.88,9208998,"(2019-05-01,5/19/2019,actual,50595179,9208998,0,36977263,4408917,0)",0,36977263,4408917,0
5/1/2019,5/19/2019,San Francisco,organic,2.18,35983.28,10965.94,7840.09,0,17177.25,17177.25,0,0,actual,50595179,0.0007112,255.92,9208998,"(2019-05-01,5/19/2019,actual,50595179,9208998,0,36977263,4408917,0)",0,36977263,4408917,0
5/1/2019,5/26/2019,San Francisco,conventional ,1.79,805282.9,182700.94,446707.09,8444.91,167429.96,124281.99,36481.96,6666.01,actual,53448347,0.015066563,14.42,11609804,"(2019-05-01,5/26/2019,actual,53448347,11609804,0,35628132,6210411,0)",0,35628132,6210411,0
5/1/2019,5/26/2019,San Francisco,organic,2.18,42968.4,13238.26,7995.19,0,21734.95,21734.95,0,0,actual,53448347,0.000803924,270.19,11609804,"(2019-05-01,5/26/2019,actual,53448347,11609804,0,35628132,6210411,0)",0,35628132,6210411,0
5/1/2019,5/5/2019,San Francisco,conventional ,1.35,1201736.49,293354.86,752996.71,13317.42,142067.5,120922.39,14874.5,6270.61,actual,37778586,0.031809991,6.05,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
5/1/2019,5/5/2019,San Francisco,organic,2.26,41085.04,15191.02,8748.93,0,17145.09,17145.09,0,0,actual,37778586,0.001087522,177.05,7274131,"(2019-05-01,5/5/2019,actual,37778586,7274131,0,29034816,1469639,0)",0,29034816,1469639,0
6/1/2019,6/16/2019,California,conventional ,1.52,6257980.3,1732732.87,1685007.38,247981.4,2592258.65,1929304.65,401031.41,261922.59,actual,43165973,0.144974846,1.74,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/16/2019,California,organic,1.96,217850.86,38427.84,61149.82,0,118273.2,117666.44,606.76,0,actual,43165973,0.005046819,50.05,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/2/2019,California,conventional ,1.46,6238018.83,1607429.09,1655386.85,242003.58,2733199.31,1792696.36,460803.66,479699.29,actual,48758242,0.127937731,1.46,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/2/2019,California,organic,2.15,177043.33,36192.97,69983.64,0,70866.72,70755.11,111.61,0,actual,48758242,0.003631044,51.49,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/23/2019,California,conventional ,1.56,5907463.87,1783586.73,1587574.76,190504.03,2345798.35,1744239.42,342965.34,258593.59,actual,43112741,0.137023621,2.12,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/23/2019,California,organic,2,263057.05,35903.93,72643.76,3.08,154506.28,154463.57,42.71,0,actual,43112741,0.006101608,47.62,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/30/2019,California,conventional ,1.59,5815812.02,1585577.49,1722349.95,177288.24,2330596.34,1843752.58,337083.83,149759.93,actual,38519597,0.1509832,2.36,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/30/2019,California,organic,2.06,239654.08,38734.43,65657.88,1.54,135260.23,135126.54,133.69,0,actual,38519597,0.006221614,57.17,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/9/2019,California,conventional ,1.32,7151845.32,1876142.49,2203975.96,254807.07,2816919.8,1849971.3,602895.71,364052.79,actual,44060017,0.16232053,1.41,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/9/2019,California,organic,1.99,195215.28,28380.53,56770.99,0,110063.76,106700.08,3363.68,0,actual,44060017,0.004430667,51.58,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/16/2019,Los Angeles,conventional ,1.37,3052501.47,910737.58,335107.26,164994.2,1641662.43,1235700.15,195749.86,210212.42,actual,43165973,0.070715456,3.57,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/16/2019,Los Angeles,organic,1.83,115949.57,14294.17,26079.94,0,75575.46,75213.78,361.68,0,actual,43165973,0.002686134,94.04,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/2/2019,Los Angeles,conventional ,1.29,3130543.18,819844.77,332516.92,174215.57,1803965.92,1142700.6,253257.41,408007.91,actual,48758242,0.064205415,2.91,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/2/2019,Los Angeles,organic,2.04,83888.12,12823.82,32133.54,0,38930.76,38844.87,85.89,0,actual,48758242,0.001720491,108.67,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/23/2019,Los Angeles,conventional ,1.49,2664172.51,726651.59,330056.29,124910.87,1482553.76,1112621.8,161783.72,208148.24,actual,43112741,0.06179548,4.70,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/23/2019,Los Angeles,organic,1.95,136373.87,14522.8,34329.99,0,87521.08,87478.5,42.58,0,actual,43112741,0.003163192,91.86,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/30/2019,Los Angeles,conventional ,1.51,2684398.49,727850.95,360059.42,116744.83,1479743.29,1205883.49,150664.39,123195.41,actual,38519597,0.069689163,5.10,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/30/2019,Los Angeles,organic,2.01,121677.77,16271.43,31551.84,1.54,73852.96,73726.18,126.78,0,actual,38519597,0.003158854,112.60,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/9/2019,Los Angeles,conventional ,1.16,3489877.72,838244.41,652923.78,185462.2,1813247.33,1192528.77,310607.96,310110.6,actual,44060017,0.079207362,2.89,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/9/2019,Los Angeles,organic,1.88,94641.76,7433.3,23539.18,0,63669.28,61565.6,2103.68,0,actual,44060017,0.002148019,106.40,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/16/2019,Sacramento,conventional ,1.78,470376.74,122341.32,237645.31,4488.84,105901.27,81355.68,20062.45,4483.14,actual,43165973,0.010896934,23.18,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/16/2019,Sacramento,organic,1.98,12040.52,3927.93,3582.34,0,4530.25,4530.25,0,0,actual,43165973,0.000278935,905.61,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/2/2019,Sacramento,conventional ,1.64,472605.62,125637.51,250404.68,3387.86,93175.57,72927.47,15646.83,4601.27,actual,48758242,0.009692836,19.29,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/2/2019,Sacramento,organic,2.07,10041.23,2808.17,3186.68,0,4046.38,4046.38,0,0,actual,48758242,0.000205939,907.85,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/23/2019,Sacramento,conventional ,1.7,484709.87,150506.28,221360.8,3927.66,108915.13,85632.23,19205.1,4077.8,actual,43112741,0.011242845,25.84,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/23/2019,Sacramento,organic,1.96,13281.13,3274.78,3408.59,0,6597.76,6597.76,0,0,actual,43112741,0.000308056,943.20,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/30/2019,Sacramento,conventional ,1.76,463844.8,113898.71,237633.45,3272.11,109040.53,86457.99,20599.95,1982.59,actual,38519597,0.012041787,29.54,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/30/2019,Sacramento,organic,2.01,12279.05,3223.85,3076.23,0,5978.97,5978.97,0,0,actual,38519597,0.000318774,1115.76,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/9/2019,Sacramento,conventional ,1.68,497663.99,164759.84,227646.35,2900.45,102357.35,80708.9,19372.38,2276.07,actual,44060017,0.011295138,20.23,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/9/2019,Sacramento,organic,2.01,12779.43,3731.46,3941.89,0,5106.08,5106.08,0,0,actual,44060017,0.000290046,787.95,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/16/2019,San Diego,conventional ,1.47,511610.15,99264.54,127519.94,26132.89,258692.78,183350.5,71131.27,4211.01,actual,43165973,0.011852163,21.31,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/16/2019,San Diego,organic,1.87,28767.51,4091.03,10430.33,0,14246.15,14144.34,101.81,0,actual,43165973,0.00066644,379.04,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/2/2019,San Diego,conventional ,1.37,540896.57,104207.92,127656.5,26513.63,282518.52,191827.09,90082.83,608.6,actual,48758242,0.011093439,16.85,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/2/2019,San Diego,organic,2.21,18712.57,2782.15,12055.01,0,3875.41,3858.74,16.67,0,actual,48758242,0.000383783,487.15,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/23/2019,San Diego,conventional ,1.58,449639.43,77672.55,133132.72,21305.26,217528.9,156970.1,56426.71,4132.09,actual,43112741,0.010429386,27.86,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/23/2019,San Diego,organic,1.98,35622.25,3911.92,13446.42,0,18263.91,18263.91,0,0,actual,43112741,0.000826258,351.66,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/30/2019,San Diego,conventional ,1.61,457885.4,81999.21,143250.02,20378.84,212257.33,160048.16,47423.52,4785.65,actual,38519597,0.011887077,29.92,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/30/2019,San Diego,organic,2,33492.91,4277.26,11682.16,0,17533.49,17529.72,3.77,0,actual,38519597,0.000869503,409.06,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/9/2019,San Diego,conventional ,1.09,657385.32,92253.92,247808.68,27370.91,289951.81,164348.93,120028.06,5574.82,actual,44060017,0.014920224,15.32,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/9/2019,San Diego,organic,1.94,19342.13,994.59,8835.86,0,9511.68,8871.23,640.45,0,actual,44060017,0.000438995,520.60,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/16/2019,San Francisco,conventional ,1.82,855009.88,185875.58,442823.59,13462.24,212848.47,148692.09,53199.79,10956.59,actual,43165973,0.019807497,12.75,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/16/2019,San Francisco,organic,2.32,26657.94,9684.01,7153.76,0,9820.17,9820.17,0,0,actual,43165973,0.000617568,409.03,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
6/1/2019,6/2/2019,San Francisco,conventional ,1.88,807838.63,174943.77,426037.4,10135.67,196721.79,137172.86,50313.62,9235.31,actual,48758242,0.016568248,11.28,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/2/2019,San Francisco,organic,2.36,31462.42,11657.88,8396.35,0,11408.19,11408.19,0,0,actual,48758242,0.000645274,289.74,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
6/1/2019,6/23/2019,San Francisco,conventional ,1.71,909185.92,302284.33,401445.16,10726.59,194729.84,135019.85,50535.73,9174.26,actual,43112741,0.021088567,13.78,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/23/2019,San Francisco,organic,2.06,37995.95,8608.66,6254.41,0,23132.88,23132.88,0,0,actual,43112741,0.000881316,329.69,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
6/1/2019,6/30/2019,San Francisco,conventional ,1.72,878183.3,229745.55,433200.01,11732.5,203505.24,137779.15,61456.37,4269.72,actual,38519597,0.022798351,15.60,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/30/2019,San Francisco,organic,2.18,34934.41,9430.36,6823.71,0,18680.34,18677.07,3.27,0,actual,38519597,0.000906926,392.18,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
6/1/2019,6/9/2019,San Francisco,conventional ,1.75,924689.71,256313.93,451537.17,9540.36,207298.25,139428.82,62687.11,5182.32,actual,44060017,0.020987048,10.89,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
6/1/2019,6/9/2019,San Francisco,organic,2.21,32127.94,9428.17,7687.75,0,15012.02,15012.02,0,0,actual,44060017,0.000729186,313.42,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
7/1/2019,7/14/2019,California,conventional ,1.66,5785935.91,1467340.34,1915226,139354.07,2264015.5,1799162.34,345670.58,119182.58,actual,54169319,0.106812048,2.21,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/14/2019,California,organic,2.34,162773.93,40146.83,60996.67,0,61630.43,57329.84,4300.59,0,actual,54169319,0.00300491,78.47,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/21/2019,California,conventional ,1.75,5354766.9,1424236.47,1602019.88,142194.44,2186316.11,1755928.33,311128.63,119259.15,actual,51585051,0.103804625,1.85,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
7/1/2019,7/21/2019,California,organic,2.34,170740.42,40946.3,52725.62,191.35,76877.15,63169.12,13426.83,281.2,actual,51585051,0.003309882,57.94,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
7/1/2019,7/28/2019,California,conventional ,1.71,5389301.78,1378890.87,1623659.91,135645.41,2251105.59,1839189.26,292141.84,119774.49,actual,53521551,0.100694051,1.40,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
7/1/2019,7/28/2019,California,organic,2.25,179476.52,40193.73,52471.21,250.28,86561.3,67191.54,18441.09,928.67,actual,53521551,0.003353351,42.04,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
7/1/2019,7/7/2019,California,conventional ,1.7,6246275.59,1706577.11,1843226.1,207008.92,2489463.46,2018127.33,330446.34,140889.79,actual,51446909,0.121412068,2.03,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
7/1/2019,7/7/2019,California,organic,2.24,200165.44,44230.32,80963.89,0,74971.23,73643.74,1327.49,0,actual,51446909,0.003890718,63.24,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
7/1/2019,7/14/2019,Los Angeles,conventional ,1.65,2606383.13,784342.39,320131.17,92855.95,1409053.62,1165437.79,160967.47,82648.36,actual,54169319,0.048115486,4.90,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/14/2019,Los Angeles,organic,2.24,78151.68,15717.96,26922.44,0,35511.28,32583.3,2927.98,0,actual,54169319,0.00144273,163.43,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/21/2019,Los Angeles,conventional ,1.68,2515301.17,750047.66,315448.11,91969.92,1357835.48,1113216.05,155876.94,88742.49,actual,51585051,0.048760273,3.93,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
7/1/2019,7/21/2019,Los Angeles,organic,2.21,82856.74,16488.67,21989.73,192.38,44185.96,35937.2,7966.04,282.72,actual,51585051,0.001606216,119.39,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
7/1/2019,7/28/2019,Los Angeles,conventional ,1.56,2605344.68,756144.32,300998.1,84961.76,1463240.5,1239262,137984.14,85994.36,actual,53521551,0.048678423,2.90,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
7/1/2019,7/28/2019,Los Angeles,organic,2.16,75434.05,13669.03,20988.66,252.01,40524.35,29031.63,10688.98,803.74,actual,53521551,0.001409414,100.02,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
7/1/2019,7/7/2019,Los Angeles,conventional ,1.59,3016074.2,883525.49,399501.43,142073.2,1590974.08,1321158.25,168407,101408.83,actual,51446909,0.058624984,4.20,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
7/1/2019,7/7/2019,Los Angeles,organic,2.12,104443.18,17356.54,39059.03,0,48027.61,47047.79,979.82,0,actual,51446909,0.002030116,121.19,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
7/1/2019,7/14/2019,Sacramento,conventional ,1.72,465432.83,102301.37,259198.98,2391.03,101541.45,76700.37,17858.59,6982.49,actual,54169319,0.008592185,27.44,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/14/2019,Sacramento,organic,2.13,10599.13,3603.21,3221.53,0,3774.39,3771.06,3.33,0,actual,54169319,0.000195667,1205.06,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/21/2019,Sacramento,conventional ,1.74,451733.45,108670.82,241650.17,2375.77,99036.69,77607.5,17790.67,3638.52,actual,51585051,0.008757061,21.90,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
7/1/2019,7/21/2019,Sacramento,organic,2.13,10572.23,2930.67,3239.74,0,4401.82,4391.82,10,0,actual,51585051,0.000204948,935.71,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
7/1/2019,7/28/2019,Sacramento,conventional ,1.89,425229.05,97525.69,239011.98,2241.07,86450.31,67316.12,17602.06,1532.13,actual,53521551,0.007945006,17.74,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
7/1/2019,7/28/2019,Sacramento,organic,2.05,13861.41,3887.79,3759.87,0,6213.75,6183.75,30,0,actual,53521551,0.000258987,544.33,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
7/1/2019,7/7/2019,Sacramento,conventional ,1.84,489351.68,121719.25,255377.92,3687.36,108567.15,90918.53,11804.21,5844.41,actual,51446909,0.00951178,25.87,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
7/1/2019,7/7/2019,Sacramento,organic,2.16,10880.56,3964.35,3239.14,0,3677.07,3677.07,0,0,actual,51446909,0.000211491,1163.33,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
7/1/2019,7/14/2019,San Diego,conventional ,1.77,461964.03,93122.51,125537.61,16005.82,227298.09,182366.59,42798.89,2132.61,actual,54169319,0.008528149,27.65,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
7/1/2019,7/14/2019,San Diego,organic,2.78,15993.79,3362.4,11069.13,0,1562.26,745.07,817.19,0,actual,54169319,0.000295256,798.60,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
