date,avg_price,year_month,geography,type,prices_total_volume,units_4046,units_4225,units_4770,total_bags,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax
5/12/2019,1.26,5/1/2019,LosAngeles,conventional ,2999676.49,1033730.84,374695.19,111910.67,1479339.79,1253659.59,102614.75,123065.45,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,0.95,5/1/2019,NewOrleans/Mobile,conventional ,400462.72,205538.36,18546.69,984.45,175393.22,126673.71,44752.84,3966.67,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,2.02,5/1/2019,SanDiego,organic,21891,2415.05,9855.02,0,9620.93,9045.22,575.71,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.53,5/1/2019,Columbus,organic,16002.72,542.76,1130.64,0,14329.32,11727.81,2601.51,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.91,5/1/2019,West,organic,272958.92,22639.57,62586.2,1132.55,186600.6,62325.93,124262.96,11.71,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,2.24,5/1/2019,Spokane,organic,4284.98,64.38,1889.78,0,2330.82,547.18,1783.64,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.05,5/1/2019,NewOrleans/Mobile,organic,9078.61,490.31,1,0,8587.3,8257.77,329.53,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.53,5/1/2019,SouthCentral,organic,159861.02,26505.26,4445.99,3642.58,125267.19,96977.49,28289.7,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,2.33,5/1/2019,Hartford/Springfield,organic,12455.03,316.16,6010.47,0,6128.4,6128.4,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.18,5/1/2019,Denver,conventional ,900464.24,211116.89,160381.26,7547.98,521418.11,168989.69,352292.52,135.9,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.42,5/1/2019,LosAngeles,conventional ,2466281.35,793284.02,334759.88,85962.96,1252274.49,1072577.89,114188.39,65508.21,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.85,5/1/2019,Northeast,organic,237937.9,24676.12,41642.36,14.07,171605.35,105474.79,66130.56,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.26,5/1/2019,Cincinnati/Dayton,conventional ,304183.13,76506.94,35144.12,10394.98,182137.09,161876.91,20190.3,69.88,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.15,5/1/2019,Atlanta,conventional ,873982.68,354972.8,32077.27,4580.2,482352.41,380840.14,88417.31,13094.96,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.91,5/1/2019,Detroit,organic,15349.93,538.08,2316.27,0,12495.58,5771.45,6724.13,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.84,5/1/2019,Detroit,organic,9998.03,392.73,2509.19,0,7092.11,5587.83,1504.28,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,0.99,5/1/2019,Phoenix/Tucson,conventional ,1273297.01,416624.38,285533.85,16656.21,554482.57,231669.71,322767.46,45.4,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.48,5/1/2019,Philadelphia,conventional ,626805.82,37179.96,345982.94,2693.4,240949.52,212339.87,27947.1,662.55,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.22,5/1/2019,GreatLakes,conventional ,4642059.58,962732.22,1228636.81,298306.81,2152383.74,1521724.13,552566.29,78093.32,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.16,5/1/2019,Charlotte,conventional ,426132.67,167746.19,63959.67,7573.67,186853.14,172923.79,13071.83,857.52,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.77,5/1/2019,TotalUS,organic,1268229.11,116660.49,230157.55,4769.73,916565.76,756911.02,159637.18,17.56,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.51,5/1/2019,Seattle,conventional ,697253.93,166840.38,223461.8,2585.48,304366.27,104597.26,198412.74,1356.27,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.39,5/1/2019,NorthernNewEngland,conventional ,579137.29,11598.72,509105.53,438.7,57994.34,29985.28,28009.06,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.8,5/1/2019,Northeast,organic,238950.55,23931.1,40258.56,152.55,174608.34,131956.3,42652.04,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.98,5/1/2019,LasVegas,organic,12095.94,1520.77,1942.24,0,8632.93,8606.09,26.84,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.6,5/1/2019,Philadelphia,organic,21253.19,2085.48,2948.56,0,16219.15,15622.27,596.88,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.29,5/1/2019,Baltimore/Washington,conventional ,1105907.14,113752.47,679927.98,9068.82,303157.87,231675.01,70592.86,890,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,0.93,5/1/2019,Dallas/FtWorth,conventional ,1574361.77,627476.5,254285.69,24182.49,668417.09,494948.1,173373.77,95.22,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.02,5/1/2019,SouthCentral,conventional ,6444626.15,2943422.35,922419.99,138824.42,2439959.39,1596112.31,843457.21,389.87,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.76,5/1/2019,TotalUS,organic,1467564.89,124635.45,246675.94,4532.34,1091367.21,853477.96,237727.68,161.57,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,2.18,5/1/2019,SanFrancisco,organic,42968.4,13238.26,7995.19,0,21734.95,21734.95,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,2.05,5/1/2019,Cincinnati/Dayton,organic,7844.35,96.2,2709.57,0,5038.58,2119.76,2918.82,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.02,5/1/2019,Raleigh/Greensboro,conventional ,500509.22,263168.06,83370.13,7759.55,146211.48,128160.24,18041.24,10,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.52,5/1/2019,GrandRapids,organic,8516.36,209.56,1528.31,0,6778.49,6770.17,8.32,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.12,5/1/2019,Raleigh/Greensboro,conventional ,526054.61,220167.43,72840.13,8971,224076.05,203765.79,19303.59,1006.67,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,2.18,5/1/2019,SanFrancisco,organic,35983.28,10965.94,7840.09,0,17177.25,17177.25,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,2.18,5/1/2019,Chicago,organic,38561.74,482.94,7003.75,0,31075.05,31075.05,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.19,5/1/2019,Detroit,conventional ,569876.32,135084.48,62122.74,62464.35,310204.75,273121.94,24034.98,13047.83,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.61,5/1/2019,Nashville,organic,6960.03,28.92,1094.04,0,5837.07,4120.47,1716.6,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.59,5/1/2019,Spokane,conventional ,82245.11,24688.33,22760.77,86,34710.01,20670.79,14013.31,25.91,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.25,5/1/2019,Southeast,conventional ,5234713.07,2273053.78,241498.72,23472.07,2696688.5,1343506.15,1309324.49,43857.86,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,2.06,5/1/2019,NewYork,organic,77787.78,16694.48,18254.9,14.35,42824.05,36994.14,5829.91,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.19,5/1/2019,Midsouth,conventional ,4965465.31,1506323.67,1147601.16,40786.96,2270753.52,1698421.04,554505.16,17827.32,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.62,5/1/2019,NewYork,conventional ,1849421.25,50932.68,1209224.61,14896.88,574367.08,488279.82,83041.18,3046.08,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.06,5/1/2019,NewOrleans/Mobile,conventional ,325333.61,183474.76,18689.22,1346.06,121823.57,77888.98,38197.92,5736.67,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.96,5/1/2019,Raleigh/Greensboro,organic,16976.17,99.21,4293.37,27.63,12555.96,12555.96,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.37,5/1/2019,Orlando,conventional ,469780.7,206829.05,13865.19,5075,244011.46,108169.77,135820.42,21.27,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.63,5/1/2019,Jacksonville,organic,836.03,92.92,273.16,1.32,468.63,468.63,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.7,5/1/2019,Roanoke,organic,6344.46,32.72,1338.53,0,4973.21,3851.05,1122.16,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.96,5/1/2019,Sacramento,organic,12431.44,2988.01,3534.51,0,5908.92,5908.92,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,0.94,5/1/2019,Dallas/FtWorth,conventional ,1685346.11,719151.75,289936.08,30277.15,645981.13,410354.68,229449.29,6177.16,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.38,5/1/2019,Cincinnati/Dayton,conventional ,271055.43,47086.49,35198.22,12849.06,175921.66,151489.37,24415.96,16.33,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.35,5/1/2019,SanFrancisco,conventional ,1201736.49,293354.86,752996.71,13317.42,142067.5,120922.39,14874.5,6270.61,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.94,5/1/2019,LosAngeles,organic,109868.58,16979.31,33581.78,0,59307.49,58943.1,364.39,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.54,5/1/2019,Sacramento,conventional ,465485.82,156973.58,219304.5,3220.99,85986.75,71369.3,10877.36,3740.09,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.58,5/1/2019,NewYork,conventional ,1701722.73,47776.88,1111079.98,15001.74,527864.13,450100.57,77399.04,364.52,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.5,5/1/2019,Hartford/Springfield,conventional ,397395.86,7737.01,317377.38,571.17,71710.3,65428.71,5432.79,848.8,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.18,5/1/2019,Midsouth,conventional ,4237675.99,1467951.17,1071568.09,35236.49,1662920.24,1288245.77,362627.31,12047.16,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.87,5/1/2019,Indianapolis,organic,6205.33,263.9,808.86,0,5132.57,2789.29,2343.28,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.04,5/1/2019,Columbus,conventional ,257874.14,62769.85,33986.49,2831.03,158286.77,108418.32,49797.15,71.3,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.52,5/1/2019,SanDiego,conventional ,481447.38,95784.71,145294.91,19858.56,220509.2,182029.85,37938.8,540.55,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.53,5/1/2019,Orlando,organic,4719.62,475.43,1,0,4243.19,4243.19,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.32,5/1/2019,Harrisburg/Scranton,conventional ,350545.53,53213.36,159577.09,583.41,137171.67,122332.76,11228.91,3610,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.5,5/1/2019,NorthernNewEngland,conventional ,557270.74,10387.36,479237.74,324.67,67320.97,34313.14,32334.5,673.33,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.41,5/1/2019,Louisville,conventional ,106806.79,17929.54,18293.23,201.52,70382.5,38611.97,29847.2,1923.33,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.39,5/1/2019,Detroit,conventional ,429149.39,72362.35,62012.28,84700,210074.76,169206.12,32185.56,8683.08,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,2.12,5/1/2019,Boise,organic,2822.26,3,739.68,0,2079.58,1136.9,942.68,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.8,5/1/2019,Charlotte,organic,18391.89,41.41,5243.91,81.02,13025.55,13025.55,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.44,5/1/2019,Buffalo/Rochester,conventional ,195796.35,11712.07,98341.1,522,85221.18,68869.15,15732.03,620,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.7,5/1/2019,Columbus,organic,4514.93,436.63,1040.84,0,3037.46,2598.2,439.26,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.41,5/1/2019,California,conventional ,6067446.8,1996436.9,1625656.59,170879.24,2274474.07,1921987.23,194849.87,157636.97,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.4,5/1/2019,Houston,organic,34366.97,5845.47,96.66,0,28424.84,27958.17,466.67,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.47,5/1/2019,Buffalo/Rochester,organic,15656.63,328.7,331.5,0,14996.43,4398.96,10597.47,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,2.11,5/1/2019,Cincinnati/Dayton,organic,10968.62,91.66,2776.65,0,8100.31,1831.82,6268.49,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,2.26,5/1/2019,SanFrancisco,organic,41085.04,15191.02,8748.93,0,17145.09,17145.09,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.55,5/1/2019,Chicago,conventional ,697782.38,118804.8,307040.77,32570.45,239366.36,115236.29,121590.07,2540,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.48,5/1/2019,California,conventional ,5533285.92,1712245.94,1694235.25,136738.93,1990065.8,1676275.99,229989.23,83800.58,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.61,5/1/2019,Baltimore/Washington,organic,33865.19,242.94,5662.49,18.99,27940.77,25709.76,2231.01,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.81,5/1/2019,Seattle,organic,114211.05,1055.46,24809.5,14.24,88331.85,2477.14,85854.71,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.25,5/1/2019,Tampa,organic,1321.58,296.94,3,0,1021.64,1021.64,0,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.53,5/1/2019,Syracuse,organic,3691.64,114.6,297.1,0,3279.94,1375.23,1904.71,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.02,5/1/2019,Nashville,conventional ,310105.91,133362.64,7412.93,537.86,168792.48,133990.15,34785.05,17.28,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.02,5/1/2019,Phoenix/Tucson,conventional ,1100021.39,461628.46,241966.77,18517.99,377908.17,213689.82,164218.35,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.05,5/1/2019,Nashville,conventional ,354262,154201.26,8230.45,704.87,191125.42,147364.48,43457.61,303.33,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.42,5/1/2019,NorthernNewEngland,conventional ,523635.56,8822.47,451774.36,505.03,62533.7,34351.75,28179.73,2.22,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.84,5/1/2019,Detroit,organic,18610.77,429.92,2389.53,0,15604.12,9692.58,5911.54,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,2.03,5/1/2019,LosAngeles,organic,83851.2,13591.62,27314.91,0,42944.67,42500.1,444.57,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.92,5/1/2019,NewYork,organic,88627.7,14735.59,15701.9,59.23,58130.98,57487.3,643.68,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.63,5/1/2019,Atlanta,organic,12048.67,208.93,3198.18,0,8641.56,7094.42,1547.14,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.31,5/1/2019,Plains,conventional ,2088670.78,780646.54,489301.4,30459.92,788262.92,681479.87,84807.96,21975.09,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.48,5/1/2019,Northeast,conventional ,5957387.03,302508.91,3945558.93,30945.31,1678009.44,1321374.91,353848.31,2786.22,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.12,5/1/2019,Charlotte,conventional ,372783.41,183759.4,69184,6242.43,113597.58,100275.22,13310.71,11.65,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.23,5/1/2019,Tampa,conventional ,545819.38,229182.1,14704.72,2951.21,298981.35,170615.61,128345.74,20,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.28,5/1/2019,Buffalo/Rochester,conventional ,197217.03,9197.06,96427.96,288.61,91303.4,59672.95,31419.34,211.11,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.32,5/1/2019,SouthCarolina,conventional ,481325.99,218684.04,52210.26,3098.51,207333.18,150506.95,51494.78,5331.45,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.53,5/1/2019,Portland,conventional ,671682.51,81653.56,254623.84,20060.68,315344.43,116944.27,195669.42,2730.74,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.46,5/1/2019,Hartford/Springfield,conventional ,383412.9,6126.68,308029.49,778.33,68478.4,59405.42,9057.11,15.87,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/19/2019,1.49,5/1/2019,Baltimore/Washington,conventional ,940556.71,117723.92,490159.66,9904.31,322768.82,238366.72,83927.66,474.44,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.41,5/1/2019,Spokane,conventional ,131814.49,39279.44,38886.91,168,53480.14,18163.28,35255.44,61.42,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.77,5/1/2019,Indianapolis,organic,5357.58,241.02,1101.61,0,4014.95,2712.49,1302.46,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.55,5/1/2019,Indianapolis,organic,14776.31,220.9,1062.03,0,13493.38,10066.58,3426.8,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.67,5/1/2019,Denver,organic,28241.5,6561.72,1812.64,5.73,19861.41,5807.67,14053.74,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1,5/1/2019,Phoenix/Tucson,conventional ,1269744.28,303730.05,323811.06,17704.58,624498.59,209102.04,415386.55,10,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/26/2019,1.3,5/1/2019,Richmond/Norfolk,conventional ,316320.52,82739.79,74725.66,2477.8,156377.27,121530.64,29596.63,5250,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.75,5/1/2019,Boston,organic,37387.16,138.29,3406.77,0,33842.1,12355.85,21486.25,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/5/2019,1.04,5/1/2019,Columbus,conventional ,282253.98,69692.29,37250.02,3070.08,172241.59,133556.21,36244.93,2440.45,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.74,5/1/2019,Northeast,organic,268741.13,21960.68,39591.78,53.29,207135.38,144228.78,62906.6,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.38,5/1/2019,Charlotte,conventional ,292402.58,120284.7,50880.6,6285.25,114952.03,101297.49,13641.21,13.33,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,2.2,5/1/2019,Spokane,organic,4274.38,132.38,1941.62,0,2200.38,787.85,1412.53,0,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
5/12/2019,1.24,5/1/2019,GreatLakes,conventional ,4194506.93,765932.46,1062934.21,273748.07,2091892.19,1362432.21,680729.18,48730.8,2.5,58.6,2.76,2.76,3.78,2.76,14,1.91,0.95,0.89,1.17,1.03,0.97,0.04,47,70.3
