year_month,geography,timeframe,date,type,avg_price,prices_total_volume,units_4046,units_4225,units_4770,total_bags,s_bags,l_bags,xl_bags
2020-01-01,Philadelphia,weekly,2020-01-12,organic,1.37,32591.73,2807.76,4687.02,0.0,25096.95,21855.05,3241.9,0.0
2020-01-01,Phoenix/Tucson,weekly,2020-01-12,organic,1.39,22069.14,2243.67,1255.16,0.0,18570.31,16459.82,2110.49,0.0
2020-01-01,Pittsburgh,weekly,2020-01-12,organic,1.19,14351.94,1757.76,8.22,0.0,12585.96,12585.96,0.0,0.0
2020-01-01,Plains,weekly,2020-01-12,organic,1.29,61166.56,4851.98,5445.32,12.95,50856.31,42508.35,8347.96,0.0
2020-01-01,Portland,weekly,2020-01-12,organic,1.59,40775.29,196.94,7128.18,0.0,33450.17,13024.79,20352.54,72.84
2020-01-01,Raleigh/Greensboro,weekly,2020-01-12,organic,2.08,14694.23,206.66,3682.27,94.82,10710.48,8726.24,1984.24,0.0
2020-01-01,Richmond/Norfolk,weekly,2020-01-12,organic,1.21,20628.64,41.0,2239.67,9.25,18338.72,14336.84,4001.88,0.0
2020-01-01,Roanoke,weekly,2020-01-12,organic,1.05,16050.51,33.8,1789.98,0.0,14226.73,7990.62,6236.11,0.0
2020-01-01,Sacramento,weekly,2020-01-12,organic,1.73,14862.41,1978.13,2523.62,0.0,10360.66,10354.41,6.25,0.0
2020-01-01,SanDiego,weekly,2020-01-12,organic,1.8,34982.33,1139.06,1023.82,0.0,32819.45,18255.88,14563.57,0.0
2020-01-01,SanFrancisco,weekly,2020-01-12,organic,2.03,52045.62,5607.84,5382.79,0.0,41054.99,40969.59,85.4,0.0
2020-01-01,Seattle,weekly,2020-01-12,organic,1.81,41949.49,235.35,7606.24,4.01,34103.89,14382.52,19721.37,0.0
2020-01-01,SouthCarolina,weekly,2020-01-12,organic,1.51,18172.64,246.69,3480.47,52.07,14393.41,10765.49,3627.92,0.0
2020-01-01,SouthCentral,weekly,2020-01-12,organic,1.35,152589.59,17136.21,2151.7,3055.56,130246.12,96344.6,33901.52,0.0
2020-01-01,Southeast,weekly,2020-01-12,organic,1.24,144286.9,1791.42,13031.03,55.62,129408.83,98627.86,30780.97,0.0
2020-01-01,Spokane,weekly,2020-01-12,organic,1.37,4438.6,55.3,1008.13,0.0,3375.17,1810.76,1564.41,0.0
2020-01-01,StLouis,weekly,2020-01-12,organic,1.95,8091.67,1095.71,2084.13,0.0,4911.83,2833.33,2078.5,0.0
2020-01-01,Syracuse,weekly,2020-01-12,organic,1.2,4401.25,168.26,93.78,0.0,4139.21,954.87,3184.34,0.0
2020-01-01,Tampa,weekly,2020-01-12,organic,1.15,10241.99,214.22,0.0,0.0,10027.77,10027.77,0.0,0.0
2020-01-01,TotalUS,weekly,2020-01-12,organic,1.41,1960946.8,152181.51,164251.09,4714.51,1639770.67,1282533.77,357168.72,68.18
2020-01-01,West,weekly,2020-01-12,organic,1.26,493633.15,55368.84,28441.01,831.82,408991.48,348174.48,60748.82,68.18
2020-01-01,WestTex/NewMexico,weekly,2020-01-12,organic,1.34,24120.9,1187.01,617.72,2043.99,20272.18,18689.79,1582.39,0.0
2020-01-01,Albany,weekly,2020-01-19,conventional ,1.03,158753.71,5475.8,127139.63,319.44,25818.84,10230.82,14368.02,1220.0
2020-01-01,Atlanta,weekly,2020-01-19,conventional ,0.88,824648.09,381041.13,34983.18,3683.86,404939.92,351862.68,52910.96,166.28
2020-01-01,Baltimore/Washington,weekly,2020-01-19,conventional ,1.23,1077672.01,120998.35,443795.34,4901.79,507976.53,350912.36,156830.84,233.33
2020-01-01,Boise,weekly,2020-01-19,conventional ,0.92,148024.21,49737.45,5048.91,1146.98,92090.87,55834.87,25556.53,10699.47
2020-01-01,Boston,weekly,2020-01-19,conventional ,1.23,804999.29,17036.72,478246.46,2442.27,307273.84,153783.71,153160.13,330.0
2020-01-01,Buffalo/Rochester,weekly,2020-01-19,conventional ,1.01,222502.62,10395.37,74571.41,270.23,137265.61,64728.51,70180.44,2356.66
2020-01-01,California,weekly,2020-01-19,conventional ,1.05,7351356.83,1908457.08,1130507.83,194792.64,4117599.28,1546783.47,2188705.92,382109.89
2020-01-01,Charlotte,weekly,2020-01-19,conventional ,0.95,399349.37,123956.22,51839.61,2271.02,221282.52,182676.65,38332.54,273.33
2020-01-01,Chicago,weekly,2020-01-19,conventional ,1.21,777961.96,75278.34,357668.42,38029.4,306985.8,128932.03,177884.4,169.37
2020-01-01,Cincinnati/Dayton,weekly,2020-01-19,conventional ,0.71,381314.44,86382.49,41325.15,10226.89,243379.91,226208.45,14963.15,2208.31
2020-01-01,Columbus,weekly,2020-01-19,conventional ,0.7,281703.84,80080.91,35878.65,2641.76,163102.52,136007.37,26066.03,1029.12
2020-01-01,Dallas/FtWorth,weekly,2020-01-19,conventional ,0.66,1685126.21,721313.89,166249.78,11677.52,785885.02,509585.07,275651.18,648.77
2020-01-01,Denver,weekly,2020-01-19,conventional ,0.84,1129506.04,202819.36,165783.99,3077.37,757825.32,243454.01,502996.55,11374.76
2020-01-01,Detroit,weekly,2020-01-19,conventional ,0.86,622423.15,122634.89,72828.44,114357.99,312601.83,249611.28,49631.53,13359.02
2020-01-01,GrandRapids,weekly,2020-01-19,conventional ,1.14,247192.6,4615.63,84297.77,104035.36,54243.84,26839.12,5649.69,21755.03
2020-01-01,GreatLakes,weekly,2020-01-19,conventional ,0.91,4936833.2,904418.57,1159011.14,493120.76,2380282.73,1680235.9,623997.36,76049.47
2020-01-01,Harrisburg/Scranton,weekly,2020-01-19,conventional ,1.01,386397.87,75036.54,177894.77,963.35,132503.21,110748.25,17301.62,4453.34
2020-01-01,Hartford/Springfield,weekly,2020-01-19,conventional ,1.39,357087.88,8394.92,272171.62,1143.16,75378.18,58441.96,15052.88,1883.34
2020-01-01,Houston,weekly,2020-01-19,conventional ,0.68,1474122.53,514989.56,207755.96,1161.25,750215.76,542119.44,195876.12,12220.2
2020-01-01,Indianapolis,weekly,2020-01-19,conventional ,0.74,331424.49,83627.42,67946.38,5553.27,174297.42,162388.61,11644.11,264.7
2020-01-01,Jacksonville,weekly,2020-01-19,conventional ,0.9,303720.63,134659.53,10924.29,1171.82,156964.99,47738.92,109222.74,3.33
2020-01-01,LasVegas,weekly,2020-01-19,conventional ,0.73,527011.95,73866.77,152454.98,804.54,299885.66,97451.41,202399.35,34.9
2020-01-01,LosAngeles,weekly,2020-01-19,conventional ,0.94,3550567.39,912777.0,94768.97,144701.6,2398319.82,925745.22,1155547.03,317027.57
2020-01-01,Louisville,weekly,2020-01-19,conventional ,0.82,164601.85,42205.51,20208.21,288.32,101899.81,81295.7,20588.56,15.55
2020-01-01,Miami/FtLauderdale,weekly,2020-01-19,conventional ,0.92,1257729.06,514169.79,37948.22,5544.74,700066.31,145738.94,552614.04,1713.33
2020-01-01,Midsouth,weekly,2020-01-19,conventional ,0.98,4587929.47,1242617.68,916600.43,18909.85,2409801.51,1839442.77,562314.1,8044.64
2020-01-01,Nashville,weekly,2020-01-19,conventional ,0.79,345846.03,134780.11,7188.1,309.71,203568.11,179792.47,23234.74,540.9
2020-01-01,NewOrleans/Mobile,weekly,2020-01-19,conventional ,0.87,386974.51,191942.06,19973.68,459.41,174599.36,114261.98,50940.71,9396.67
2020-01-01,NewYork,weekly,2020-01-19,conventional ,1.36,1843608.5,38949.36,1079112.25,17398.89,706692.44,593579.12,106528.88,6584.44
2020-01-01,Northeast,weekly,2020-01-19,conventional ,1.18,5975029.33,312992.32,3515327.71,26873.58,2118380.16,1447259.14,640531.02,30590.0
2020-01-01,NorthernNewEngland,weekly,2020-01-19,conventional ,0.92,839194.81,12697.77,683656.47,430.47,142410.1,33420.7,108179.4,810.0
2020-01-01,Orlando,weekly,2020-01-19,conventional ,0.88,714427.97,295778.56,18589.58,5894.8,394165.03,159019.9,231655.13,3490.0
2020-01-01,Philadelphia,weekly,2020-01-19,conventional ,1.16,591127.21,24657.77,301450.99,2426.88,262591.57,225781.3,30874.72,5935.55
2020-01-01,Phoenix/Tucson,weekly,2020-01-19,conventional ,0.66,1671959.19,422653.4,421551.91,3866.54,823887.34,254012.13,569798.21,77.0
2020-01-01,Pittsburgh,weekly,2020-01-19,conventional ,0.97,162854.91,64478.01,10568.71,465.69,87342.5,55742.59,31596.58,3.33
2020-01-01,Plains,weekly,2020-01-19,conventional ,1.0,2312838.51,856531.78,620491.56,26808.65,809006.52,593633.4,169168.76,46204.36
2020-01-01,Portland,weekly,2020-01-19,conventional ,0.94,816554.0,71045.54,114593.41,3695.22,627219.83,374509.98,233140.45,19569.4
2020-01-01,Raleigh/Greensboro,weekly,2020-01-19,conventional ,0.95,482966.65,153919.05,59788.23,4956.27,264303.1,194915.14,69374.63,13.33
2020-01-01,Richmond/Norfolk,weekly,2020-01-19,conventional ,0.88,376193.89,107816.99,68807.3,1255.81,198313.79,151857.57,46159.94,296.28
2020-01-01,Roanoke,weekly,2020-01-19,conventional ,0.85,218368.11,71146.87,25639.78,20.86,121560.6,84105.88,37251.39,203.33
2020-01-01,Sacramento,weekly,2020-01-19,conventional ,1.18,562968.36,158091.61,263273.45,4856.45,136746.85,75383.49,54064.73,7298.63
2020-01-01,SanDiego,weekly,2020-01-19,conventional ,0.81,724159.97,100446.42,46673.45,12355.76,564684.34,169401.6,392659.45,2623.29
2020-01-01,SanFrancisco,weekly,2020-01-19,conventional ,1.5,887496.47,234478.13,297295.17,8429.31,347293.86,124746.65,211490.73,11056.48
2020-01-01,Seattle,weekly,2020-01-19,conventional ,1.14,692560.66,76662.18,89966.85,1568.13,524363.5,301806.86,222138.76,417.88
2020-01-01,SouthCarolina,weekly,2020-01-19,conventional ,0.93,567618.45,232085.61,44554.61,1669.07,289309.16,206891.28,81906.64,511.24
2020-01-01,SouthCentral,weekly,2020-01-19,conventional ,0.71,7842400.44,3150293.39,940332.89,114453.82,3637320.34,2424268.35,1118513.15,94538.84
2020-01-01,Southeast,weekly,2020-01-19,conventional ,0.89,6618860.55,2869057.07,250687.67,27320.35,3471795.46,1624405.7,1822633.73,24756.03
2020-01-01,Spokane,weekly,2020-01-19,conventional ,0.96,120472.58,18065.1,12686.28,87.14,89634.06,57008.38,32566.23,59.45
2020-01-01,StLouis,weekly,2020-01-19,conventional ,1.17,191237.93,83907.77,10628.57,830.55,95871.04,83427.42,6680.39,5763.23
2020-01-01,Syracuse,weekly,2020-01-19,conventional ,1.03,112245.09,3956.36,53402.15,125.0,54761.58,22242.92,31043.11,1475.55
2020-01-01,Tampa,weekly,2020-01-19,conventional ,0.87,793065.51,312527.84,21433.87,3596.41,455507.39,131903.2,316977.53,6626.66
2020-01-01,TotalUS,weekly,2020-01-19,conventional ,0.93,48534972.05,13102979.33,10072454.62,949386.1,24408696.44,13606025.69,10056820.22,745850.53
2020-01-01,West,weekly,2020-01-19,conventional ,0.84,8909723.64,1858611.44,1539495.38,47106.46,5464510.36,2449996.84,2930956.2,83557.32
2020-01-01,WestTex/NewMexico,weekly,2020-01-19,conventional ,0.79,1047282.64,377986.92,107342.01,62648.36,499305.35,256715.2,241676.6,913.55
2020-01-01,Albany,weekly,2020-01-19,organic,1.51,2558.84,422.7,230.23,0.0,1905.91,889.44,1016.47,0.0
2020-01-01,Atlanta,weekly,2020-01-19,organic,1.17,33132.53,88.24,4575.57,0.0,28468.72,14435.25,14033.47,0.0
2020-01-01,Baltimore/Washington,weekly,2020-01-19,organic,1.12,54481.45,422.62,4339.01,15.89,49703.93,49222.29,481.64,0.0
2020-01-01,Boise,weekly,2020-01-19,organic,1.48,3442.53,0.0,475.22,0.0,2967.31,961.44,2002.88,2.99
2020-01-01,Boston,weekly,2020-01-19,organic,1.75,24722.07,105.2,1574.12,0.0,23042.75,17754.72,5288.03,0.0
2020-01-01,Buffalo/Rochester,weekly,2020-01-19,organic,1.24,11212.74,450.39,154.48,0.0,10607.87,2266.55,8341.32,0.0
2020-01-01,California,weekly,2020-01-19,organic,1.84,320402.89,27195.67,15838.31,1.61,277367.3,221205.5,56161.8,0.0
2020-01-01,Charlotte,weekly,2020-01-19,organic,1.6,14710.8,128.78,3690.57,59.34,10832.11,4325.76,6506.35,0.0
2020-01-01,Chicago,weekly,2020-01-19,organic,1.51,68483.87,1157.38,8004.7,0.0,59302.48,58845.79,456.69,0.0
2020-01-01,Cincinnati/Dayton,weekly,2020-01-19,organic,1.09,35235.94,113.4,2681.76,0.0,32440.78,19056.77,13384.01,0.0
2020-01-01,Columbus,weekly,2020-01-19,organic,0.96,17676.94,655.34,1362.19,0.0,15659.41,11806.52,3852.89,0.0
2020-01-01,Dallas/FtWorth,weekly,2020-01-19,organic,1.27,37051.88,3837.75,64.37,353.87,32795.89,20772.56,12023.33,0.0
2020-01-01,Denver,weekly,2020-01-19,organic,0.94,184687.76,33617.38,2664.95,0.0,148405.43,147640.43,765.0,0.0
2020-01-01,Detroit,weekly,2020-01-19,organic,0.98,37159.25,768.78,2462.57,0.0,33927.9,25492.45,8435.45,0.0
2020-01-01,GrandRapids,weekly,2020-01-19,organic,1.26,6001.24,2.0,992.33,0.0,5006.91,4914.64,92.27,0.0
2020-01-01,GreatLakes,weekly,2020-01-19,organic,1.18,280264.36,8031.67,23300.86,78.76,248798.3,203024.91,45773.39,0.0
2020-01-01,Harrisburg/Scranton,weekly,2020-01-19,organic,0.92,24327.57,1043.36,426.44,0.0,22857.77,22843.31,14.46,0.0
2020-01-01,Hartford/Springfield,weekly,2020-01-19,organic,1.82,16669.09,1848.86,9995.81,0.0,4824.42,4522.13,302.29,0.0
2020-01-01,Houston,weekly,2020-01-19,organic,1.53,13752.43,2395.67,27.05,0.0,11329.71,11329.71,0.0,0.0
2020-01-01,Indianapolis,weekly,2020-01-19,organic,1.08,13658.65,260.83,1083.83,0.0,12313.99,8264.51,4049.48,0.0
2020-01-01,Jacksonville,weekly,2020-01-19,organic,1.2,3394.66,46.63,179.88,0.0,3168.15,3141.1,27.05,0.0
2020-01-01,LasVegas,weekly,2020-01-19,organic,1.34,13413.17,1589.9,875.54,0.0,10947.73,10836.94,110.79,0.0
2020-01-01,LosAngeles,weekly,2020-01-19,organic,1.8,149635.06,12823.78,1999.56,1.62,134810.1,100415.81,34394.29,0.0
2020-01-01,Louisville,weekly,2020-01-19,organic,1.12,4461.15,0.0,755.47,0.0,3705.68,2069.42,1636.26,0.0
2020-01-01,Miami/FtLauderdale,weekly,2020-01-19,organic,1.18,10393.73,447.49,2.91,0.0,9943.33,9943.33,0.0,0.0
2020-01-01,Midsouth,weekly,2020-01-19,organic,1.37,199667.06,2811.93,28829.12,477.68,167548.33,128948.07,38600.26,0.0
2020-01-01,Nashville,weekly,2020-01-19,organic,1.26,11348.07,47.44,1226.89,0.0,10073.74,5401.94,4671.8,0.0
2020-01-01,NewOrleans/Mobile,weekly,2020-01-19,organic,1.26,3546.16,139.31,0.0,0.0,3406.85,3406.85,0.0,0.0
2020-01-01,NewYork,weekly,2020-01-19,organic,1.39,137227.21,43278.39,23416.67,21.64,70510.51,65687.56,4822.95,0.0
2020-01-01,Northeast,weekly,2020-01-19,organic,1.36,343827.37,66207.43,51242.33,18.86,226358.75,184101.36,42257.39,0.0
2020-01-01,NorthernNewEngland,weekly,2020-01-19,organic,1.57,22326.48,74.46,577.16,0.0,21674.86,11156.1,10518.76,0.0
2020-01-01,Orlando,weekly,2020-01-19,organic,1.14,9255.2,175.2,0.0,0.0,9080.0,9080.0,0.0,0.0
2020-01-01,Philadelphia,weekly,2020-01-19,organic,1.23,43427.09,7616.38,6939.02,0.0,28871.69,26230.72,2640.97,0.0
2020-01-01,Phoenix/Tucson,weekly,2020-01-19,organic,1.37,24915.76,3075.3,2845.25,0.0,18995.21,18525.98,469.23,0.0
2020-01-01,Pittsburgh,weekly,2020-01-19,organic,1.1,17075.66,2240.14,9.86,0.0,14825.66,14825.66,0.0,0.0
2020-01-01,Plains,weekly,2020-01-19,organic,1.21,91341.04,31250.69,5250.24,25.84,54814.27,45428.57,9385.7,0.0
2020-01-01,Portland,weekly,2020-01-19,organic,1.58,38342.07,77.62,6213.02,0.0,32051.43,11184.21,20809.72,57.5
2020-01-01,Raleigh/Greensboro,weekly,2020-01-19,organic,1.97,15448.73,987.5,3642.6,238.7,10579.93,7688.21,2891.72,0.0
2020-01-01,Richmond/Norfolk,weekly,2020-01-19,organic,1.54,14071.6,29.19,1869.51,7.96,12164.94,9278.93,2886.01,0.0
2020-01-01,Roanoke,weekly,2020-01-19,organic,1.08,13672.93,9.72,1420.29,0.0,12242.92,8123.04,4119.88,0.0
2020-01-01,Sacramento,weekly,2020-01-19,organic,1.73,15450.98,1887.98,2295.86,0.0,11267.14,11264.0,3.14,0.0
2020-01-01,SanDiego,weekly,2020-01-19,organic,1.79,36225.12,1030.24,1039.07,0.0,34155.81,21476.89,12678.92,0.0
2020-01-01,SanFrancisco,weekly,2020-01-19,organic,2.03,55185.39,6835.53,5017.46,0.0,43332.4,43303.85,28.55,0.0
2020-01-01,Seattle,weekly,2020-01-19,organic,1.49,85385.7,172.65,21678.37,11.95,63522.73,5032.28,58484.55,5.9
2020-01-01,SouthCarolina,weekly,2020-01-19,organic,1.61,16881.66,580.55,3683.97,110.01,12507.13,8572.61,3934.52,0.0
2020-01-01,SouthCentral,weekly,2020-01-19,organic,1.33,137373.85,12363.23,1961.76,2658.09,120390.77,87529.96,32860.81,0.0
2020-01-01,Southeast,weekly,2020-01-19,organic,1.25,126013.19,1858.55,13049.16,117.08,110988.4,83199.26,27789.14,0.0
2020-01-01,Spokane,weekly,2020-01-19,organic,1.62,5156.77,25.52,867.68,0.0,4263.57,872.74,3390.83,0.0
2020-01-01,StLouis,weekly,2020-01-19,organic,1.3,25244.97,19209.95,1943.75,0.0,4091.27,1726.17,2365.1,0.0
2020-01-01,Syracuse,weekly,2020-01-19,organic,1.27,3650.33,80.19,52.43,0.0,3517.71,749.48,2768.23,0.0
2020-01-01,Tampa,weekly,2020-01-19,organic,1.15,8500.38,138.17,0.0,0.0,8362.21,8362.21,0.0,0.0
2020-01-01,TotalUS,weekly,2020-01-19,organic,1.35,2058102.35,211748.69,184267.17,4167.88,1657863.84,1298598.3,359200.35,65.19
2020-01-01,West,weekly,2020-01-19,organic,1.19,559212.7,62029.53,44795.39,789.95,451597.83,345160.78,106371.86,65.19
2020-01-01,WestTex/NewMexico,weekly,2020-01-19,organic,1.32,26229.1,1382.18,644.9,1774.35,22427.67,21265.82,1161.85,0.0
2020-01-01,Albany,weekly,2020-01-26,conventional ,1.11,119807.77,4411.65,83404.51,272.0,31719.61,11175.72,18697.23,1846.66
2020-01-01,Atlanta,weekly,2020-01-26,conventional ,0.93,827996.78,388506.03,35682.99,2772.47,401035.29,331555.58,69328.18,151.53
2020-01-01,Baltimore/Washington,weekly,2020-01-26,conventional ,1.2,1123603.36,105729.94,454790.78,5323.04,557759.6,311589.05,246019.44,151.11
2020-01-01,Boise,weekly,2020-01-26,conventional ,1.05,122496.42,43258.55,5324.44,1227.73,72685.7,39893.16,21490.7,11301.84
2020-01-01,Boston,weekly,2020-01-26,conventional ,1.2,756344.44,14627.17,402936.03,2032.79,336748.45,140249.77,195772.01,726.67
2020-01-01,Buffalo/Rochester,weekly,2020-01-26,conventional ,0.97,223188.79,8963.54,67462.59,345.17,146417.49,62211.65,80948.06,3257.78
2020-01-01,California,weekly,2020-01-26,conventional ,1.23,6059624.68,1839168.44,751362.98,175012.01,3294081.25,1702774.56,1381892.67,209414.02
2020-01-01,Charlotte,weekly,2020-01-26,conventional ,1.11,331725.23,120108.28,54073.82,2772.01,154771.12,113095.06,41522.72,153.34
2020-01-01,Chicago,weekly,2020-01-26,conventional ,1.2,791837.62,100295.25,270822.13,34316.11,386404.13,239313.6,146922.93,167.6
2020-01-01,Cincinnati/Dayton,weekly,2020-01-26,conventional ,1.01,310883.68,66070.03,13145.45,8772.1,222896.1,184992.96,32981.39,4921.75
2020-01-01,Columbus,weekly,2020-01-26,conventional ,0.94,221323.9,56772.44,11600.46,2550.27,150400.73,104993.25,44495.88,911.6
2020-01-01,Dallas/FtWorth,weekly,2020-01-26,conventional ,0.65,1728276.49,787118.76,145521.78,12066.52,783569.43,568751.54,214379.44,438.45
2020-01-01,Denver,weekly,2020-01-26,conventional ,0.96,1060946.24,208756.18,141652.53,3678.52,706859.01,221467.28,471526.4,13865.33
2020-01-01,Detroit,weekly,2020-01-26,conventional ,0.91,557814.72,78373.26,35068.33,38535.97,405837.16,353626.3,47169.69,5041.17
2020-01-01,GrandRapids,weekly,2020-01-26,conventional ,1.05,218922.97,5116.95,42352.16,41156.05,130297.81,116732.28,5589.27,7976.26
2020-01-01,GreatLakes,weekly,2020-01-26,conventional ,0.99,4416435.78,760788.49,685319.62,205299.16,2765028.51,2043371.53,682694.51,38962.47
2020-01-01,Harrisburg/Scranton,weekly,2020-01-26,conventional ,0.93,403323.15,68397.2,201123.05,771.61,133031.29,107699.55,21273.96,4057.78
2020-01-01,Hartford/Springfield,weekly,2020-01-26,conventional ,1.37,348108.88,7519.14,254872.55,835.42,84881.77,58984.56,24127.21,1770.0
2020-01-01,Houston,weekly,2020-01-26,conventional ,0.7,1365359.58,536849.38,168787.66,1306.17,658416.37,301266.43,344175.15,12974.79
2020-01-01,Indianapolis,weekly,2020-01-26,conventional ,0.9,279908.91,69234.01,27993.05,4066.17,178615.68,147772.73,29474.43,1368.52
2020-01-01,Jacksonville,weekly,2020-01-26,conventional ,0.91,308177.73,109216.78,10557.46,1304.22,187099.27,48546.94,138552.33,0.0
2020-01-01,LasVegas,weekly,2020-01-26,conventional ,1.05,306793.82,68324.14,56618.91,746.98,181103.79,83259.65,97803.01,41.13
2020-01-01,LosAngeles,weekly,2020-01-26,conventional ,1.14,2875214.61,924713.45,67657.52,129678.17,1753165.47,966418.27,630555.66,156191.54
2020-01-01,Louisville,weekly,2020-01-26,conventional ,0.99,131426.15,31673.97,10369.95,92.7,89289.53,65384.58,23904.95,0.0
2020-01-01,Miami/FtLauderdale,weekly,2020-01-26,conventional ,0.91,1258435.5,529801.85,43559.31,5362.31,679712.03,167858.07,511840.63,13.33
2020-01-01,Midsouth,weekly,2020-01-26,conventional ,1.05,4280577.67,1158028.26,900107.29,20263.37,2202178.75,1498664.37,694687.99,8826.39
2020-01-01,Nashville,weekly,2020-01-26,conventional ,0.82,311469.94,130795.42,7401.62,401.17,172871.73,147486.59,24903.99,481.15
2020-01-01,NewOrleans/Mobile,weekly,2020-01-26,conventional ,0.83,421091.55,199711.95,22535.16,443.0,198401.44,128768.82,59729.29,9903.33
2020-01-01,NewYork,weekly,2020-01-26,conventional ,1.3,1946697.27,38725.73,942684.18,14434.2,949429.94,583119.22,359880.72,6430.0
2020-01-01,Northeast,weekly,2020-01-26,conventional ,1.17,5740603.31,267576.84,2911488.33,22647.47,2537467.45,1396662.94,1109013.39,31791.12
2020-01-01,NorthernNewEngland,weekly,2020-01-26,conventional ,1.11,574653.44,10616.87,363518.07,372.69,200145.81,26888.96,172463.52,793.33
2020-01-01,Orlando,weekly,2020-01-26,conventional ,0.89,724667.83,277791.74,18465.59,4545.4,423865.1,123911.11,299880.65,73.34
2020-01-01,Philadelphia,weekly,2020-01-26,conventional ,1.03,646555.45,23915.05,309095.71,2099.74,311444.95,246806.37,59107.47,5531.11
2020-01-01,Phoenix/Tucson,weekly,2020-01-26,conventional ,0.92,1090571.62,286063.5,271785.46,4596.26,528126.4,230025.4,297964.64,136.36
2020-01-01,Pittsburgh,weekly,2020-01-26,conventional ,1.26,121952.43,42351.95,7941.0,511.44,71148.04,29567.38,41580.66,0.0
2020-01-01,Plains,weekly,2020-01-26,conventional ,1.07,2093830.47,844831.73,384125.85,4486.83,860386.06,636187.8,167759.9,56438.36
2020-01-01,Portland,weekly,2020-01-26,conventional ,1.16,666539.67,79435.65,81910.29,3031.25,502162.48,283592.72,195826.93,22742.83
2020-01-01,Raleigh/Greensboro,weekly,2020-01-26,conventional ,1.06,418324.57,150345.29,56879.49,5119.19,205980.6,132739.33,73234.6,6.67
2020-01-01,Richmond/Norfolk,weekly,2020-01-26,conventional ,0.95,341373.38,94221.94,58904.56,1212.49,187034.39,136901.0,49837.09,296.3
2020-01-01,Roanoke,weekly,2020-01-26,conventional ,0.96,196648.62,58749.65,24316.36,44.68,113537.93,75734.57,37636.69,166.67
