year_month,geography,timeframe,date,type,avg_price,prices_total_volume,units_4046,units_4225,units_4770,total_bags,s_bags,l_bags,xl_bags
2020-04-01,Louisville,weekly,2020-04-26,conventional,1.09,138486.17,43829.38,12791.05,41.82,81823.92,64562.12,17260.69,1.11
2020-05-01,Miami/FtLauderdale,weekly,2020-05-17,conventional,1.24,1056626.99,499321.0,40090.08,301.06,516751.82,468514.99,48199.05,37.78
2020-05-01,Miami/FtLauderdale,weekly,2020-05-10,conventional,1.24,1082709.47,554825.57,41668.99,456.46,485758.45,437983.43,47721.69,53.33
2020-05-01,Miami/FtLauderdale,weekly,2020-05-03,conventional,1.08,1356496.17,681592.2,48151.85,531.47,626220.65,587607.86,38582.79,30.0
2020-04-01,Miami/FtLauderdale,weekly,2020-04-26,conventional,1.23,1215213.19,588880.56,50656.05,300.58,575376.0,528995.64,46348.14,32.22
2020-05-01,Midsouth,weekly,2020-05-17,conventional,1.12,5250442.03,1782239.54,1046908.47,24849.87,2396444.15,1794766.43,576088.05,25589.67
2020-05-01,Midsouth,weekly,2020-05-10,conventional,1.06,5733286.02,1814834.56,1280474.81,21866.7,2616109.95,1938258.65,650971.62,26879.68
2020-05-01,Midsouth,weekly,2020-05-03,conventional,0.99,6469663.94,2240405.61,1187599.42,20570.34,3021088.57,2315000.16,681923.41,24165.0
2020-04-01,Midsouth,weekly,2020-04-26,conventional,1.17,5060392.09,1598280.51,1101691.98,21851.44,2338568.16,1717570.92,595419.96,25577.28
2020-05-01,Nashville,weekly,2020-05-17,conventional,0.99,363037.81,152720.21,9553.52,43.4,200720.68,183147.1,17522.11,51.47
2020-05-01,Nashville,weekly,2020-05-10,conventional,0.95,382650.07,156591.46,10466.84,24.72,215567.05,195956.02,19569.64,41.39
2020-05-01,Nashville,weekly,2020-05-03,conventional,0.93,394513.48,178483.61,10800.83,32.72,205196.32,189038.77,16121.99,35.56
2020-04-01,Nashville,weekly,2020-04-26,conventional,1.02,345858.95,145529.97,9452.02,49.79,190827.17,172970.52,16574.82,1281.83
2020-05-01,NewOrleans/Mobile,weekly,2020-05-17,conventional,1.03,419846.24,201186.73,21483.97,488.61,196686.93,171006.68,12540.26,13139.99
2020-05-01,NewOrleans/Mobile,weekly,2020-05-10,conventional,0.95,479668.8,213037.39,27706.66,263.26,238661.49,211442.68,14281.74,12937.07
2020-05-01,NewOrleans/Mobile,weekly,2020-05-03,conventional,0.92,490030.4,219535.67,46914.44,333.65,223246.64,148982.15,60911.16,13353.33
2020-04-01,NewOrleans/Mobile,weekly,2020-04-26,conventional,0.98,403805.97,184406.52,28800.93,446.62,190151.9,131443.46,44712.88,13995.56
2020-05-01,NewYork,weekly,2020-05-17,conventional,1.52,2299718.3,79627.64,1299716.08,3075.37,917299.21,675442.03,233097.35,8759.83
2020-05-01,NewYork,weekly,2020-05-10,conventional,1.5,2715146.11,91146.89,1617235.29,2302.97,1004460.96,743469.07,251704.77,9287.12
2020-05-01,NewYork,weekly,2020-05-03,conventional,1.51,2351010.01,87832.15,1314762.12,1725.6,946690.14,716609.32,223015.34,7065.48
2020-04-01,NewYork,weekly,2020-04-26,conventional,1.25,2803285.41,90560.57,1804773.91,3321.77,904629.16,711061.75,186794.76,6772.65
2020-05-01,Northeast,weekly,2020-05-17,conventional,1.4,7018360.53,675045.46,3696329.78,12685.26,2634300.03,1881497.75,702405.7,50396.58
2020-05-01,Northeast,weekly,2020-05-10,conventional,1.33,8386813.23,837235.42,4633206.52,13693.8,2902677.49,2073363.85,778753.83,50559.81
2020-05-01,Northeast,weekly,2020-05-03,conventional,1.37,7170716.42,676296.97,3716914.0,13841.01,2763664.44,1953631.57,772096.17,37936.7
2020-04-01,Northeast,weekly,2020-04-26,conventional,1.25,7431620.88,612817.11,4246231.87,16356.97,2556214.93,1888186.44,631085.56,36942.93
2020-05-01,NorthernNewEngland,weekly,2020-05-17,conventional,1.33,683078.44,24326.33,500289.62,157.42,158305.07,81279.96,72242.95,4782.16
2020-05-01,NorthernNewEngland,weekly,2020-05-10,conventional,1.09,1012471.14,35332.35,787445.35,289.77,189403.67,86884.96,97994.47,4524.24
2020-05-01,NorthernNewEngland,weekly,2020-05-03,conventional,1.3,723721.49,28789.5,498441.33,413.34,196077.32,77838.55,114139.24,4099.53
2020-04-01,NorthernNewEngland,weekly,2020-04-26,conventional,1.27,685987.09,33359.11,481694.34,307.28,170626.36,68834.05,98662.27,3130.04
2020-05-01,Orlando,weekly,2020-05-17,conventional,1.14,601038.31,238457.31,13608.83,95.55,348876.62,277431.12,71412.17,33.33
2020-05-01,Orlando,weekly,2020-05-10,conventional,1.12,612568.57,250039.51,13929.11,122.0,348477.95,278154.68,70293.27,30.0
2020-05-01,Orlando,weekly,2020-05-03,conventional,1.03,773385.33,336956.67,18199.71,142.19,418086.76,365970.63,52046.12,70.01
2020-04-01,Orlando,weekly,2020-04-26,conventional,1.16,663937.8,281662.55,16351.33,123.08,365800.84,311061.47,54721.6,17.77
2020-05-01,Philadelphia,weekly,2020-05-17,conventional,1.29,730702.11,122133.38,256591.36,382.1,351595.27,211253.55,133385.81,6955.91
2020-05-01,Philadelphia,weekly,2020-05-10,conventional,1.24,877256.42,145504.42,313575.64,510.17,417666.19,250513.93,160833.95,6318.31
2020-05-01,Philadelphia,weekly,2020-05-03,conventional,1.29,746471.25,126684.34,270218.92,722.72,348845.27,206857.44,137780.78,4207.05
2020-04-01,Philadelphia,weekly,2020-04-26,conventional,1.17,803349.87,112678.05,359074.11,1508.49,330089.22,220991.0,104110.79,4987.43
2020-05-01,Phoenix/Tucson,weekly,2020-05-17,conventional,0.92,1387368.91,444333.92,185702.59,4783.61,752496.23,257219.45,482173.54,13103.24
2020-05-01,Phoenix/Tucson,weekly,2020-05-10,conventional,0.74,1872906.23,690792.22,236383.15,5799.72,939823.62,285019.87,649651.99,5151.76
2020-05-01,Phoenix/Tucson,weekly,2020-05-03,conventional,0.77,1816584.82,588117.71,270726.41,5479.19,952136.27,308667.32,637636.08,5832.87
2020-04-01,Phoenix/Tucson,weekly,2020-04-26,conventional,0.77,1699903.25,484743.08,291167.93,2554.41,921365.05,305107.87,607651.99,8605.19
2020-05-01,Pittsburgh,weekly,2020-05-17,conventional,0.93,228196.08,93099.28,21255.07,64.38,113777.35,106134.05,3425.47,4217.83
2020-05-01,Pittsburgh,weekly,2020-05-10,conventional,1.05,178533.61,78380.38,22854.94,114.09,77184.2,72802.99,4381.21,0.0
2020-05-01,Pittsburgh,weekly,2020-05-03,conventional,0.94,234811.68,98556.45,21392.96,48.0,114814.27,110631.55,4182.72,0.0
2020-04-01,Pittsburgh,weekly,2020-04-26,conventional,1.31,143299.95,45714.32,18976.35,93.41,78515.87,73404.55,5101.32,10.0
2020-05-01,Plains,weekly,2020-05-17,conventional,1.09,2871264.03,1255517.3,494227.19,2591.08,1118928.46,853328.93,195825.8,69773.73
2020-05-01,Plains,weekly,2020-05-10,conventional,1.04,3172229.94,1290131.23,627656.55,2307.78,1252134.38,989726.25,193457.5,68950.63
2020-05-01,Plains,weekly,2020-05-03,conventional,0.89,3844221.17,2053805.46,587428.17,3086.36,1199901.18,964236.78,168567.77,67096.63
2020-04-01,Plains,weekly,2020-04-26,conventional,1.12,2782858.3,1139199.8,545670.52,2771.49,1095216.49,904611.87,112553.76,78050.86
2020-05-01,Portland,weekly,2020-05-17,conventional,1.15,870538.29,141893.65,90751.44,2826.21,635066.99,373351.26,234189.16,27526.57
2020-05-01,Portland,weekly,2020-05-10,conventional,1.21,897731.96,149684.85,115704.75,3589.81,628752.55,332334.78,272838.43,23579.34
2020-05-01,Portland,weekly,2020-05-03,conventional,1.08,1087071.0,168276.78,113358.12,4044.29,801391.81,438079.2,326718.45,36594.16
2020-04-01,Portland,weekly,2020-04-26,conventional,1.36,794340.75,146290.4,81626.48,4183.21,562236.36,327477.68,213568.05,21190.63
2020-05-01,Raleigh/Greensboro,weekly,2020-05-17,conventional,1.09,524007.71,247124.07,72696.95,5111.29,199075.4,161719.56,37355.84,0.0
2020-05-01,Raleigh/Greensboro,weekly,2020-05-10,conventional,1.09,512508.21,236849.18,71635.55,3922.79,200100.69,164287.41,35789.95,23.33
2020-05-01,Raleigh/Greensboro,weekly,2020-05-03,conventional,0.9,707237.11,331327.57,96876.75,4072.33,274960.46,240158.49,34801.97,0.0
2020-04-01,Raleigh/Greensboro,weekly,2020-04-26,conventional,1.14,499564.06,209650.72,78337.2,4397.92,207178.22,159338.2,47836.69,3.33
2020-05-01,Richmond/Norfolk,weekly,2020-05-17,conventional,0.99,460900.47,155560.5,100874.96,1376.17,203088.84,155475.1,41061.97,6551.77
2020-05-01,Richmond/Norfolk,weekly,2020-05-10,conventional,0.98,490268.32,155827.23,103623.87,1346.22,229471.0,170150.58,52343.75,6976.67
2020-05-01,Richmond/Norfolk,weekly,2020-05-03,conventional,0.87,567530.57,209259.58,102414.0,1140.08,254716.91,202855.06,45169.63,6692.22
2020-04-01,Richmond/Norfolk,weekly,2020-04-26,conventional,1.04,426666.37,126456.68,93365.01,1284.21,205560.47,151219.72,48522.98,5817.77
2020-05-01,Roanoke,weekly,2020-05-17,conventional,0.94,262994.63,96255.09,29801.16,20.48,136917.9,110604.78,25011.71,1301.41
2020-05-01,Roanoke,weekly,2020-05-10,conventional,0.98,278283.84,99710.51,30829.96,118.33,147625.04,116322.19,29507.29,1795.56
2020-05-01,Roanoke,weekly,2020-05-03,conventional,0.9,298871.09,122330.95,31180.2,45.64,145314.3,115182.6,28575.03,1556.67
2020-04-01,Roanoke,weekly,2020-04-26,conventional,1.0,243817.83,86531.22,29162.31,79.75,128044.55,96712.09,29868.84,1463.62
2020-05-01,Sacramento,weekly,2020-05-17,conventional,1.36,613505.3,204531.23,224120.95,2849.18,182003.94,113075.26,55310.75,13617.93
2020-05-01,Sacramento,weekly,2020-05-10,conventional,1.37,627378.75,199202.25,226344.51,3771.95,198060.04,129880.28,54910.09,13269.67
2020-05-01,Sacramento,weekly,2020-05-03,conventional,0.97,847042.4,234300.23,381390.13,2711.49,228640.55,124818.88,84079.46,19742.21
2020-04-01,Sacramento,weekly,2020-04-26,conventional,1.46,560885.37,176174.35,211112.31,1657.31,171941.4,125027.51,43886.56,3027.33
2020-05-01,SanDiego,weekly,2020-05-17,conventional,1.19,697856.1,143435.81,30085.96,16981.18,507353.15,268520.19,209332.19,29500.77
2020-05-01,SanDiego,weekly,2020-05-10,conventional,1.16,755445.2,164801.2,34090.24,19372.32,537181.44,284375.38,245880.45,6925.61
2020-05-01,SanDiego,weekly,2020-05-03,conventional,1.03,915550.9,151144.2,42664.39,14805.43,706936.88,437362.31,249796.33,19778.24
2020-04-01,SanDiego,weekly,2020-04-26,conventional,1.24,661927.36,128779.67,46159.03,12496.53,474492.13,245232.94,198179.39,31079.8
2020-05-01,SanFrancisco,weekly,2020-05-17,conventional,1.59,1048899.47,300447.83,249682.89,5679.39,493089.36,209389.21,222120.51,61579.64
2020-05-01,SanFrancisco,weekly,2020-05-10,conventional,1.57,1035718.52,269674.44,267537.6,6645.98,491860.5,238464.27,207781.9,45614.33
2020-05-01,SanFrancisco,weekly,2020-05-03,conventional,1.03,1522654.94,436510.98,413537.2,4779.17,667827.59,231554.41,375147.05,61126.13
2020-04-01,SanFrancisco,weekly,2020-04-26,conventional,1.59,989641.11,302118.64,259577.9,4257.31,423687.26,230734.59,185758.56,7194.11
2020-05-01,Seattle,weekly,2020-05-17,conventional,1.51,708668.84,83061.47,101301.96,664.82,523640.59,267980.0,255460.4,200.19
2020-05-01,Seattle,weekly,2020-05-10,conventional,1.48,750110.47,94648.77,121535.93,714.0,533211.77,250610.55,282400.01,201.21
2020-05-01,Seattle,weekly,2020-05-03,conventional,1.36,878224.01,119530.49,122965.33,591.39,635136.8,338593.22,296341.94,201.64
2020-04-01,Seattle,weekly,2020-04-26,conventional,1.44,804183.74,119252.16,108150.5,474.59,576306.49,317784.62,258475.21,46.66
2020-05-01,SouthCarolina,weekly,2020-05-17,conventional,1.16,668732.12,311137.82,58985.62,2919.31,295689.37,249472.88,46149.82,66.67
2020-05-01,SouthCarolina,weekly,2020-05-10,conventional,1.15,648208.05,296240.3,52465.6,2651.31,296850.84,249261.11,47526.54,63.19
2020-05-01,SouthCarolina,weekly,2020-05-03,conventional,1.03,823712.89,351071.04,87951.49,2269.73,382420.63,296563.18,85770.79,86.66
2020-04-01,SouthCarolina,weekly,2020-04-26,conventional,1.15,630531.75,261699.66,59098.73,2274.11,307459.25,228331.31,78307.43,820.51
2020-05-01,SouthCentral,weekly,2020-05-17,conventional,0.94,8790639.12,3598883.19,984502.96,178029.74,4029223.23,2721013.37,1187242.33,120967.53
2020-05-01,SouthCentral,weekly,2020-05-10,conventional,0.84,10072925.19,3928358.86,1112053.18,152632.15,4879881.0,3426640.22,1324695.12,128545.66
2020-05-01,SouthCentral,weekly,2020-05-03,conventional,0.88,9673150.72,3545472.42,1339842.0,196344.6,4591491.7,2771203.52,1687074.99,133213.19
2020-04-01,SouthCentral,weekly,2020-04-26,conventional,0.94,8707860.33,3171309.67,1438949.49,194090.91,3903510.26,2398636.07,1356955.11,147919.08
2020-05-01,Southeast,weekly,2020-05-17,conventional,1.13,6220501.34,2876093.28,240565.42,4141.94,3099513.92,2707268.67,381117.1,11128.15
2020-05-01,Southeast,weekly,2020-05-10,conventional,1.12,6262829.99,2901615.68,243016.34,4617.61,3113580.36,2710143.97,389795.42,13640.97
2020-05-01,Southeast,weekly,2020-05-03,conventional,1.02,7729984.7,3596943.72,395909.55,5124.39,3732007.04,3206732.9,514123.92,11150.22
2020-04-01,Southeast,weekly,2020-04-26,conventional,1.14,6597343.37,2980510.71,312349.29,4012.43,3300454.69,2765889.13,521039.69,13525.87
2020-05-01,Spokane,weekly,2020-05-17,conventional,1.3,126125.47,22736.92,13464.27,95.98,89828.3,49533.74,40233.75,60.81
2020-05-01,Spokane,weekly,2020-05-10,conventional,1.26,136914.02,26837.63,16260.38,42.66,93773.35,49976.16,43733.2,63.99
2020-05-01,Spokane,weekly,2020-05-03,conventional,1.19,165273.83,29555.09,16836.61,23.46,118858.67,73434.69,45414.5,9.48
2020-04-01,Spokane,weekly,2020-04-26,conventional,1.31,141676.94,28121.6,12323.71,34.99,101196.64,66470.71,34718.82,7.11
2020-05-01,StLouis,weekly,2020-05-17,conventional,1.04,288956.17,132125.54,16016.03,322.37,140492.23,121926.09,2462.46,16103.68
2020-05-01,StLouis,weekly,2020-05-10,conventional,1.04,327857.39,155535.46,13293.21,240.85,158787.87,141567.11,2479.67,14741.09
2020-05-01,StLouis,weekly,2020-05-03,conventional,1.06,310336.27,145764.13,12507.06,403.66,151661.42,136333.86,2035.88,13291.68
2020-04-01,StLouis,weekly,2020-04-26,conventional,1.05,296296.2,143928.43,13263.44,313.87,138790.46,123834.37,1729.16,13226.93
2020-05-01,Syracuse,weekly,2020-05-17,conventional,1.31,117231.76,12121.98,47634.53,941.62,56533.63,44340.34,10544.39,1648.9
2020-05-01,Syracuse,weekly,2020-05-10,conventional,1.13,141919.9,20894.96,55246.35,1616.67,64161.92,50562.01,10975.47,2624.44
2020-05-01,Syracuse,weekly,2020-05-03,conventional,1.21,116930.36,10247.87,44568.03,1203.27,60911.19,45320.68,13597.18,1993.33
2020-04-01,Syracuse,weekly,2020-04-26,conventional,1.14,121115.28,12722.34,52220.45,1399.32,54773.17,42791.36,10128.48,1853.33
2020-05-01,Tampa,weekly,2020-05-17,conventional,1.12,591420.66,238039.66,16379.48,151.06,336846.03,276681.61,60134.42,30.0
2020-05-01,Tampa,weekly,2020-05-10,conventional,1.1,604700.62,250040.85,17294.06,260.03,337105.68,275671.95,61400.4,33.33
2020-05-01,Tampa,weekly,2020-05-03,conventional,1.02,789379.78,338543.92,23676.13,260.38,426899.35,381577.02,45283.44,38.89
2020-04-01,Tampa,weekly,2020-04-26,conventional,1.17,673964.34,292791.24,22502.91,242.3,358413.47,306820.08,51564.5,28.89
2020-05-01,TotalUS,weekly,2020-05-17,conventional,1.16,51690121.14,15951219.72,9221698.67,728025.52,25788840.09,16896405.58,7972084.51,920350.0
2020-05-01,TotalUS,weekly,2020-05-10,conventional,1.09,58463220.4,17894355.35,11123423.38,837609.43,28607617.88,18739691.34,8992205.32,875721.22
2020-05-01,TotalUS,weekly,2020-05-03,conventional,1.03,62179375.21,19308947.82,11026477.94,715301.95,31128390.35,20550406.59,9682198.81,895784.95
2020-04-01,TotalUS,weekly,2020-04-26,conventional,1.15,52015534.19,15237698.67,10580031.68,740327.93,25457282.76,16664184.93,7797364.59,995733.24
2020-05-01,West,weekly,2020-05-17,conventional,1.09,8667913.24,2081824.04,1020965.12,33410.85,5531562.87,2580802.48,2817078.77,133681.62
2020-05-01,West,weekly,2020-05-10,conventional,1.02,10298147.85,2734129.84,1286045.58,37602.73,6240155.34,2693864.04,3436644.66,109646.64
2020-05-01,West,weekly,2020-05-03,conventional,1.02,10381771.32,2485151.57,1328296.18,44596.88,6523469.54,2946024.02,3445056.76,132388.76
2020-04-01,West,weekly,2020-04-26,conventional,1.07,9155153.85,2189896.63,1186517.55,114180.07,5664382.7,2596402.86,2835392.2,232587.64
2020-05-01,WestTex/NewMexico,weekly,2020-05-17,conventional,0.89,1240709.05,430203.1,126497.28,21104.42,662904.25,395909.35,265177.09,1817.81
2020-05-01,WestTex/NewMexico,weekly,2020-05-10,conventional,0.85,1379210.96,546825.44,134286.77,20099.25,677999.5,414517.95,261844.07,1637.48
2020-05-01,WestTex/NewMexico,weekly,2020-05-03,conventional,0.84,1371086.45,438466.75,155669.82,22535.27,754414.61,437428.99,315477.74,1507.88
2020-04-01,WestTex/NewMexico,weekly,2020-04-26,conventional,0.91,1174568.1,463205.87,144078.75,22043.47,545240.01,334563.71,209159.24,1517.06
2020-05-01,Albany,weekly,2020-05-17,organic,1.57,3913.0,205.0,412.0,0.0,3296.0,1797.0,1499.0,0.0
2020-05-01,Albany,weekly,2020-05-10,organic,1.52,4872.0,364.0,845.0,0.0,3662.0,2435.0,1227.0,0.0
2020-05-01,Albany,weekly,2020-05-03,organic,1.59,4138.0,83.0,480.0,0.0,3574.0,1912.0,1662.0,0.0
2020-04-01,Albany,weekly,2020-04-26,organic,1.59,3979.0,46.0,527.0,0.0,3406.0,1679.0,1727.0,0.0
2020-05-01,Atlanta,weekly,2020-05-17,organic,1.49,45120.0,215.0,3421.0,0.0,41485.0,11831.0,29654.0,0.0
2020-05-01,Atlanta,weekly,2020-05-10,organic,1.52,53353.0,259.0,5025.0,0.0,48069.0,9803.0,38266.0,0.0
2020-05-01,Atlanta,weekly,2020-05-03,organic,1.5,47103.0,286.0,5817.0,0.0,40999.0,9722.0,31278.0,0.0
2020-04-01,Atlanta,weekly,2020-04-26,organic,1.65,46134.0,285.0,3415.0,0.0,42434.0,9266.0,33168.0,0.0
2020-05-01,Baltimore/Washington,weekly,2020-05-17,organic,1.61,71214.0,570.0,5402.0,20.0,65222.0,58837.0,6385.0,0.0
2020-05-01,Baltimore/Washington,weekly,2020-05-10,organic,1.56,76649.0,422.0,5092.0,19.0,71116.0,66456.0,4660.0,0.0
2020-05-01,Baltimore/Washington,weekly,2020-05-03,organic,1.46,79874.0,417.0,5192.0,18.0,74247.0,68151.0,6096.0,0.0
2020-04-01,Baltimore/Washington,weekly,2020-04-26,organic,1.48,91979.0,336.0,4860.0,9.0,86774.0,78268.0,8506.0,0.0
2020-05-01,Boise,weekly,2020-05-17,organic,1.79,7237.0,9.0,922.0,1.0,6305.0,2319.0,3986.0,0.0
2020-05-01,Boise,weekly,2020-05-10,organic,1.66,7645.0,0.0,842.0,1.0,6801.0,2855.0,3947.0,0.0
2020-05-01,Boise,weekly,2020-05-03,organic,1.52,8214.0,3.0,836.0,8.0,7368.0,3681.0,3687.0,0.0
2020-04-01,Boise,weekly,2020-04-26,organic,1.55,7609.0,4.0,1369.0,1.0,6234.0,2658.0,3577.0,0.0
2020-05-01,Boston,weekly,2020-05-17,organic,2.04,44906.0,74.0,2495.0,0.0,42337.0,40460.0,1877.0,0.0
2020-05-01,Boston,weekly,2020-05-10,organic,2.11,42554.0,98.0,2670.0,0.0,39786.0,38008.0,1778.0,0.0
2020-05-01,Boston,weekly,2020-05-03,organic,2.1,37432.0,109.0,2350.0,0.0,34972.0,32895.0,2077.0,0.0
2020-04-01,Boston,weekly,2020-04-26,organic,2.01,38065.0,58.0,2281.0,0.0,35726.0,33269.0,2456.0,0.0
2020-05-01,Buffalo/Rochester,weekly,2020-05-17,organic,1.14,4379.0,651.0,221.0,0.0,3507.0,3507.0,0.0,0.0
2020-05-01,Buffalo/Rochester,weekly,2020-05-10,organic,1.11,4964.0,990.0,253.0,0.0,3722.0,3722.0,0.0,0.0
2020-05-01,Buffalo/Rochester,weekly,2020-05-03,organic,1.22,4607.0,905.0,183.0,1.0,3518.0,3518.0,0.0,0.0
2020-04-01,Buffalo/Rochester,weekly,2020-04-26,organic,1.38,6486.0,1074.0,197.0,0.0,5215.0,5067.0,147.0,0.0
2020-05-01,California,weekly,2020-05-17,organic,1.75,420591.0,31149.0,30605.0,69.0,358767.0,192439.0,166327.0,0.0
2020-05-01,California,weekly,2020-05-10,organic,1.68,407827.0,34010.0,25468.0,49.0,348300.0,189001.0,159299.0,0.0
2020-05-01,California,weekly,2020-05-03,organic,1.9,317945.0,32996.0,43945.0,90.0,240914.0,153276.0,87638.0,0.0
2020-04-01,California,weekly,2020-04-26,organic,1.68,337922.0,27385.0,49064.0,58.0,261414.0,132291.0,129123.0,0.0
2020-05-01,Charlotte,weekly,2020-05-17,organic,1.57,21593.0,180.0,4250.0,57.0,17107.0,10804.0,6303.0,0.0
2020-05-01,Charlotte,weekly,2020-05-10,organic,1.57,22675.0,130.0,3994.0,77.0,18474.0,7289.0,11185.0,0.0
2020-05-01,Charlotte,weekly,2020-05-03,organic,1.37,24064.0,211.0,4211.0,85.0,19557.0,6047.0,13511.0,0.0
2020-04-01,Charlotte,weekly,2020-04-26,organic,1.6,21401.0,114.0,4463.0,67.0,16756.0,5957.0,10800.0,0.0
2020-05-01,Chicago,weekly,2020-05-17,organic,1.58,107361.0,1685.0,10804.0,0.0,94873.0,14540.0,80333.0,0.0
2020-05-01,Chicago,weekly,2020-05-10,organic,1.64,119967.0,1911.0,13079.0,0.0,104977.0,38294.0,66683.0,0.0
2020-05-01,Chicago,weekly,2020-05-03,organic,1.72,103746.0,2327.0,14302.0,0.0,87116.0,48582.0,38535.0,0.0
2020-04-01,Chicago,weekly,2020-04-26,organic,1.66,110470.0,2113.0,14744.0,0.0,93613.0,29459.0,64153.0,0.0
2020-05-01,Cincinnati/Dayton,weekly,2020-05-17,organic,1.63,19844.0,120.0,2298.0,0.0,17425.0,2962.0,14463.0,0.0
2020-05-01,Cincinnati/Dayton,weekly,2020-05-10,organic,1.5,26877.0,204.0,3856.0,0.0,22817.0,3712.0,19106.0,0.0
2020-05-01,Cincinnati/Dayton,weekly,2020-05-03,organic,1.49,26511.0,271.0,5117.0,0.0,21122.0,3950.0,17173.0,0.0
2020-04-01,Cincinnati/Dayton,weekly,2020-04-26,organic,1.7,25550.0,196.0,3033.0,0.0,22320.0,3517.0,18803.0,0.0
2020-05-01,Columbus,weekly,2020-05-17,organic,1.28,15488.0,960.0,966.0,0.0,13562.0,5346.0,8216.0,0.0
2020-05-01,Columbus,weekly,2020-05-10,organic,1.26,18536.0,1044.0,1545.0,0.0,15946.0,5619.0,10327.0,0.0
2020-05-01,Columbus,weekly,2020-05-03,organic,1.33,17843.0,1345.0,1841.0,0.0,14657.0,5534.0,9123.0,0.0
2020-04-01,Columbus,weekly,2020-04-26,organic,1.34,18159.0,1150.0,872.0,0.0,16136.0,6797.0,9339.0,0.0
2020-05-01,Dallas/FtWorth,weekly,2020-05-17,organic,1.22,53006.0,5451.0,171.0,387.0,46997.0,25968.0,21030.0,0.0
2020-05-01,Dallas/FtWorth,weekly,2020-05-10,organic,1.18,52438.0,7065.0,123.0,304.0,44946.0,24012.0,20934.0,0.0
2020-05-01,Dallas/FtWorth,weekly,2020-05-03,organic,1.17,49086.0,6650.0,142.0,338.0,41957.0,16369.0,25587.0,0.0
2020-04-01,Dallas/FtWorth,weekly,2020-04-26,organic,1.2,54351.0,6708.0,160.0,373.0,47110.0,26131.0,20979.0,0.0
2020-05-01,Denver,weekly,2020-05-17,organic,1.4,43277.0,8162.0,1825.0,0.0,33290.0,14575.0,18715.0,0.0
2020-05-01,Denver,weekly,2020-05-10,organic,1.38,50008.0,12365.0,2048.0,1.0,35594.0,17676.0,17918.0,0.0
2020-05-01,Denver,weekly,2020-05-03,organic,1.36,42492.0,7837.0,1878.0,1.0,32776.0,15003.0,17774.0,0.0
2020-04-01,Denver,weekly,2020-04-26,organic,1.43,43288.0,11432.0,1589.0,0.0,30268.0,17733.0,12535.0,0.0
2020-05-01,Detroit,weekly,2020-05-17,organic,1.57,23674.0,880.0,2041.0,0.0,20738.0,7085.0,13653.0,0.0
2020-05-01,Detroit,weekly,2020-05-10,organic,1.52,27910.0,497.0,3653.0,0.0,23754.0,5541.0,18212.0,0.0
2020-05-01,Detroit,weekly,2020-05-03,organic,1.45,29777.0,566.0,3493.0,0.0,25705.0,7199.0,18506.0,0.0
2020-04-01,Detroit,weekly,2020-04-26,organic,1.61,26275.0,546.0,2180.0,0.0,23550.0,9167.0,14382.0,0.0
2020-05-01,GrandRapids,weekly,2020-05-17,organic,1.61,5850.0,44.0,819.0,0.0,4987.0,4973.0,15.0,0.0
2020-05-01,GrandRapids,weekly,2020-05-10,organic,1.56,9310.0,66.0,1425.0,0.0,7820.0,7732.0,88.0,0.0
2020-05-01,GrandRapids,weekly,2020-05-03,organic,1.54,9679.0,48.0,1264.0,0.0,8366.0,8301.0,65.0,0.0
2020-04-01,GrandRapids,weekly,2020-04-26,organic,1.53,9949.0,26.0,1275.0,0.0,8649.0,8615.0,34.0,0.0
2020-05-01,GreatLakes,weekly,2020-05-17,organic,1.51,286553.0,8418.0,24268.0,0.0,253849.0,88886.0,164964.0,0.0
2020-05-01,GreatLakes,weekly,2020-05-10,organic,1.5,335892.0,8308.0,34895.0,3.0,292679.0,119506.0,173173.0,0.0
2020-05-01,GreatLakes,weekly,2020-05-03,organic,1.51,318935.0,11047.0,37534.0,2.0,270338.0,136244.0,134094.0,0.0
2020-04-01,GreatLakes,weekly,2020-04-26,organic,1.56,316357.0,9350.0,30581.0,0.0,276426.0,116873.0,159553.0,0.0
2020-05-01,Harrisburg/Scranton,weekly,2020-05-17,organic,1.28,23023.0,1700.0,823.0,13.0,20487.0,20238.0,249.0,0.0
2020-05-01,Harrisburg/Scranton,weekly,2020-05-10,organic,1.28,19984.0,767.0,867.0,3.0,18348.0,18208.0,140.0,0.0
2020-05-01,Harrisburg/Scranton,weekly,2020-05-03,organic,1.24,21427.0,432.0,485.0,0.0,20511.0,20392.0,118.0,0.0
2020-04-01,Harrisburg/Scranton,weekly,2020-04-26,organic,1.3,25267.0,364.0,485.0,0.0,24418.0,22378.0,2040.0,0.0
2020-05-01,Hartford/Springfield,weekly,2020-05-17,organic,2.03,21980.0,2632.0,9397.0,1.0,9949.0,9599.0,350.0,0.0
2020-05-01,Hartford/Springfield,weekly,2020-05-10,organic,2.12,19497.0,1571.0,9396.0,0.0,8530.0,8350.0,180.0,0.0
2020-05-01,Hartford/Springfield,weekly,2020-05-03,organic,2.17,14770.0,864.0,6994.0,4.0,6908.0,6899.0,9.0,0.0
2020-04-01,Hartford/Springfield,weekly,2020-04-26,organic,2.1,16878.0,759.0,7371.0,3.0,8745.0,8682.0,64.0,0.0
2020-05-01,Houston,weekly,2020-05-17,organic,1.29,39048.0,5882.0,9.0,0.0,33157.0,14281.0,18877.0,0.0
