,date,avg_price,geography,type,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax,year,month
5313,2018-01-21,1.73,Philadelphia,organic,2121.11,2654.73,3.61,18326.57,9.64,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5314,2018-01-14,1.19,Richmond/Norfolk,conventional,76364.47,126208.57,1844.45,84944.73,21823.43,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5315,2018-01-14,1.04,Nashville,conventional,131981.77,22212.81,355.01,97153.34,38004.65,1613.33,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5316,2018-01-28,1.4,Indianapolis,organic,205.04,1254.73,0.0,4711.37,2743.88,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5317,2018-01-01,1.41,SouthCentral,organic,25221.46,3103.46,0.0,82290.07,5344.78,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5318,2018-01-01,1.71,Charlotte,organic,34.71,5197.49,198.71,6416.36,91.8,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5319,2018-01-07,0.85,Nashville,conventional,167628.98,10026.09,409.67,108075.96,16240.96,1581.52,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5320,2018-01-14,1.36,StLouis,conventional,76981.79,12192.94,419.29,65370.95,16227.52,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5321,2018-01-14,1.31,SouthCarolina,organic,67.8,4372.27,114.33,13152.29,971.94,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5322,2018-01-01,1.15,Baltimore/Washington,conventional,66628.66,519460.2,4920.46,245665.84,12812.46,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5323,2018-01-01,1.48,Miami/FtLauderdale,organic,24.84,333.44,0.0,6147.77,12.59,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5324,2018-01-07,1.15,Baltimore/Washington,organic,1315.95,9962.1,134.19,70863.8,6.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5325,2018-01-07,1.43,Jacksonville,organic,43.23,531.48,0.0,2400.05,14.63,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5326,2018-01-14,1.67,NewYork,conventional,39681.84,818051.5,1338.06,415694.04,19384.27,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5327,2018-01-28,1.34,Syracuse,conventional,3345.87,42297.35,62.85,5723.16,21890.92,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5328,2018-01-07,0.98,Atlanta,conventional,364463.12,47869.41,1459.65,217644.43,78287.66,4191.53,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5329,2018-01-21,1.52,Tampa,organic,76.66,407.09,0.0,6375.55,11.75,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5330,2018-01-28,1.45,Dallas/FtWorth,organic,4936.84,476.06,0.0,19613.2,1043.04,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5331,2018-01-21,1.44,SouthCentral,organic,22596.66,3200.09,0.0,105354.48,7198.7,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5332,2018-01-07,1.72,Plains,organic,2216.22,18281.23,17.08,30082.97,11112.64,2.71,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5333,2018-01-28,1.08,Nashville,conventional,103525.83,11727.15,500.49,79909.39,24040.98,1570.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5334,2018-01-07,1.17,Plains,conventional,1026303.18,570087.19,6096.19,384809.96,116197.07,38.13,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5335,2018-01-01,0.92,SanFrancisco,conventional,174144.97,860294.61,1733.53,136909.07,32.99,1703.5,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5336,2018-01-21,0.78,Houston,conventional,651432.75,153445.45,10598.32,683790.27,85149.77,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5337,2018-01-14,1.53,Denver,organic,8395.91,839.11,53.61,25789.59,1423.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5338,2018-01-07,0.92,Dallas/FtWorth,conventional,587439.51,258369.66,5543.59,183640.29,104915.08,302.25,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5339,2018-01-21,1.0,Nashville,conventional,118667.23,20388.24,309.67,95967.09,36876.95,1264.44,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5340,2018-01-01,1.82,Spokane,organic,251.57,692.89,0.0,426.67,1097.74,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5341,2018-01-01,1.01,Pittsburgh,conventional,76689.8,30458.87,2273.44,28145.83,13299.18,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5342,2018-01-28,1.34,Raleigh/Greensboro,conventional,93956.4,105608.44,5131.66,112705.62,4946.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5343,2018-01-28,1.43,Miami/FtLauderdale,organic,162.09,272.81,0.0,7448.87,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5344,2018-01-01,1.17,Miami/FtLauderdale,conventional,499352.88,74265.81,3057.2,72698.98,79623.82,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5345,2018-01-21,0.99,Columbus,conventional,75486.73,52395.54,4298.3,63261.5,18897.31,13.64,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5346,2018-01-21,1.08,GreatLakes,conventional,939693.95,1678615.71,599358.14,1091946.07,411120.89,103851.41,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5347,2018-01-28,1.38,Pittsburgh,organic,1259.41,10.08,0.0,11867.69,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5348,2018-01-07,0.88,WestTex/NewMexico,conventional,436282.38,178669.53,9467.11,99686.92,155870.58,290.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5349,2018-01-14,1.53,Tampa,organic,106.98,496.61,0.0,6634.45,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5350,2018-01-28,1.69,Phoenix/Tucson,organic,1802.37,2243.06,0.0,9073.81,6.55,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5351,2018-01-01,1.65,Jacksonville,organic,44.23,496.69,5.06,1431.11,46.86,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5352,2018-01-14,1.31,GreatLakes,conventional,778207.19,1040627.93,294793.29,1117531.11,183163.55,23240.2,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5353,2018-01-28,0.85,WestTex/NewMexico,conventional,479147.93,179489.19,7314.98,143430.96,147376.43,326.67,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5354,2018-01-21,0.85,Dallas/FtWorth,conventional,728035.0,216211.98,6291.83,410340.65,76287.17,72.46,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5355,2018-01-14,1.44,Miami/FtLauderdale,organic,50.65,203.7,0.0,7700.0,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5356,2018-01-07,1.69,Philadelphia,organic,1954.92,3857.27,0.0,22155.03,4.44,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5357,2018-01-01,1.52,Nashville,organic,51.97,1535.55,0.0,3056.04,2454.96,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5358,2018-01-14,1.5,Philadelphia,conventional,36351.3,232190.19,443.69,126685.84,23512.81,5.53,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5359,2018-01-14,1.16,LasVegas,conventional,79986.22,96281.04,7841.07,71330.43,67126.63,366.67,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5360,2018-01-01,0.87,Louisville,conventional,26048.65,34289.02,270.75,37617.67,19711.15,4.25,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5361,2018-01-01,0.83,Richmond/Norfolk,conventional,101602.77,102532.75,1995.65,97601.86,11720.6,10.24,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5362,2018-01-01,1.51,Portland,organic,3639.53,3807.79,0.0,1265.87,16973.41,7.39,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5363,2018-01-01,1.39,Syracuse,conventional,2596.63,41694.13,23.2,11544.79,3218.27,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5364,2018-01-01,0.86,Cincinnati/Dayton,conventional,86072.67,43570.02,18071.02,120022.99,10142.47,248.99,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5365,2018-01-01,1.16,Tampa,conventional,364499.92,55831.33,610.57,59003.18,68988.38,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5366,2018-01-28,0.68,Phoenix/Tucson,conventional,902410.41,288508.97,12312.08,235248.48,147958.47,5698.89,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5367,2018-01-21,1.46,Miami/FtLauderdale,organic,127.92,285.41,0.0,7143.99,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5368,2018-01-21,1.18,Baltimore/Washington,conventional,129351.87,659069.49,4321.42,304382.22,5088.13,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5369,2018-01-28,1.46,SouthCarolina,organic,110.46,5096.23,94.82,8443.69,1193.04,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5370,2018-01-07,1.59,Portland,organic,3740.22,6593.66,0.0,1579.33,15382.99,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5371,2018-01-21,1.5,Columbus,organic,613.65,1852.11,0.0,4083.63,2428.58,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5372,2018-01-28,1.36,Tampa,conventional,294233.52,36783.53,958.61,77554.08,51622.97,26.67,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5373,2018-01-21,1.68,Nashville,organic,59.53,2081.22,0.0,2314.95,4090.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5374,2018-01-01,1.15,Buffalo/Rochester,organic,176.5,82.85,0.0,5004.55,5304.56,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5375,2018-01-14,1.41,SanDiego,conventional,160896.99,136499.29,21680.72,113513.51,4689.39,2372.22,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5376,2018-01-28,1.08,NewOrleans/Mobile,conventional,198062.3,21726.15,2409.57,81430.82,10352.92,933.33,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5377,2018-01-21,1.07,Louisville,conventional,9137.72,48370.29,699.18,34517.5,26442.49,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5378,2018-01-21,1.27,Syracuse,organic,92.12,73.17,0.0,2117.69,876.82,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5379,2018-01-07,1.26,SouthCarolina,organic,257.05,4243.68,151.13,14269.86,780.79,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5380,2018-01-21,1.25,Boise,conventional,49711.32,2157.11,6343.03,22463.22,8026.61,26.48,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5381,2018-01-07,1.48,Roanoke,organic,258.7,1976.19,0.0,6089.92,568.63,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5382,2018-01-14,1.82,Portland,organic,3966.9,4441.29,0.0,1364.14,11187.07,5.56,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5383,2018-01-28,1.48,Louisville,organic,1.27,1036.16,0.0,1853.15,355.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5384,2018-01-21,1.16,Orlando,conventional,312991.46,36478.07,1521.7,72049.51,59856.21,7.79,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5385,2018-01-14,1.41,Jacksonville,conventional,105265.46,11039.81,332.17,30382.8,34981.97,387.78,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5386,2018-01-07,1.22,Portland,conventional,107127.71,220686.01,14535.35,156850.43,67977.85,310.66,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5387,2018-01-01,0.89,Portland,conventional,93210.19,250586.4,16024.9,204432.64,50366.11,330.71,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5388,2018-01-14,1.42,Albany,conventional,2897.41,76570.67,44.0,10012.8,5721.5,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5389,2018-01-28,1.12,Baltimore/Washington,conventional,115283.7,805041.45,4257.45,225931.13,2019.02,6.67,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5390,2018-01-14,1.4,Orlando,conventional,258150.99,26672.33,1199.66,68412.96,33152.53,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5391,2018-01-07,1.25,Syracuse,organic,59.95,133.89,0.0,3125.05,1445.58,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5392,2018-01-14,1.81,SanDiego,organic,3285.98,14338.52,0.0,4145.52,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5393,2018-01-14,1.5,SouthCentral,organic,31829.24,4472.99,0.0,102266.31,8152.19,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5394,2018-01-28,1.78,LasVegas,organic,1005.73,2110.22,0.0,5538.46,17.71,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5395,2018-01-01,1.36,Houston,organic,9524.47,114.02,0.0,15635.18,316.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5396,2018-01-14,1.38,Charlotte,conventional,60751.23,97094.95,5512.27,82964.19,4937.9,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5397,2018-01-28,1.72,Boston,organic,14.65,1628.45,0.0,27876.23,1327.02,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5398,2018-01-01,1.33,NewYork,conventional,36680.16,816261.84,445.17,269325.19,78507.08,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5399,2018-01-01,1.16,Louisville,organic,1.27,755.49,0.0,3623.32,1448.13,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5400,2018-01-14,1.24,SouthCarolina,conventional,190128.64,82399.03,3424.35,105934.11,39865.79,2167.76,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5401,2018-01-07,1.53,Atlanta,organic,405.37,4195.19,0.0,7883.61,3229.94,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5402,2018-01-07,1.3,Raleigh/Greensboro,conventional,113445.48,103827.25,5071.98,90848.07,4017.12,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5403,2018-01-07,1.15,Columbus,organic,1639.81,1133.28,0.0,9106.36,710.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5404,2018-01-28,1.43,NewOrleans/Mobile,organic,258.61,212.78,0.0,7341.1,432.84,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5405,2018-01-14,1.25,Harrisburg/Scranton,conventional,80067.78,121405.45,189.01,62453.61,13500.86,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5406,2018-01-28,1.43,Columbus,organic,564.77,1557.33,0.0,4090.06,1457.15,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5407,2018-01-14,1.1,Denver,conventional,178992.28,323916.08,11963.62,121454.8,366815.69,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5408,2018-01-21,1.18,Plains,conventional,1051836.46,479599.9,7659.28,562989.08,106461.22,50.18,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5409,2018-01-14,1.81,Boise,organic,51.93,802.89,0.0,350.29,925.02,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5410,2018-01-01,1.83,NewYork,organic,6476.19,16996.47,134.7,46167.94,2.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5411,2018-01-01,0.78,Houston,conventional,564063.25,209000.62,4194.25,527743.84,86179.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5412,2018-01-07,1.18,Spokane,conventional,27224.55,21852.06,487.93,27270.42,8169.06,23.87,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5413,2018-01-01,0.92,Raleigh/Greensboro,conventional,90432.19,134861.05,5994.91,178330.99,9970.33,1.11,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5414,2018-01-21,1.8,Portland,organic,3170.73,3086.95,10.07,1279.19,17489.16,72.74,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5415,2018-01-07,1.57,Nashville,organic,41.48,2384.27,0.0,3330.37,1944.84,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5416,2018-01-07,1.54,Albany,organic,43.51,412.17,0.0,4357.89,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
5417,2018-01-21,1.33,NorthernNewEngland,conventional,11506.29,492832.55,3776.0,27451.21,41550.17,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6,2018,Jan
