,date,avg_price,geography,type,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax,year,month
10081,2019-02-17,1.32,SouthCarolina,organic,150.29,3950.61,54.29,16003.82,1952.76,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10082,2019-02-03,0.83,Louisville,conventional,39282.93,29441.83,516.25,83366.93,27543.71,1190.41,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10083,2019-02-03,1.51,NewOrleans/Mobile,organic,734.05,2.43,0.0,524.44,3.33,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10084,2019-02-03,1.34,SouthCentral,organic,25590.7,3917.48,2577.17,71042.52,24562.03,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10085,2019-02-17,1.1,StLouis,conventional,97189.29,9196.56,965.24,55864.59,39690.19,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10086,2019-02-03,1.14,Boston,conventional,11496.43,710594.19,1559.64,133682.32,55304.55,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10087,2019-02-24,1.2,Plains,organic,8311.73,28094.84,143.48,59947.54,5845.03,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10088,2019-02-24,1.19,Richmond/Norfolk,organic,35.79,2542.81,19.57,15599.83,2438.28,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10089,2019-02-03,0.86,Sacramento,conventional,216130.48,455095.44,2816.56,86259.46,3560.79,6989.57,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10090,2019-02-17,1.77,Spokane,organic,181.53,1432.55,0.0,1015.56,1513.96,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10091,2019-02-17,1.72,Nashville,organic,97.95,1407.06,0.0,362.94,2048.98,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10092,2019-02-03,0.77,Chicago,conventional,318783.37,748532.68,33296.92,115143.42,48509.06,7425.93,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10093,2019-02-10,1.59,Cincinnati/Dayton,organic,44.81,2780.73,0.0,2457.22,341.08,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10094,2019-02-10,0.74,WestTex/NewMexico,conventional,549813.56,103979.46,69181.21,252421.76,87752.98,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10095,2019-02-03,1.27,Albany,organic,29.54,427.01,0.0,4074.21,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10096,2019-02-24,1.57,Detroit,organic,429.42,3012.05,0.0,5814.36,5322.05,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10097,2019-02-24,1.14,Orlando,organic,89.58,0.0,0.0,7580.84,6.67,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10098,2019-02-10,0.91,Plains,conventional,1051581.14,523962.64,28199.14,646273.31,145535.29,6146.45,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10099,2019-02-10,1.67,Raleigh/Greensboro,organic,37.4,4882.46,46.21,14756.97,3.33,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10100,2019-02-17,1.11,Denver,conventional,165055.15,196958.78,12011.13,243404.52,248544.87,262.7,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10101,2019-02-17,0.92,Orlando,conventional,314848.99,25256.27,4259.87,112840.02,180732.29,20.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10102,2019-02-17,1.3,Spokane,conventional,20739.76,19886.9,66.75,19773.61,21564.76,41.31,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10103,2019-02-03,1.17,Orlando,organic,158.15,2.75,0.0,8658.88,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10104,2019-02-10,1.25,SouthCarolina,organic,117.79,4145.86,36.38,16195.18,2003.09,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10105,2019-02-24,1.38,Boston,organic,25.12,2407.3,0.0,15236.52,15871.4,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10106,2019-02-17,1.09,Sacramento,conventional,117911.96,297183.41,2424.3,85097.84,868.77,1405.18,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10107,2019-02-17,1.23,Pittsburgh,organic,1153.53,23.87,0.0,13659.77,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10108,2019-02-03,1.53,LasVegas,organic,1314.76,2271.43,0.0,8555.38,39.64,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10109,2019-02-17,1.45,Seattle,conventional,84921.9,127367.2,1306.05,107413.09,137166.52,259.02,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10110,2019-02-03,1.18,Miami/FtLauderdale,organic,574.14,2.85,0.0,9050.47,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10111,2019-02-03,0.92,Miami/FtLauderdale,conventional,890014.37,81299.51,4415.91,213629.77,260756.1,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10112,2019-02-24,1.52,Spokane,organic,132.95,1336.83,0.0,831.58,2780.85,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10113,2019-02-24,1.19,Harrisburg/Scranton,organic,522.62,357.15,0.0,21118.39,398.43,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10114,2019-02-10,1.62,Hartford/Springfield,organic,418.4,8970.51,0.0,9063.04,22.97,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10115,2019-02-10,1.25,GreatLakes,organic,4172.28,26862.59,0.0,167908.65,26429.14,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10116,2019-02-03,0.9,Orlando,conventional,434830.46,34113.66,2968.13,136269.63,180757.69,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10117,2019-02-10,0.84,Cincinnati/Dayton,conventional,71403.39,30025.73,12798.31,158948.62,35416.35,1.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10118,2019-02-24,1.24,Boston,conventional,10615.38,552573.8,2291.33,130625.75,15954.94,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10119,2019-02-10,0.85,Louisville,conventional,33606.25,16756.76,243.76,73527.72,23039.74,211.11,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10120,2019-02-10,1.1,Buffalo/Rochester,organic,345.09,192.98,0.0,11511.33,3190.79,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10121,2019-02-10,1.04,Boise,conventional,47327.0,11471.53,9277.11,17846.64,35069.97,38.53,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10122,2019-02-10,1.29,Dallas/FtWorth,organic,12851.28,981.75,587.89,16143.53,8524.13,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10123,2019-02-24,1.39,Charlotte,organic,36.39,4314.31,57.16,10779.51,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10124,2019-02-24,1.18,Baltimore/Washington,conventional,114001.48,589345.11,9084.42,216304.79,37697.4,23.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10125,2019-02-24,0.85,LosAngeles,conventional,1092788.32,952904.37,65627.44,1551189.55,40051.04,44243.81,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10126,2019-02-24,1.05,Raleigh/Greensboro,conventional,169123.14,67999.04,9326.3,132976.12,15219.2,10.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10127,2019-02-24,1.23,Dallas/FtWorth,organic,5197.87,383.93,563.85,20265.45,7991.39,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10128,2019-02-24,0.7,Cincinnati/Dayton,conventional,48356.08,36977.51,23737.83,299591.83,23690.22,11.36,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10129,2019-02-03,0.65,Houston,conventional,566444.72,499761.46,2297.98,534210.29,549130.63,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10130,2019-02-24,1.29,SouthCarolina,organic,190.68,3892.05,38.12,18543.64,2263.05,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10131,2019-02-03,1.22,GreatLakes,organic,5005.81,28907.13,1.53,159826.89,52795.76,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10132,2019-02-03,1.4,WestTex/NewMexico,organic,1127.35,2053.4,1479.5,16492.64,853.33,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10133,2019-02-10,1.18,Roanoke,organic,106.65,1577.22,0.0,6941.54,985.37,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10134,2019-02-10,0.68,Dallas/FtWorth,conventional,764235.84,257681.93,22353.11,435108.58,191750.78,4792.66,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10135,2019-02-03,0.89,Nashville,conventional,156528.93,9697.67,518.82,124630.57,60281.58,20.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10136,2019-02-24,1.39,SanFrancisco,conventional,252124.81,464832.81,7676.08,120553.91,1442.75,2865.34,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10137,2019-02-03,0.89,SouthCarolina,conventional,356903.44,65872.05,3013.95,183532.39,83495.13,33.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10138,2019-02-03,1.24,NewYork,conventional,62422.36,2248470.51,25534.12,515883.35,91123.46,51.83,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10139,2019-02-10,0.94,SouthCarolina,conventional,284994.24,47759.65,3339.09,134084.86,71305.64,10.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10140,2019-02-17,1.04,Chicago,conventional,124579.36,378026.98,50532.41,124745.78,57148.99,46330.84,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10141,2019-02-10,0.9,Detroit,conventional,132905.49,50741.25,51836.54,275621.82,24208.01,3693.4,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10142,2019-02-10,1.06,Syracuse,organic,55.1,215.91,0.0,5594.26,1797.74,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10143,2019-02-10,0.88,LasVegas,conventional,91477.24,95457.81,7908.89,95709.27,95591.96,10.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10144,2019-02-03,0.61,Phoenix/Tucson,conventional,773930.84,430471.09,21198.42,262839.87,367873.91,6.66,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10145,2019-02-03,1.68,SanFrancisco,organic,13580.0,10542.3,0.0,24035.95,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10146,2019-02-10,1.31,GrandRapids,conventional,5184.59,62375.04,48999.26,47607.28,3056.69,7707.62,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10147,2019-02-10,1.77,Spokane,organic,128.27,1697.89,0.0,1344.49,1381.7,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10148,2019-02-24,1.68,NewYork,organic,21723.42,17025.18,8.02,56460.56,1523.77,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10149,2019-02-03,1.36,StLouis,organic,6728.01,1903.92,0.0,6305.48,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10150,2019-02-10,1.45,WestTex/NewMexico,organic,2150.38,1610.26,1684.09,17718.94,732.53,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10151,2019-02-03,0.77,Roanoke,conventional,104743.69,42169.39,161.82,119104.87,30158.18,626.67,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10152,2019-02-24,1.76,SanFrancisco,organic,13000.95,9348.44,0.0,29455.46,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10153,2019-02-03,0.86,Atlanta,conventional,454057.94,37760.59,2447.32,316644.44,173717.48,6980.26,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10154,2019-02-17,1.48,Denver,organic,5652.54,1330.68,15.25,22311.62,417.22,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10155,2019-02-17,0.97,SouthCarolina,conventional,272050.74,48603.73,3635.98,132964.28,68499.15,46.83,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10156,2019-02-17,1.03,Plains,conventional,951289.46,553234.14,22379.33,575281.43,119351.73,11894.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10157,2019-02-03,0.67,LosAngeles,conventional,1968900.08,566621.18,107557.78,2808810.42,90924.9,117401.85,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10158,2019-02-10,1.12,Spokane,conventional,23522.27,26104.98,88.52,18774.24,41204.88,77.3,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10159,2019-02-03,0.95,Pittsburgh,conventional,59538.37,26095.99,2894.75,34315.9,62954.14,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10160,2019-02-17,0.95,Jacksonville,conventional,122578.12,9616.75,910.53,42978.97,104985.86,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10161,2019-02-03,1.4,Louisville,organic,13.68,858.26,0.0,2029.5,1043.31,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10162,2019-02-17,1.42,Boston,organic,49.73,2664.25,0.0,18676.39,11721.62,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10163,2019-02-17,0.88,Nashville,conventional,122052.54,7705.24,415.82,108908.06,44479.52,25.17,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10164,2019-02-17,1.35,SouthCentral,organic,22575.43,4028.65,2596.1,100710.48,14906.53,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10165,2019-02-17,0.64,Phoenix/Tucson,conventional,755497.72,280424.45,18548.61,237073.66,307771.44,35.96,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10166,2019-02-03,1.35,Baltimore/Washington,organic,634.51,3892.5,46.16,44877.86,510.15,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10167,2019-02-10,0.85,Richmond/Norfolk,conventional,102535.78,80967.29,2258.25,119531.37,40417.23,6.67,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10168,2019-02-24,1.16,Miami/FtLauderdale,organic,693.75,4.26,0.0,8532.22,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10169,2019-02-17,1.19,Syracuse,conventional,4503.07,46696.75,79.0,11220.87,16790.63,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10170,2019-02-24,1.16,Buffalo/Rochester,organic,778.0,156.46,0.0,6515.21,8781.72,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10171,2019-02-17,0.9,Indianapolis,conventional,30863.2,77923.51,5763.09,99645.08,15750.74,50.96,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10172,2019-02-03,1.44,Denver,organic,4764.16,1526.03,12.8,21380.59,118.97,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10173,2019-02-17,1.15,Buffalo/Rochester,conventional,8853.77,79560.94,265.23,24915.38,62997.68,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10174,2019-02-24,1.08,Albany,conventional,4014.41,115060.05,212.07,7725.65,3732.8,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10175,2019-02-10,1.0,Raleigh/Greensboro,conventional,163869.26,66390.46,8582.91,132858.13,15721.13,6.67,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10176,2019-02-24,1.11,NewOrleans/Mobile,organic,357.77,1.0,0.0,1047.77,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10177,2019-02-17,1.43,NewOrleans/Mobile,organic,733.79,4.35,0.0,620.0,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10178,2019-02-03,1.46,Boston,organic,103.48,2042.4,0.0,15721.5,11727.77,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10179,2019-02-10,0.87,Nashville,conventional,126901.1,8178.01,598.94,116339.13,45778.89,26.67,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10180,2019-02-17,1.22,Boston,conventional,9816.46,533186.59,2302.64,105750.05,36409.16,3.33,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10181,2019-02-03,1.45,Phoenix/Tucson,organic,2894.14,4975.48,0.0,14053.21,42.39,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10182,2019-02-17,1.51,Atlanta,organic,127.36,3303.35,0.0,5233.5,4127.2,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10183,2019-02-17,1.29,Phoenix/Tucson,organic,3689.02,4007.48,0.0,14305.71,13.31,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10184,2019-02-03,1.41,Detroit,organic,511.29,2826.57,1.38,7420.7,1019.82,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10185,2019-02-10,1.21,Pittsburgh,organic,1051.09,11.0,0.0,14454.14,0.0,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10186,2019-02-17,1.44,WestTex/NewMexico,organic,1850.35,1452.57,1364.11,16946.03,655.56,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10187,2019-02-10,0.65,Houston,conventional,670005.23,248632.42,4442.52,343155.9,462527.59,54.44,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10188,2019-02-24,1.32,SouthCentral,organic,20125.44,4157.42,3542.9,107902.64,27602.27,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10189,2019-02-24,0.75,SouthCentral,conventional,3446112.26,930826.02,302389.89,1955079.48,1075718.54,43146.01,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10190,2019-02-17,1.93,Portland,organic,727.86,7204.75,0.0,1707.42,10190.9,32.43,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10191,2019-02-03,0.81,LasVegas,conventional,96461.86,142034.48,8184.06,86905.14,150406.72,6.67,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10192,2019-02-24,1.45,GreatLakes,organic,3682.03,30393.05,0.0,141496.04,34227.64,0.0,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
10193,2019-02-03,0.78,Detroit,conventional,168136.32,131186.83,187724.39,310591.13,28074.32,21171.27,8.57,40.6,2.1,2.1,5.68,2.1,0,1.71,1.42,1.04,0.85,0.77,1.06,-0.23,32.1,49.2,2019,Feb
