,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags
2026,2018-05-13,SanDiego,1.01,164526.67,146815.27,17441.0,191483.07,18397.91,2348.89
2028,2018-05-13,SanFrancisco,1.28,301044.06,402096.65,1537.53,153195.1,326.25,3525.7
2030,2018-05-13,Seattle,1.29,97772.62,188149.03,1417.05,113695.42,285314.84,910.95
2032,2018-05-13,SouthCarolina,1.06,240019.05,70940.3,4483.42,139569.62,43095.32,2934.45
2034,2018-05-13,SouthCentral,0.71,4000684.31,1009149.85,41197.62,3068604.64,442570.37,66738.41
2038,2018-05-13,Spokane,1.23,23299.33,29563.68,604.83,18364.09,34906.66,139.62
2040,2018-05-13,StLouis,1.16,90750.89,10372.31,778.96,86956.29,25755.97,903.65
2042,2018-05-13,Syracuse,1.16,13650.82,47298.41,251.19,19990.7,24063.91,0.0
2044,2018-05-13,Tampa,1.31,311263.87,31561.65,1620.21,80039.98,59693.19,226.67
2050,2018-05-13,WestTex/NewMexico,0.76,561984.4,183658.67,9769.63,165953.17,152639.95,2561.11
2052,2018-05-20,Albany,1.39,16199.1,110553.33,75.68,14577.68,4048.54,572.22
2054,2018-05-20,Atlanta,0.98,351670.47,40771.19,1927.32,236330.16,103347.12,2167.77
2056,2018-05-20,Baltimore/Washington,1.42,107557.84,560449.17,7101.33,244739.53,10251.26,83.33
2058,2018-05-20,Boise,1.05,43959.7,7737.51,10587.99,25041.55,33387.33,206.98
2060,2018-05-20,Boston,1.23,29700.23,583766.75,760.23,88436.9,39633.38,1988.89
2062,2018-05-20,Buffalo/Rochester,1.17,13760.66,76674.02,58.53,18276.47,70992.85,850.0
2066,2018-05-20,Charlotte,1.15,98384.47,102375.4,6325.45,97998.67,15194.9,2.22
2068,2018-05-20,Chicago,1.24,72407.4,515621.87,175271.83,110010.62,20832.71,982.24
2070,2018-05-20,Cincinnati/Dayton,1.05,71928.33,24159.82,12789.64,153908.58,12766.19,34.32
2072,2018-05-20,Columbus,1.0,54903.66,24187.07,3803.91,102339.53,26543.91,7.3
2074,2018-05-20,Dallas/FtWorth,0.75,811125.72,249685.16,6537.09,317365.41,234500.82,18489.84
2076,2018-05-20,Denver,1.02,183950.96,211266.7,17845.51,164955.46,380379.81,0.0
2078,2018-05-20,Detroit,1.14,90812.23,42715.92,42864.09,203887.71,15184.28,11096.01
2080,2018-05-20,GrandRapids,1.41,2713.22,92788.36,41129.8,36578.65,4348.82,12881.4
2082,2018-05-20,GreatLakes,1.16,720476.27,1128379.12,379793.91,1367219.07,263225.28,47192.24
2084,2018-05-20,Harrisburg/Scranton,1.13,85638.92,156449.12,555.42,106912.79,7464.07,2643.33
2086,2018-05-20,Hartford/Springfield,1.29,22807.18,297989.98,391.41,75552.96,647.61,1897.77
2088,2018-05-20,Houston,0.51,1054280.07,136908.57,4065.99,1019285.89,104906.76,524.44
2090,2018-05-20,Indianapolis,1.11,51243.06,38343.76,5460.02,100076.83,10290.96,1207.66
2092,2018-05-20,Jacksonville,1.09,141677.92,12572.53,586.55,39328.9,56679.03,116.67
2094,2018-05-20,LasVegas,1.12,94964.22,100320.38,6661.26,79959.85,57800.14,540.0
2096,2018-05-20,LosAngeles,1.04,1125760.52,488736.35,79717.52,1135814.57,32751.81,64871.62
2098,2018-05-20,Louisville,1.07,29576.9,22810.66,267.04,42116.02,20905.37,983.33
2100,2018-05-20,Miami/FtLauderdale,1.1,649004.13,69665.23,2203.76,111724.25,127026.74,110.0
2104,2018-05-20,Nashville,0.95,136353.75,12390.54,864.45,111812.76,33554.26,2524.44
2106,2018-05-20,NewOrleans/Mobile,0.95,218239.46,21801.83,2557.0,101735.91,20035.19,363.33
2108,2018-05-20,NewYork,1.31,74307.97,1141765.73,786.08,633568.75,34544.54,4110.14
2112,2018-05-20,NorthernNewEngland,1.07,51785.31,440950.97,730.12,33655.73,29785.54,1304.44
2114,2018-05-20,Orlando,1.09,368897.34,32142.48,2021.15,88818.19,82094.74,126.67
2116,2018-05-20,Philadelphia,1.27,46684.37,288654.28,785.95,193990.25,29482.65,2949.86
2118,2018-05-20,Phoenix/Tucson,0.76,617748.87,235263.73,12468.33,224747.68,189913.8,5210.0
2120,2018-05-20,Pittsburgh,1.27,38657.36,20193.57,1782.2,39120.19,41153.96,0.0
2122,2018-05-20,Plains,1.1,924108.32,659720.09,12914.81,669787.57,68451.1,966.6
2124,2018-05-20,Portland,0.88,85630.29,398717.9,17295.15,119696.35,365652.96,861.53
2126,2018-05-20,Raleigh/Greensboro,1.12,139167.14,129933.22,7335.37,130423.18,14667.36,0.0
2128,2018-05-20,Richmond/Norfolk,0.87,88914.78,153086.49,2584.31,110047.31,23813.99,233.33
2130,2018-05-20,Roanoke,0.95,49108.45,55506.65,458.0,74244.29,20156.53,573.33
2132,2018-05-20,Sacramento,1.32,162350.96,259352.64,800.63,65525.82,2189.95,5430.7
2134,2018-05-20,SanDiego,0.99,150668.15,192479.96,20767.64,138110.78,7106.56,2567.78
2136,2018-05-20,SanFrancisco,1.43,233520.4,433028.36,1668.36,119284.42,809.37,3595.26
2138,2018-05-20,Seattle,1.04,168971.07,261462.49,1426.69,126131.24,297611.52,876.03
2140,2018-05-20,SouthCarolina,1.03,249523.11,79744.11,4282.22,136527.43,56984.04,3358.89
2142,2018-05-20,SouthCentral,0.69,4322688.97,988425.98,35137.65,2691461.21,750365.83,61347.27
2146,2018-05-20,Spokane,0.91,31602.42,49416.39,1357.42,19109.65,48562.29,99.03
2148,2018-05-20,StLouis,1.19,102435.22,10198.4,601.72,69965.35,22998.91,249.2
2150,2018-05-20,Syracuse,1.25,10523.24,51050.9,173.77,10744.66,26434.86,0.0
2152,2018-05-20,Tampa,1.09,409567.37,45449.86,1504.79,88087.77,90260.64,156.67
2158,2018-05-20,WestTex/NewMexico,0.82,561776.76,162275.81,13301.9,166318.97,110933.29,2196.24
2160,2018-05-27,Albany,1.09,19820.73,105093.0,116.94,23571.94,4589.9,411.11
2162,2018-05-27,Atlanta,0.98,338127.05,39315.21,2402.71,228908.44,115043.93,1814.45
2164,2018-05-27,Baltimore/Washington,1.23,111335.31,735347.29,6803.09,244903.92,10992.43,86.67
2166,2018-05-27,Boise,1.07,45041.81,7072.66,10675.04,25011.26,35296.0,109.83
2168,2018-05-27,Boston,1.09,34601.69,843649.93,1529.55,95401.72,32165.9,1815.56
2170,2018-05-27,Buffalo/Rochester,1.18,18639.95,95843.12,137.59,17471.5,74082.77,678.89
2174,2018-05-27,Charlotte,1.27,96205.37,87451.7,8466.54,95460.82,15517.26,0.0
2176,2018-05-27,Chicago,1.19,101845.42,526054.59,150457.56,126472.03,19803.03,1477.69
2178,2018-05-27,Cincinnati/Dayton,1.12,65255.22,26542.04,14080.42,177146.0,23580.98,30.06
2180,2018-05-27,Columbus,1.04,55920.7,23837.75,4193.56,102204.45,36882.5,19.16
2182,2018-05-27,Dallas/FtWorth,0.72,867414.33,336699.97,8309.82,258038.8,306549.87,17616.9
2184,2018-05-27,Denver,1.16,194493.35,179422.34,20945.81,169560.93,296576.0,5.19
2186,2018-05-27,Detroit,1.14,94551.86,52643.51,48164.95,216853.93,37663.32,9190.85
2188,2018-05-27,GrandRapids,1.57,3447.12,69158.23,49961.1,46597.38,5854.62,12649.55
2190,2018-05-27,GreatLakes,1.18,769914.74,1155412.49,389102.77,1487473.36,372837.71,48573.77
2192,2018-05-27,Harrisburg/Scranton,1.14,84029.77,175005.89,660.6,108558.86,11941.91,2501.11
2194,2018-05-27,Hartford/Springfield,1.15,23900.56,419380.59,528.62,77299.83,1297.43,1720.0
2196,2018-05-27,Houston,0.53,1074686.61,190364.58,4470.3,791729.6,233389.29,540.0
2198,2018-05-27,Indianapolis,1.17,41092.66,43314.96,6590.56,110793.85,17341.73,2066.91
2200,2018-05-27,Jacksonville,1.06,134465.26,12222.93,794.36,41430.63,50852.56,116.67
2202,2018-05-27,LasVegas,1.1,90873.14,117904.94,7982.44,75585.51,106887.34,700.0
2204,2018-05-27,LosAngeles,1.02,1240830.21,387388.36,89543.17,1248494.73,154495.44,63587.19
2206,2018-05-27,Louisville,1.09,31121.43,23905.57,329.65,44132.59,23640.13,1318.45
2208,2018-05-27,Miami/FtLauderdale,1.32,518599.72,51296.0,2601.76,113143.45,93883.65,96.67
2212,2018-05-27,Nashville,0.99,126232.69,10236.33,1026.96,118368.26,33394.32,2644.44
2214,2018-05-27,NewOrleans/Mobile,0.97,231420.86,25851.6,3358.0,110392.5,16630.14,390.0
2216,2018-05-27,NewYork,1.14,85747.38,1736644.11,1029.23,870390.76,24414.41,4147.78
2220,2018-05-27,NorthernNewEngland,1.02,51707.94,548577.49,1428.03,39273.1,35896.34,1107.77
2222,2018-05-27,Orlando,1.2,322042.8,27235.91,2251.1,88617.06,59556.8,166.67
2224,2018-05-27,Philadelphia,1.24,56181.66,339227.39,911.1,202160.22,30271.54,2737.78
2226,2018-05-27,Phoenix/Tucson,0.74,619292.64,311278.73,14122.66,236394.71,230762.96,5271.11
2228,2018-05-27,Pittsburgh,1.29,41369.86,21514.95,1769.59,40226.37,43662.05,6.67
2230,2018-05-27,Plains,0.97,1365704.54,667401.78,10589.36,725526.79,65803.72,7885.43
2232,2018-05-27,Portland,1.01,75344.5,322232.78,20214.32,110167.9,349649.06,1183.26
2234,2018-05-27,Raleigh/Greensboro,1.22,144444.44,103440.91,7664.6,128026.75,17258.32,1.11
2236,2018-05-27,Richmond/Norfolk,1.11,76849.98,108921.64,3198.39,126575.71,27688.54,293.33
2238,2018-05-27,Roanoke,1.07,53982.99,41544.8,581.15,81458.23,24368.38,602.22
2240,2018-05-27,Sacramento,1.33,166484.83,278421.43,753.04,75557.59,1683.89,5463.41
2242,2018-05-27,SanDiego,1.06,152309.98,154367.53,24932.46,157080.98,77132.87,2587.77
2244,2018-05-27,SanFrancisco,1.43,216818.7,434563.82,1585.01,152745.63,195.73,3274.36
2246,2018-05-27,Seattle,1.18,112317.74,206007.3,1347.96,105939.89,286801.32,922.54
2248,2018-05-27,SouthCarolina,1.09,248554.47,73363.34,5734.86,139229.31,53885.35,2764.44
2250,2018-05-27,SouthCentral,0.7,4413960.21,1335069.02,40913.69,2188143.52,1117333.57,62235.53
2254,2018-05-27,Spokane,1.07,26966.9,36917.38,1027.75,19680.48,47212.65,207.59
2256,2018-05-27,StLouis,1.12,109631.24,7692.55,789.04,114267.75,15714.38,5744.16
2258,2018-05-27,Syracuse,1.15,12448.05,51987.07,225.14,9983.8,22819.62,0.0
2260,2018-05-27,Tampa,1.29,342542.58,37506.01,1775.28,82324.7,61813.81,160.0
2266,2018-05-27,WestTex/NewMexico,0.86,518796.88,212676.1,12976.4,149735.92,175544.38,2368.89
2268,2018-06-03,Albany,1.22,21919.16,92319.65,62.68,16888.62,4406.84,474.44
2270,2018-06-03,Atlanta,0.98,362131.91,42903.32,1761.7,234031.59,112722.31,2435.56
2272,2018-06-03,Baltimore/Washington,1.47,106069.57,559578.42,5921.04,256031.45,17438.21,56.67
2274,2018-06-03,Boise,1.17,45581.82,5619.72,9946.35,21755.04,27015.49,183.88
2276,2018-06-03,Boston,1.29,31153.19,644756.58,1374.56,111654.62,40084.14,2207.78
2278,2018-06-03,Buffalo/Rochester,1.16,16898.68,88289.85,53.24,32384.38,73424.98,725.55
2282,2018-06-03,Charlotte,1.25,98639.89,71320.37,6444.15,96653.55,14926.31,0.0
2284,2018-06-03,Chicago,1.2,89938.63,531152.28,149419.44,135235.31,26681.72,2870.18
2286,2018-06-03,Cincinnati/Dayton,1.11,62242.81,28916.8,12569.37,155160.15,23457.53,41.55
2288,2018-06-03,Columbus,1.06,54893.97,26291.07,4981.44,94941.87,35387.11,30.16
2290,2018-06-03,Dallas/FtWorth,0.79,729441.56,321141.38,6833.06,303044.37,196590.55,21313.06
2292,2018-06-03,Denver,0.97,218834.67,322284.74,13084.59,156157.49,344894.94,10.35
2294,2018-06-03,Detroit,1.18,96565.37,75225.25,79826.56,184326.72,46195.68,16111.86
2296,2018-06-03,GrandRapids,1.44,3982.63,97782.4,73381.65,32604.66,5689.41,16786.14
2298,2018-06-03,GreatLakes,1.19,716773.0,1280161.75,484221.88,1289030.08,385898.05,69995.15
2300,2018-06-03,Harrisburg/Scranton,1.14,88548.77,174427.94,503.34,100019.27,10183.54,2024.44
2302,2018-06-03,Hartford/Springfield,1.28,22825.75,295421.71,329.33,85242.47,612.67,1618.89
2304,2018-06-03,Houston,0.78,592613.95,293221.38,6143.71,356491.03,233421.63,594.44
2306,2018-06-03,Indianapolis,1.17,40422.84,53080.87,6102.33,85167.1,23731.21,1843.43
2308,2018-06-03,Jacksonville,1.09,153753.04,14294.87,575.01,42023.3,63187.46,126.67
2310,2018-06-03,LasVegas,1.08,99453.71,114923.9,7653.55,78412.98,87173.1,588.89
2312,2018-06-03,LosAngeles,0.96,1258719.38,441223.66,81658.52,1522359.55,59636.85,70162.01
2314,2018-06-03,Louisville,1.11,30429.15,25197.16,259.71,42852.21,24293.76,1532.9
2316,2018-06-03,Miami/FtLauderdale,1.12,659699.85,68912.09,2076.8,114303.98,144139.01,103.33
2320,2018-06-03,Nashville,0.99,135456.47,10084.62,676.84,119016.47,35205.21,2700.0
2322,2018-06-03,NewOrleans/Mobile,0.95,227475.51,23515.14,2078.0,104842.95,22136.25,306.66
2324,2018-06-03,NewYork,1.28,88115.05,1225915.25,2419.09,727582.66,27988.43,3658.89
2328,2018-06-03,NorthernNewEngland,1.1,49524.27,512665.84,1048.21,39534.66,42238.33,1067.77
2330,2018-06-03,Orlando,1.09,371958.31,31916.5,1653.38,91265.61,83525.55,213.33
2332,2018-06-03,Philadelphia,1.26,51416.25,320744.92,723.03,201270.08,29538.53,2296.66
2334,2018-06-03,Phoenix/Tucson,0.74,656389.4,235743.24,13231.49,232323.59,207125.93,6346.67
2336,2018-06-03,Pittsburgh,1.26,37667.72,19726.92,1447.49,37338.0,40138.05,13.33
2338,2018-06-03,Plains,1.09,984830.6,626224.89,7869.19,709963.12,58286.49,8486.77
2340,2018-06-03,Portland,1.16,75393.08,255935.23,20701.81,114130.27,234662.41,566.18
2342,2018-06-03,Raleigh/Greensboro,1.24,135070.95,86704.93,5711.78,129934.01,18272.74,0.0
2344,2018-06-03,Richmond/Norfolk,1.14,76075.24,105318.29,2296.18,121095.89,28885.5,220.0
2346,2018-06-03,Roanoke,1.09,49106.19,39069.39,419.5,76270.69,24942.24,556.67
2348,2018-06-03,Sacramento,1.23,195211.06,314080.99,696.54,78698.61,1764.45,5485.87
2350,2018-06-03,SanDiego,1.01,168990.91,178206.29,23093.15,202925.88,21397.45,2880.0
2352,2018-06-03,SanFrancisco,1.39,273385.67,472132.71,1716.28,152673.35,295.94,3976.94
2354,2018-06-03,Seattle,1.39,97820.26,159669.67,740.33,112286.67,199742.79,472.08
2356,2018-06-03,SouthCarolina,1.1,263683.29,65889.9,4189.56,135941.32,58012.75,3302.23
2358,2018-06-03,SouthCentral,0.81,3759318.76,1403274.0,36176.22,1605172.94,855356.08,68606.88
2362,2018-06-03,Spokane,1.25,23331.05,29561.51,536.61,20483.03,26512.8,90.79
2364,2018-06-03,StLouis,1.1,104462.39,7899.4,534.36,117386.69,9693.91,6099.46
2366,2018-06-03,Syracuse,1.16,12440.56,45651.82,187.46,16828.55,26604.37,13.33
2368,2018-06-03,Tampa,1.1,410736.66,44926.38,1245.48,88055.56,93367.89,130.0
2374,2018-06-03,WestTex/NewMexico,0.82,542364.11,156748.64,7327.49,156422.71,151453.66,2294.44
2376,2018-06-10,Albany,0.95,19955.3,116165.74,32.0,20514.04,5637.66,508.89
2378,2018-06-10,Atlanta,0.98,344679.88,38665.25,376.15,211139.93,103079.14,2381.11
2380,2018-06-10,Baltimore/Washington,1.24,123990.46,715941.37,5495.36,232258.84,17212.17,61.11
2382,2018-06-10,Boise,1.21,48562.84,4667.24,7550.6,24746.34,16377.26,49.06
2384,2018-06-10,Boston,1.03,34751.16,1007026.97,1965.98,129868.28,14991.09,1605.56
2386,2018-06-10,Buffalo/Rochester,1.14,16934.14,75254.12,48.26,80130.83,35496.72,1062.22
2390,2018-06-10,Charlotte,1.21,109239.05,83132.8,5789.42,91734.68,11286.89,6.66
2392,2018-06-10,Chicago,1.21,82364.3,513666.59,146566.52,138014.4,25875.94,1292.23
2394,2018-06-10,Cincinnati/Dayton,1.1,69694.52,26000.93,20288.47,159219.32,24199.36,4.16
2396,2018-06-10,Columbus,1.08,51080.0,24413.35,9991.95,118512.9,24136.37,182.29
2398,2018-06-10,Dallas/FtWorth,0.78,867161.05,230812.66,2038.26,339340.95,126601.25,18667.72
2400,2018-06-10,Denver,1.05,207607.13,248902.46,29722.94,164631.3,324793.25,22.57
2402,2018-06-10,Detroit,1.18,86066.08,48096.85,61116.0,255823.85,22016.33,7506.36
2404,2018-06-10,GrandRapids,1.5,3259.52,64137.49,48911.79,55849.99,3045.44,11438.21
2406,2018-06-10,GreatLakes,1.19,668392.75,1114402.23,422855.29,1518437.18,338109.21,42939.37
2408,2018-06-10,Harrisburg/Scranton,1.1,93459.95,176196.44,132.17,98755.26,13680.19,2146.67
2410,2018-06-10,Hartford/Springfield,1.11,26338.74,435666.45,135.74,74101.19,1096.22,1592.22
2412,2018-06-10,Houston,0.71,868661.72,177394.23,2308.21,350445.12,161637.85,662.23
2414,2018-06-10,Indianapolis,1.18,36442.69,37183.35,11340.9,101443.29,15160.18,1089.03
2416,2018-06-10,Jacksonville,1.09,140295.78,12251.36,133.62,39749.98,50732.97,116.67
2418,2018-06-10,LasVegas,1.1,107361.64,105738.42,7569.13,80905.35,54084.16,882.22
2420,2018-06-10,LosAngeles,0.95,1343839.99,384178.68,87001.2,1442267.35,36381.26,60557.87
2422,2018-06-10,Louisville,1.1,30711.49,23542.0,103.22,42090.12,23865.71,331.36
2424,2018-06-10,Miami/FtLauderdale,1.3,545612.67,51237.95,1354.75,102470.21,97490.79,116.67
2428,2018-06-10,Nashville,0.97,131723.29,11429.45,117.28,99465.66,39051.29,2271.11
2430,2018-06-10,NewOrleans/Mobile,1.01,181029.59,22123.97,310.0,96553.25,16779.79,231.11
2432,2018-06-10,NewYork,1.17,89588.53,1580219.44,1092.2,793354.33,34250.03,3723.34
2436,2018-06-10,NorthernNewEngland,0.91,49517.76,658926.67,1966.95,37101.0,48056.2,624.44
2438,2018-06-10,Orlando,1.22,321505.64,24141.32,172.53,81179.41,69998.39,183.33
2440,2018-06-10,Philadelphia,1.25,57178.33,316512.69,334.8,193580.61,28276.4,2290.0
2442,2018-06-10,Phoenix/Tucson,0.57,1002046.09,302382.86,11633.42,248147.87,181560.46,6464.44
2444,2018-06-10,Pittsburgh,0.99,63286.18,24951.14,2168.85,35181.09,62553.63,0.0
2446,2018-06-10,Plains,1.1,918382.38,674538.87,5406.13,665265.94,57091.49,15446.45
2448,2018-06-10,Portland,1.05,76186.32,336326.66,17502.9,132651.45,143393.33,386.73
2450,2018-06-10,Raleigh/Greensboro,1.15,161856.48,108097.96,5046.33,127647.74,16146.75,14.44
2452,2018-06-10,Richmond/Norfolk,1.09,93287.81,116325.27,1675.29,102173.28,31319.24,156.67
2454,2018-06-10,Roanoke,1.04,56309.04,45809.55,44.84,70748.16,24846.19,510.0
2456,2018-06-10,Sacramento,1.13,207077.85,328602.09,373.87,77108.99,1147.29,5908.24
2458,2018-06-10,SanDiego,1.03,160259.11,155366.5,25234.19,200695.7,9005.39,2258.89
2460,2018-06-10,SanFrancisco,1.38,219108.8,552416.24,1761.58,155351.69,270.57,2854.75
2462,2018-06-10,Seattle,1.16,184093.25,245051.35,418.09,130404.77,143461.04,448.62
2464,2018-06-10,SouthCarolina,1.07,260049.25,72647.01,1804.87,132095.14,47365.08,3906.67
2466,2018-06-10,SouthCentral,0.81,4076549.18,1054661.8,16035.43,1668065.56,596949.56,63750.58
2470,2018-06-10,Spokane,1.02,33071.15,47230.88,534.79,21891.3,15993.4,86.64
2472,2018-06-10,StLouis,1.2,102776.19,9459.34,60.92,87309.51,4026.56,11682.83
2474,2018-06-10,Syracuse,1.05,11989.55,50950.3,6.46,33355.32,13203.13,63.33
2476,2018-06-10,Tampa,1.29,335279.95,32513.44,203.62,77352.3,66337.53,183.33
2482,2018-06-10,WestTex/NewMexico,0.83,529324.13,141589.57,7896.77,162580.81,123854.4,2892.22
2484,2018-06-17,Albany,1.17,21944.76,135151.11,32.45,19605.87,2954.53,474.44
2486,2018-06-17,Atlanta,0.97,376580.18,43092.76,605.32,222637.33,124131.18,2255.56
2488,2018-06-17,Baltimore/Washington,1.45,95090.0,567877.0,15505.93,257459.12,17724.5,40.0
2490,2018-06-17,Boise,1.24,45739.89,2649.98,8808.32,27638.12,10935.43,43.3
2492,2018-06-17,Boston,1.25,34257.51,682264.48,646.18,124141.85,26909.46,1135.55
2494,2018-06-17,Buffalo/Rochester,1.17,16525.15,90231.84,62.93,45977.81,71899.46,686.66
2498,2018-06-17,Charlotte,1.23,107892.45,68851.4,5316.96,95705.81,17019.68,0.0
2500,2018-06-17,Chicago,1.21,74700.79,530012.18,150083.2,128560.2,26834.36,359.01
2502,2018-06-17,Cincinnati/Dayton,1.07,63710.5,24032.61,24809.63,175343.76,23157.54,2377.31
2504,2018-06-17,Columbus,1.07,50210.32,21314.68,9532.33,104650.36,31112.55,1237.85
2506,2018-06-17,Dallas/FtWorth,0.86,686190.33,288857.63,2223.43,359637.35,131437.84,1233.04
2508,2018-06-17,Denver,0.98,202983.76,379244.31,13531.29,190766.59,206960.35,18.11
2510,2018-06-17,Detroit,1.19,82085.69,47671.4,63783.8,228813.48,35967.68,8209.91
2512,2018-06-17,GrandRapids,1.66,3212.62,64425.55,51998.45,34363.44,2556.43,12124.77
2514,2018-06-17,GreatLakes,1.19,687639.38,1137704.47,447139.73,1462329.31,346649.3,52805.05
2516,2018-06-17,Harrisburg/Scranton,1.13,78824.31,163754.54,133.72,114871.9,9272.72,2194.44
2518,2018-06-17,Hartford/Springfield,1.28,27301.07,322789.3,224.79,73704.97,1688.98,1335.56
2520,2018-06-17,Houston,0.84,573698.13,298756.74,4976.84,368719.4,188275.87,170.0
2522,2018-06-17,Indianapolis,1.16,44484.11,39471.49,11522.53,104218.27,13559.37,3484.65
2524,2018-06-17,Jacksonville,1.1,151327.08,13460.36,196.92,40428.62,61882.53,100.0
2526,2018-06-17,LasVegas,0.98,95614.34,116005.16,7549.52,76476.12,69429.01,676.38
2528,2018-06-17,LosAngeles,1.02,1321808.29,401468.64,93583.8,1316892.85,50337.05,67046.86
2530,2018-06-17,Louisville,0.98,41692.98,19365.38,47.44,60745.26,21021.88,333.34
2532,2018-06-17,Miami/FtLauderdale,1.12,685091.73,71423.5,1569.32,117206.03,144054.83,83.33
2536,2018-06-17,Nashville,0.92,147850.05,11247.54,31.21,114360.12,35553.71,2284.44
2538,2018-06-17,NewOrleans/Mobile,0.96,244252.2,21236.12,346.0,93782.47,20691.06,163.33
2540,2018-06-17,NewYork,1.27,84703.6,1186564.33,934.59,788272.88,40986.14,3425.55
2544,2018-06-17,NorthernNewEngland,1.0,50481.91,790196.11,1016.84,42452.97,28580.44,351.11
2546,2018-06-17,Orlando,1.11,376607.35,33154.44,320.39,92783.97,83734.48,160.0
2548,2018-06-17,Philadelphia,1.15,51525.22,294878.8,476.93,293195.86,24501.7,2418.45
2550,2018-06-17,Phoenix/Tucson,0.74,594714.0,285711.49,12529.53,219965.26,171805.27,6733.33
2552,2018-06-17,Pittsburgh,1.27,42872.53,20393.34,1562.15,38507.91,32485.25,0.0
2554,2018-06-17,Plains,1.13,991223.48,647864.1,4763.98,664518.02,62714.33,12500.36
2556,2018-06-17,Portland,1.24,77390.39,250203.85,21510.87,148995.35,107310.98,551.75
2558,2018-06-17,Raleigh/Greensboro,1.22,147674.43,82476.72,5294.77,136204.47,19218.77,1.11
2560,2018-06-17,Richmond/Norfolk,1.16,78826.18,88667.95,1841.82,128783.22,30784.95,83.33
2562,2018-06-17,Roanoke,1.07,52257.92,36771.86,52.81,74711.09,25368.19,426.67
2564,2018-06-17,Sacramento,1.26,189624.36,291897.88,742.27,78974.09,2213.53,4056.13
2566,2018-06-17,SanDiego,1.09,156339.04,162472.37,25107.83,190915.64,9682.87,2362.22
2568,2018-06-17,SanFrancisco,1.4,236175.2,467179.46,2047.63,159754.92,693.29,2249.01
2570,2018-06-17,Seattle,1.55,102224.51,152087.27,735.48,145431.48,114312.21,477.19
2572,2018-06-17,SouthCarolina,1.06,292681.4,68021.5,2572.7,136452.28,61005.49,3864.45
2574,2018-06-17,SouthCentral,0.87,3338681.81,1470265.63,21723.16,1736048.86,659875.49,8661.03
2578,2018-06-17,Spokane,1.39,22022.05,25034.22,185.5,22258.89,13073.99,161.47
2580,2018-06-17,StLouis,1.32,90424.09,8014.91,70.29,89442.64,2892.2,9765.61
2582,2018-06-17,Syracuse,1.17,11335.32,55298.94,4.0,24527.54,20206.76,70.0
2584,2018-06-17,Tampa,1.1,414546.07,45967.15,412.5,90011.87,91941.07,163.33
2590,2018-06-17,WestTex/NewMexico,0.78,560995.56,224323.04,7480.1,149693.97,114157.08,820.0
2592,2018-06-24,Albany,1.23,20751.5,87521.81,42.26,12484.9,4814.29,396.67
2594,2018-06-24,Atlanta,1.0,293347.14,48790.38,652.95,209067.53,135816.57,3296.67
2596,2018-06-24,Baltimore/Washington,1.41,91124.66,536667.25,9455.61,246474.74,15072.67,913.33
