,date,avg_price,geography,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax
2596,2018-01-14,1.93,WestTex/NewMexico,1527.63,2981.04,727.01,10919.54,50.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2597,2018-01-07,1.43,NewOrleans/Mobile,122.51,161.19,0.0,6528.88,47.42,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2598,2018-01-01,1.71,Phoenix/Tucson,3000.73,2311.39,0.0,9148.43,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2599,2018-01-01,1.54,StLouis,1689.61,1140.91,0.0,6613.72,2830.74,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2600,2018-01-21,1.58,Richmond/Norfolk,521.57,3808.38,90.71,6246.99,1790.44,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2601,2018-01-28,1.76,Charlotte,21.47,6626.86,271.36,5080.46,432.43,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2602,2018-01-07,1.46,Indianapolis,205.23,1460.83,0.0,5889.7,2314.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2603,2018-01-01,1.45,Harrisburg/Scranton,138.52,209.27,0.0,18504.9,4.98,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2604,2018-01-07,1.45,Dallas/FtWorth,4020.53,454.86,0.0,14157.14,2654.05,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2605,2018-01-28,1.67,Orlando,197.96,1131.65,0.0,5671.11,1402.07,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2606,2018-01-01,1.82,Orlando,164.98,1018.93,0.0,4136.67,742.86,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2607,2018-01-28,1.32,Albany,433.66,374.96,0.0,6178.94,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2608,2018-01-07,1.83,Chicago,118.84,29600.36,0.0,11850.72,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2609,2018-01-07,1.76,Phoenix/Tucson,3822.41,2695.1,0.0,10364.12,43.99,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2610,2018-01-07,1.4,GreatLakes,8227.83,55921.31,0.0,126158.83,34239.46,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2611,2018-01-21,1.64,Atlanta,349.05,3967.66,0.0,6204.43,8033.83,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2612,2018-01-07,1.91,Boston,14.46,2704.48,0.0,25121.53,2255.53,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2613,2018-01-07,1.75,NorthernNewEngland,0.0,551.1,0.0,25633.88,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2614,2018-01-28,1.99,Seattle,954.77,11558.54,32.0,1487.79,21867.48,87.42,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2615,2018-01-07,1.71,Cincinnati/Dayton,710.55,5212.44,0.0,3380.57,3838.26,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2616,2018-01-01,1.14,Columbus,446.28,1042.43,0.0,13142.03,1221.63,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2617,2018-01-14,1.85,Spokane,150.54,1948.36,0.0,564.45,1749.19,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2618,2018-01-28,1.49,Harrisburg/Scranton,409.5,280.03,19.17,21137.86,3.35,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2619,2018-01-28,1.71,WestTex/NewMexico,1191.7,3431.5,0.0,8940.04,324.8,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2620,2018-01-07,1.25,GrandRapids,12.71,3013.06,0.0,8423.53,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2621,2018-01-28,1.73,LosAngeles,11366.1,25056.37,0.0,60596.54,7.14,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2622,2018-01-21,1.41,Detroit,826.25,3379.62,0.0,11215.49,6675.11,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2623,2018-01-14,1.57,Jacksonville,44.77,587.12,5.12,2171.83,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2624,2018-01-21,1.91,LasVegas,1096.07,1280.31,0.0,5115.15,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2625,2018-01-14,1.54,Louisville,0.0,1199.91,0.0,1769.94,768.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2626,2018-01-28,1.76,StLouis,1399.87,649.18,0.0,2360.0,1888.3,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2627,2018-01-28,1.29,Detroit,738.01,3026.96,0.0,12972.63,3326.3,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2628,2018-01-14,2.03,Seattle,1147.33,18370.39,9.23,1630.19,15063.98,7.33,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2629,2018-01-07,1.51,Harrisburg/Scranton,208.15,312.97,13.01,20550.99,10.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2630,2018-01-14,1.45,GreatLakes,5573.56,58518.98,0.0,130909.33,48830.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2631,2018-01-21,1.67,Roanoke,219.52,1633.41,0.0,3524.73,2557.87,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2632,2018-01-14,1.73,Boston,12.77,2380.23,0.0,23926.76,3148.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2633,2018-01-28,1.63,Nashville,41.96,2301.94,0.0,2704.59,1561.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2634,2018-01-28,1.67,Atlanta,390.17,5130.48,0.0,5602.18,3323.43,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2635,2018-01-07,1.62,WestTex/NewMexico,2894.77,2356.13,224.53,11988.14,26.01,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2636,2018-01-07,1.38,Louisville,4.0,1207.46,0.0,2226.12,1184.87,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2637,2018-01-21,1.48,Indianapolis,281.81,1266.88,0.0,4149.72,3734.74,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2638,2018-01-21,1.5,Dallas/FtWorth,4244.71,360.17,0.0,17607.8,1820.19,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2639,2018-01-14,1.47,Albany,7.3,301.87,0.0,3831.78,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2640,2018-01-14,1.91,NewYork,7433.43,17885.26,49.43,60763.71,500.42,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2641,2018-01-01,1.61,Sacramento,3891.4,3759.45,0.0,2004.44,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2642,2018-01-07,1.47,Miami/FtLauderdale,52.94,293.77,0.0,7135.99,13.34,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2643,2018-01-28,2.01,Jacksonville,160.85,1076.66,6.49,1776.66,2683.73,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2644,2018-01-28,1.42,GreatLakes,4791.32,53866.78,0.0,101734.66,39772.77,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2645,2018-01-14,2.02,Hartford/Springfield,122.85,4410.11,0.0,9911.02,4.88,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2646,2018-01-21,1.76,Spokane,227.35,1340.5,0.0,745.55,2216.3,2.38,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2647,2018-01-21,1.82,Chicago,83.93,28134.16,0.0,8470.58,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2648,2018-01-14,1.49,Houston,11013.42,108.93,0.0,23953.75,446.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2649,2018-01-01,1.6,Philadelphia,1822.05,2761.23,4.91,17347.57,5.58,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2650,2018-01-14,1.46,NorthernNewEngland,6.0,211.84,0.0,22419.2,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2651,2018-01-07,2.03,Hartford/Springfield,76.07,4721.42,1.4,10405.77,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2652,2018-01-01,1.79,Chicago,142.0,16241.0,0.0,9650.37,6.66,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2653,2018-01-21,1.36,SanFrancisco,13037.67,11998.44,0.0,2883.34,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2654,2018-01-21,1.41,GreatLakes,5114.24,53205.28,0.0,89986.79,86504.23,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2655,2018-01-14,1.79,Chicago,133.39,31177.44,0.0,13635.06,10.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2656,2018-01-21,1.6,Cincinnati/Dayton,678.73,5179.83,0.0,2688.54,9817.27,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2657,2018-01-14,1.6,Sacramento,3653.04,4484.42,0.0,1802.23,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2658,2018-01-14,1.98,LasVegas,1497.55,2199.58,0.0,6180.41,6.4,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2659,2018-01-21,1.73,Philadelphia,2121.11,2654.73,3.61,18326.57,9.64,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2660,2018-01-28,1.4,Indianapolis,205.04,1254.73,0.0,4711.37,2743.88,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2661,2018-01-01,1.41,SouthCentral,25221.46,3103.46,0.0,82290.07,5344.78,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2662,2018-01-01,1.71,Charlotte,34.71,5197.49,198.71,6416.36,91.8,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2663,2018-01-14,1.31,SouthCarolina,67.8,4372.27,114.33,13152.29,971.94,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2664,2018-01-01,1.48,Miami/FtLauderdale,24.84,333.44,0.0,6147.77,12.59,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2665,2018-01-07,1.15,Baltimore/Washington,1315.95,9962.1,134.19,70863.8,6.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2666,2018-01-07,1.43,Jacksonville,43.23,531.48,0.0,2400.05,14.63,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2667,2018-01-21,1.52,Tampa,76.66,407.09,0.0,6375.55,11.75,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2668,2018-01-28,1.45,Dallas/FtWorth,4936.84,476.06,0.0,19613.2,1043.04,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2669,2018-01-21,1.44,SouthCentral,22596.66,3200.09,0.0,105354.48,7198.7,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2670,2018-01-07,1.72,Plains,2216.22,18281.23,17.08,30082.97,11112.64,2.71,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2671,2018-01-14,1.53,Denver,8395.91,839.11,53.61,25789.59,1423.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2672,2018-01-01,1.82,Spokane,251.57,692.89,0.0,426.67,1097.74,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2673,2018-01-28,1.43,Miami/FtLauderdale,162.09,272.81,0.0,7448.87,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2674,2018-01-28,1.38,Pittsburgh,1259.41,10.08,0.0,11867.69,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2675,2018-01-14,1.53,Tampa,106.98,496.61,0.0,6634.45,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2676,2018-01-28,1.69,Phoenix/Tucson,1802.37,2243.06,0.0,9073.81,6.55,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2677,2018-01-01,1.65,Jacksonville,44.23,496.69,5.06,1431.11,46.86,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2678,2018-01-14,1.44,Miami/FtLauderdale,50.65,203.7,0.0,7700.0,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2679,2018-01-07,1.69,Philadelphia,1954.92,3857.27,0.0,22155.03,4.44,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2680,2018-01-01,1.52,Nashville,51.97,1535.55,0.0,3056.04,2454.96,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2681,2018-01-01,1.51,Portland,3639.53,3807.79,0.0,1265.87,16973.41,7.39,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2682,2018-01-21,1.46,Miami/FtLauderdale,127.92,285.41,0.0,7143.99,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2683,2018-01-28,1.46,SouthCarolina,110.46,5096.23,94.82,8443.69,1193.04,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2684,2018-01-07,1.59,Portland,3740.22,6593.66,0.0,1579.33,15382.99,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2685,2018-01-21,1.5,Columbus,613.65,1852.11,0.0,4083.63,2428.58,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2686,2018-01-21,1.68,Nashville,59.53,2081.22,0.0,2314.95,4090.6,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2687,2018-01-01,1.15,Buffalo/Rochester,176.5,82.85,0.0,5004.55,5304.56,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2688,2018-01-21,1.27,Syracuse,92.12,73.17,0.0,2117.69,876.82,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2689,2018-01-07,1.26,SouthCarolina,257.05,4243.68,151.13,14269.86,780.79,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2690,2018-01-07,1.48,Roanoke,258.7,1976.19,0.0,6089.92,568.63,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2691,2018-01-14,1.82,Portland,3966.9,4441.29,0.0,1364.14,11187.07,5.56,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2692,2018-01-28,1.48,Louisville,1.27,1036.16,0.0,1853.15,355.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2693,2018-01-07,1.25,Syracuse,59.95,133.89,0.0,3125.05,1445.58,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2694,2018-01-14,1.81,SanDiego,3285.98,14338.52,0.0,4145.52,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2695,2018-01-14,1.5,SouthCentral,31829.24,4472.99,0.0,102266.31,8152.19,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2696,2018-01-28,1.78,LasVegas,1005.73,2110.22,0.0,5538.46,17.71,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2697,2018-01-01,1.36,Houston,9524.47,114.02,0.0,15635.18,316.67,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2698,2018-01-28,1.72,Boston,14.65,1628.45,0.0,27876.23,1327.02,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2699,2018-01-01,1.16,Louisville,1.27,755.49,0.0,3623.32,1448.13,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2700,2018-01-07,1.53,Atlanta,405.37,4195.19,0.0,7883.61,3229.94,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2701,2018-01-07,1.15,Columbus,1639.81,1133.28,0.0,9106.36,710.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2702,2018-01-28,1.43,NewOrleans/Mobile,258.61,212.78,0.0,7341.1,432.84,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2703,2018-01-28,1.43,Columbus,564.77,1557.33,0.0,4090.06,1457.15,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2704,2018-01-14,1.81,Boise,51.93,802.89,0.0,350.29,925.02,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2705,2018-01-01,1.83,NewYork,6476.19,16996.47,134.7,46167.94,2.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2706,2018-01-21,1.8,Portland,3170.73,3086.95,10.07,1279.19,17489.16,72.74,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2707,2018-01-07,1.57,Nashville,41.48,2384.27,0.0,3330.37,1944.84,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2708,2018-01-07,1.54,Albany,43.51,412.17,0.0,4357.89,3.33,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2709,2018-01-07,2.18,Sacramento,2187.59,2577.71,0.0,1746.67,0.0,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2710,2018-01-21,1.86,Raleigh/Greensboro,167.64,5921.25,176.32,8026.25,336.02,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
2711,2018-01-01,1.48,Denver,4400.94,482.72,12.67,12128.68,881.7,0.0,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,-0.12,-1.22,-0.87,-1.07,-1.22,-0.05,0.81,39.1,58.6
