,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax
583,2017-03-05,Charlotte,1.41,43409.71,87666.41,11157.19,56436.67,3883.09,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
584,2017-03-26,Charlotte,1.48,48843.91,94477.7,7655.97,69700.62,4593.33,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
585,2017-03-19,Charlotte,1.47,42389.4,89209.74,7312.02,63179.59,4642.01,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
586,2017-03-12,Charlotte,1.55,48009.39,87659.78,8252.21,58990.64,4114.01,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
587,2017-03-05,Buffalo/Rochester,1.68,1420.89,75283.75,46.33,63652.74,65.15,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
588,2017-03-26,Buffalo/Rochester,1.53,2184.26,67000.84,53.28,86727.99,821.32,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
589,2017-03-19,Buffalo/Rochester,1.54,1917.68,72621.77,74.38,73724.45,3121.18,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
590,2017-03-12,Buffalo/Rochester,1.48,1457.31,85677.37,28.0,56757.21,22055.07,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
591,2017-03-05,Boston,1.3,9208.87,529716.12,5832.2,75014.84,535.9,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
592,2017-03-26,Boston,1.51,6860.31,412840.77,3403.92,115695.54,11461.93,686.11,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
593,2017-03-19,Boston,1.54,5709.44,425273.84,3736.16,87773.26,18047.8,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
594,2017-03-12,Boston,1.55,5729.95,389749.89,3675.15,75284.64,20014.05,663.89,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
595,2017-03-05,Boise,1.11,29234.27,5256.5,12115.21,32638.67,14550.61,18.82,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
596,2017-03-26,Boise,1.16,43566.18,4140.76,8899.3,38139.14,517.97,29.21,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
597,2017-03-19,Boise,1.15,33891.7,3887.21,9034.34,39041.29,834.37,38.51,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
598,2017-03-12,Boise,0.98,33062.31,9415.52,9975.45,58419.56,1777.12,126.14,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
599,2017-03-05,Baltimore/Washington,1.33,84608.63,591422.21,12152.67,190684.63,1458.15,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
600,2017-03-26,Baltimore/Washington,1.6,70467.54,462479.21,7285.09,196644.22,1950.26,550.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
601,2017-03-19,Baltimore/Washington,1.58,70368.43,463108.0,6761.79,179560.94,18501.81,655.56,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
602,2017-03-12,Baltimore/Washington,1.6,72820.1,476272.3,9389.51,202870.46,2051.49,379.72,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
603,2017-03-05,Atlanta,1.08,237307.08,52012.07,62.73,143650.82,77624.92,705.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
604,2017-03-26,Atlanta,1.32,222457.31,50731.36,132.95,108832.13,56386.2,4975.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
605,2017-03-19,Atlanta,1.25,215046.31,50085.35,147.93,120153.69,72091.97,3465.56,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
606,2017-03-12,Atlanta,1.21,217624.69,48169.84,97.76,126155.12,75894.14,1336.39,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
607,2017-03-05,Albany,1.18,3123.26,90784.49,57.86,13277.29,111.35,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
608,2017-03-26,Albany,1.16,3184.29,100854.22,70.17,7252.7,11590.27,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
609,2017-03-19,Albany,1.6,2332.96,72033.15,140.57,8302.27,9965.66,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
610,2017-03-12,Albany,1.54,2046.8,67162.63,89.32,10990.08,15424.46,0.0,2.45,53.4,-0.45,3.81,-1.36,3.24,10,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
611,2017-04-09,West Tex/New Mexico,0.9,463332.94,59419.34,17752.8,124912.72,152937.7,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
612,2017-04-30,West Tex/New Mexico,0.81,550326.03,85308.08,11068.06,125278.55,206309.26,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
613,2017-04-23,West Tex/New Mexico,0.75,583229.86,105373.5,13999.44,118216.19,287509.52,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
614,2017-04-02,West Tex/New Mexico,0.86,492263.73,60337.44,22050.22,141881.26,169923.06,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
615,2017-04-16,West Tex/New Mexico,0.82,593840.91,87765.85,19105.49,149148.45,265581.31,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
616,2017-04-09,Tampa,1.5,197024.0,48831.23,64.88,47099.1,34786.39,3.33,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
617,2017-04-30,Tampa,1.25,339907.64,84557.74,49.7,54629.6,55030.97,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
618,2017-04-23,Tampa,1.46,224054.93,51111.32,15.18,56892.19,26297.01,15.28,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
619,2017-04-02,Tampa,1.63,191494.22,49716.19,58.4,42505.11,37917.35,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
620,2017-04-16,Tampa,1.48,199036.55,48021.06,28.0,51870.49,36538.14,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
621,2017-04-09,Syracuse,1.61,1222.66,46634.37,10.34,14344.41,17568.14,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
622,2017-04-30,Syracuse,1.36,1552.03,59920.21,20.0,30442.04,4552.38,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
623,2017-04-23,Syracuse,1.5,2063.37,36408.59,18.0,21108.83,3854.27,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
624,2017-04-02,Syracuse,1.6,2542.88,40061.88,8.0,22629.71,10011.05,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
625,2017-04-16,Syracuse,1.6,2160.01,40347.49,18.69,29196.51,3434.2,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
626,2017-04-09,St. Louis,1.27,77305.55,12263.89,83.21,55522.64,21.3,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
627,2017-04-30,St. Louis,1.37,118005.58,22429.27,203.47,59450.76,191.94,462.77,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
628,2017-04-23,St. Louis,1.51,82661.42,23248.85,252.37,67084.51,57.89,1308.41,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
629,2017-04-02,St. Louis,1.33,63506.59,8377.96,75.0,44610.25,26.67,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
630,2017-04-16,St. Louis,1.52,65731.57,20965.11,237.17,55907.7,77.36,1869.14,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
631,2017-04-09,Spokane,0.93,31685.51,42399.5,28.47,51852.08,316.06,13.47,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
632,2017-04-30,Spokane,1.02,22231.98,28664.66,64.58,63101.53,688.44,2.63,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
633,2017-04-23,Spokane,1.02,21016.93,31935.14,63.35,47076.77,6.19,55.75,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
634,2017-04-02,Spokane,1.12,20769.46,26687.61,12.45,47511.05,43.02,32.27,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
635,2017-04-16,Spokane,1.09,22310.41,24057.81,131.98,55362.83,6.28,8.07,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
636,2017-04-09,South Central,0.92,3415501.85,1234042.3,39098.99,1318526.89,152730.49,23922.51,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
637,2017-04-30,South Central,0.86,3221294.56,1692107.7,38275.59,1460631.32,1049435.14,22186.87,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
638,2017-04-23,South Central,0.83,3396320.97,1500545.51,27770.0,1675300.95,895408.78,27715.05,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
639,2017-04-02,South Central,0.84,3916659.1,1012267.12,24556.67,1494823.82,309395.83,19836.46,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
640,2017-04-16,South Central,0.88,3783304.41,1212653.06,23850.86,1783244.66,127878.28,18959.48,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
641,2017-04-09,South Carolina,1.38,153802.62,72253.48,2212.93,82167.37,31317.19,4116.05,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
642,2017-04-30,South Carolina,1.34,208521.12,87676.66,2203.03,88444.19,38293.89,3949.13,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
643,2017-04-23,South Carolina,1.36,161218.94,72371.77,2161.37,109288.68,27426.79,1586.99,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
644,2017-04-02,South Carolina,1.38,141146.65,73888.66,2180.22,122294.03,24716.05,2285.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
645,2017-04-16,South Carolina,1.37,161105.36,75615.93,2256.9,92236.52,34384.96,3245.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
646,2017-04-09,Seattle,0.96,196844.45,228960.5,209.25,411247.99,280.09,817.07,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
647,2017-04-30,Seattle,0.92,194789.64,170398.76,470.65,538920.53,1467.7,366.17,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
648,2017-04-23,Seattle,1.11,135560.01,203465.08,670.42,313046.46,250.26,108.54,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
649,2017-04-02,Seattle,1.18,103029.89,176357.55,319.02,338015.92,310.82,344.36,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
650,2017-04-16,Seattle,1.09,131986.76,151806.57,404.18,397484.51,217.5,487.08,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
651,2017-04-09,San Francisco,1.22,216253.69,667301.58,4849.32,72736.07,125.64,688.61,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
652,2017-04-30,San Francisco,1.93,151929.31,369058.38,4331.73,84446.16,671.26,1667.5,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
653,2017-04-23,San Francisco,1.83,178827.43,347730.09,4219.92,79196.1,550.08,3040.28,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
654,2017-04-02,San Francisco,1.79,180896.63,358599.04,5732.43,85552.16,67.78,1689.86,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
655,2017-04-16,San Francisco,1.69,229167.93,349889.27,4769.39,84582.49,250.71,1621.67,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
656,2017-04-09,San Diego,1.22,145442.79,128010.28,23321.76,160950.36,2652.89,685.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
657,2017-04-30,San Diego,1.18,166863.56,136882.96,26022.53,166655.47,128.23,1828.89,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
658,2017-04-23,San Diego,1.18,156330.7,132449.49,25784.78,184124.34,1068.32,610.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
659,2017-04-02,San Diego,1.22,144114.57,131344.17,20997.79,154152.27,4013.58,706.67,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
660,2017-04-16,San Diego,1.29,148202.16,137653.99,22572.45,156168.83,122.45,905.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
661,2017-04-09,Sacramento,1.36,131487.05,248393.09,1003.61,46825.36,5.97,3878.33,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
662,2017-04-30,Sacramento,1.62,143615.47,197927.08,874.02,46808.23,210.89,2278.61,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
663,2017-04-23,Sacramento,1.6,140311.55,183045.02,1050.45,44010.19,117.06,1965.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
664,2017-04-02,Sacramento,1.58,141455.85,192900.99,1102.78,48822.5,47.72,1405.13,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
665,2017-04-16,Sacramento,1.58,137216.82,183753.76,1072.94,47374.68,158.31,1240.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
666,2017-04-09,Roanoke,1.26,32290.75,47113.7,54.65,65146.93,1180.59,112.5,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
667,2017-04-30,Roanoke,1.22,30906.47,45408.59,58.54,80694.54,5352.65,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
668,2017-04-23,Roanoke,1.24,27263.3,41988.7,75.47,73624.88,3372.24,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
669,2017-04-02,Roanoke,1.15,32991.83,50584.41,94.1,84689.06,1015.56,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
670,2017-04-16,Roanoke,1.2,30316.73,41034.36,73.98,85993.01,1105.91,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
671,2017-04-09,Richmond/Norfolk,1.22,81759.61,90074.43,2229.61,85939.37,508.99,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
672,2017-04-30,Richmond/Norfolk,1.18,89984.49,87015.16,2182.03,102188.75,3730.86,27.66,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
673,2017-04-23,Richmond/Norfolk,1.25,64102.11,92451.08,2142.77,103485.2,577.83,12.54,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
674,2017-04-02,Richmond/Norfolk,1.19,67802.69,87489.8,2400.17,130221.54,98.86,2.22,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
675,2017-04-16,Richmond/Norfolk,1.28,68940.19,85592.85,2315.02,93488.63,787.45,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
676,2017-04-09,Raleigh/Greensboro,1.45,75202.56,95458.05,6114.48,90352.2,1204.84,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
677,2017-04-30,Raleigh/Greensboro,1.44,87512.66,108724.01,6537.73,102811.33,3670.93,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
678,2017-04-23,Raleigh/Greensboro,1.4,80081.24,100517.02,6401.68,116286.32,1590.8,137.5,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
679,2017-04-02,Raleigh/Greensboro,1.39,75587.22,115160.54,6188.55,111590.71,1399.4,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
680,2017-04-16,Raleigh/Greensboro,1.44,78077.16,102376.32,6206.54,100591.02,866.17,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
681,2017-04-09,Portland,1.08,156932.81,145011.71,22074.29,385964.86,3215.76,279.11,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
682,2017-04-30,Portland,0.84,220613.6,175669.06,20230.57,521942.84,1439.44,208.81,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
683,2017-04-23,Portland,0.91,165357.47,200048.67,19111.08,370457.47,588.26,512.81,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
684,2017-04-02,Portland,1.12,152601.88,137424.85,20885.2,359313.65,1923.63,157.47,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
685,2017-04-16,Portland,0.98,151790.12,168188.1,18907.42,403966.15,732.22,294.58,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
686,2017-04-09,Pittsburgh,1.36,48580.74,25212.69,1465.76,36384.09,7553.28,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
687,2017-04-30,Pittsburgh,1.05,101894.13,53722.34,3641.61,31302.01,14958.2,41.67,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
688,2017-04-23,Pittsburgh,1.34,48209.57,24388.1,1515.43,35733.48,7732.63,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
689,2017-04-02,Pittsburgh,1.37,50365.37,27047.63,1687.36,35344.15,8500.47,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
690,2017-04-16,Pittsburgh,1.33,44551.19,23042.87,1422.88,40217.19,6777.05,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
691,2017-04-09,Phoenix/Tucson,0.65,707466.32,220405.29,18966.27,145354.75,171728.88,318.06,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
692,2017-04-30,Phoenix/Tucson,0.75,480904.28,236525.22,13569.85,128890.58,220515.1,133.33,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
693,2017-04-23,Phoenix/Tucson,0.7,544507.98,243224.53,17245.27,128243.06,263385.27,1248.61,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
694,2017-04-02,Phoenix/Tucson,0.67,692107.1,190493.5,20666.37,213105.17,197107.86,1540.28,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
695,2017-04-16,Phoenix/Tucson,0.73,621533.02,193885.09,19435.79,227061.64,193282.99,95.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
696,2017-04-09,Philadelphia,1.7,30725.04,213528.19,566.18,143053.85,10506.23,220.83,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
697,2017-04-30,Philadelphia,1.78,36817.47,222850.39,492.98,119345.98,7305.77,94.71,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
698,2017-04-23,Philadelphia,1.66,34157.54,208134.75,416.47,105813.24,15167.09,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
699,2017-04-02,Philadelphia,1.68,30716.75,208155.43,757.88,138280.26,7821.06,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
700,2017-04-16,Philadelphia,1.74,31877.26,220755.78,406.24,120676.87,16680.54,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
701,2017-04-09,Orlando,1.49,189598.19,39854.26,48.95,46129.68,35589.07,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
702,2017-04-30,Orlando,1.24,312135.12,64372.82,47.64,53232.75,50039.56,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
703,2017-04-23,Orlando,1.44,220178.28,41901.19,58.86,57365.77,26467.68,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
704,2017-04-02,Orlando,1.59,179139.67,38059.95,60.25,45744.07,34620.34,164.44,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
705,2017-04-16,Orlando,1.47,181939.75,38374.67,32.0,49866.05,35583.83,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
706,2017-04-09,Northern New England,1.33,14320.67,418277.81,2325.08,50867.56,29981.96,2.22,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
707,2017-04-30,Northern New England,1.39,9127.08,296827.97,1939.54,41352.44,58543.09,0.0,2.76,55.6,0.48,3.9,1.45,3.82,20,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
