,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax
0,2017-01-08,West Tex/New Mexico,0.76,486063.56,102288.73,15502.82,151408.26,199527.38,30.56,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
1,2017-01-29,West Tex/New Mexico,0.74,607131.32,61234.48,15028.65,159375.8,136376.6,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
2,2017-01-22,West Tex/New Mexico,0.67,653900.04,95147.87,14466.07,113880.3,223558.86,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
3,2017-01-02,West Tex/New Mexico,0.75,394004.15,96731.03,16147.28,134847.67,178016.4,2.22,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
4,2017-01-15,West Tex/New Mexico,0.73,565135.47,98377.69,17186.36,153857.94,234040.82,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
5,2017-01-08,Tampa,1.27,131948.41,75346.27,100.07,80554.92,63758.11,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
6,2017-01-29,Tampa,1.21,183508.26,90757.43,207.75,93866.67,76118.2,793.06,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
7,2017-01-22,Tampa,1.0,178179.3,151852.98,116.5,80110.89,137540.75,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
8,2017-01-02,Tampa,0.93,202816.81,150261.06,71.05,87852.78,137059.59,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
9,2017-01-15,Tampa,1.24,176596.61,89720.14,152.26,81860.82,77557.96,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
10,2017-01-08,Syracuse,1.43,1221.37,41382.49,11.79,24733.29,4.44,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
11,2017-01-29,Syracuse,1.36,1270.55,44228.54,101.0,25395.9,813.69,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
12,2017-01-22,Syracuse,1.52,1341.0,52570.04,16.27,24856.47,1075.94,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
13,2017-01-02,Syracuse,1.55,853.31,47182.71,7.0,16175.8,65.21,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
14,2017-01-15,Syracuse,1.4,1109.08,37401.39,21.0,29465.36,601.39,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
15,2017-01-08,St. Louis,1.11,65552.6,10274.73,133.06,58010.46,18595.06,48.61,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
16,2017-01-29,St. Louis,1.0,80253.19,15081.96,159.98,63464.66,33402.39,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
17,2017-01-22,St. Louis,1.14,63018.91,8315.4,105.28,54350.1,29635.26,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
18,2017-01-02,St. Louis,1.11,90181.75,10226.35,212.85,39615.42,4087.33,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
19,2017-01-15,St. Louis,1.11,71169.65,10367.87,63.07,72670.03,28999.78,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
20,2017-01-08,Spokane,0.78,16655.27,59371.33,68.06,61628.87,7043.88,163.89,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
21,2017-01-29,Spokane,0.84,20867.72,25238.48,27.25,56084.13,9927.04,48.33,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
22,2017-01-22,Spokane,0.88,19006.07,38753.45,153.69,49749.97,5680.78,86.54,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
23,2017-01-02,Spokane,0.87,11707.17,43700.05,511.0,58631.06,415.97,76.36,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
24,2017-01-15,Spokane,0.93,15011.06,31840.57,438.94,58001.9,2063.92,20.37,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
25,2017-01-08,South Central,0.74,3529761.56,1305030.08,18206.06,1296031.4,183062.26,15873.43,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
26,2017-01-29,South Central,0.76,4041490.37,922431.65,173874.57,996674.85,306892.76,8333.95,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
27,2017-01-22,South Central,0.74,4020198.09,957479.68,23685.51,1066264.87,128528.14,11482.21,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
28,2017-01-02,South Central,0.64,3587283.29,1719720.01,27548.73,1105953.16,230434.03,16334.42,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
29,2017-01-15,South Central,0.68,4335593.06,1264050.32,18959.07,1360058.7,110035.17,15029.82,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
30,2017-01-08,South Carolina,1.15,154597.55,75966.86,3127.12,83272.89,35695.78,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
31,2017-01-29,South Carolina,1.11,174671.54,85091.43,3175.63,91776.59,40642.03,54.17,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
32,2017-01-22,South Carolina,1.0,159931.18,121922.88,6643.91,98463.17,64777.75,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
33,2017-01-02,South Carolina,1.0,166822.96,105262.07,5223.2,57344.89,67509.75,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
34,2017-01-15,South Carolina,1.14,167680.27,86901.86,2850.92,70024.71,42458.53,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
35,2017-01-08,Seattle,0.8,106390.45,348112.17,274.97,456141.41,26533.02,609.91,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
36,2017-01-29,Seattle,0.86,114095.9,187068.73,478.51,496669.13,40312.44,306.27,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
37,2017-01-22,Seattle,0.85,102662.26,256663.56,556.69,393137.4,112547.31,326.6,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
38,2017-01-02,Seattle,0.84,79598.76,267691.37,705.61,469004.72,4461.1,538.48,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
39,2017-01-15,Seattle,0.93,88731.0,212640.4,894.17,442607.26,10132.02,532.42,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
40,2017-01-08,San Francisco,1.22,196279.04,665608.45,2547.79,80425.68,6315.06,2594.44,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
41,2017-01-29,San Francisco,1.13,371071.3,438456.28,15021.97,73349.82,844.31,10906.94,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
42,2017-01-22,San Francisco,0.94,297208.6,722757.78,5364.85,59393.11,3290.16,1498.61,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
43,2017-01-02,San Francisco,0.95,260100.73,717625.67,2490.66,60397.91,5515.08,1045.28,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
44,2017-01-15,San Francisco,1.23,211588.95,566260.12,2752.49,60288.11,5710.02,1667.5,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
45,2017-01-08,San Diego,0.96,146165.17,222743.67,15301.4,161975.42,36309.59,340.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
46,2017-01-29,San Diego,0.65,282233.2,253233.56,14380.96,209999.44,13407.3,3055.56,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
47,2017-01-22,San Diego,0.74,313593.77,174728.8,15139.2,179361.27,13050.11,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
48,2017-01-02,San Diego,0.93,149666.2,206181.12,15014.45,150517.04,37802.65,1128.89,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
49,2017-01-15,San Diego,0.87,156924.39,216675.95,14469.29,168153.59,23244.82,722.78,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
50,2017-01-08,Sacramento,1.15,156654.26,276138.98,642.55,66987.7,4336.66,2045.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
51,2017-01-29,Sacramento,1.08,203929.81,247415.04,7505.24,52021.69,35.56,2386.11,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
52,2017-01-22,Sacramento,0.98,166864.88,321763.18,2248.57,41368.62,487.79,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
53,2017-01-02,Sacramento,0.98,144876.31,339664.16,660.97,37920.98,2018.22,1625.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
54,2017-01-15,Sacramento,1.2,147645.88,275717.97,670.73,42762.25,2404.85,230.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
55,2017-01-08,Roanoke,1.13,44014.89,48526.46,92.52,52587.23,842.22,8.89,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
56,2017-01-29,Roanoke,1.13,37601.17,50930.88,146.84,53902.27,963.85,283.33,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
57,2017-01-22,Roanoke,1.04,48905.14,46802.42,142.99,66764.36,883.94,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
58,2017-01-02,Roanoke,0.97,43011.78,43260.01,125.37,55319.62,535.56,95.56,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
59,2017-01-15,Roanoke,1.06,50449.58,43695.52,94.12,63041.06,780.93,2.22,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
60,2017-01-08,Richmond/Norfolk,1.18,91466.86,106264.62,3253.48,73168.4,975.99,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
61,2017-01-29,Richmond/Norfolk,1.18,87900.17,104490.09,3433.47,62577.62,929.75,340.28,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
62,2017-01-22,Richmond/Norfolk,1.13,94347.19,107935.3,6890.03,75851.48,1617.35,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
63,2017-01-02,Richmond/Norfolk,1.11,82444.88,85577.58,5485.61,65961.19,1104.32,179.17,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
64,2017-01-15,Richmond/Norfolk,1.15,96322.65,89916.17,3884.99,69981.57,1164.58,43.06,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
65,2017-01-08,Raleigh/Greensboro,1.22,91874.42,105089.17,10444.52,95734.55,2051.56,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
66,2017-01-29,Raleigh/Greensboro,1.26,89311.71,113615.4,9272.33,81864.06,2185.89,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
67,2017-01-22,Raleigh/Greensboro,1.14,88147.39,135723.73,18581.37,80560.91,3984.25,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
68,2017-01-02,Raleigh/Greensboro,1.18,74754.07,125855.56,13633.95,66525.85,2664.58,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
69,2017-01-15,Raleigh/Greensboro,1.27,73384.69,111891.62,8946.58,80590.42,2435.17,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
70,2017-01-08,Portland,0.85,137600.57,252977.95,16698.99,423677.63,46173.85,517.02,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
71,2017-01-29,Portland,0.76,153610.95,175048.56,17090.49,423872.42,138350.97,1489.74,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
72,2017-01-22,Portland,0.87,107651.59,194199.57,16169.54,331105.98,62282.17,155.29,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
73,2017-01-02,Portland,0.73,100273.33,269506.85,13235.82,468972.79,17284.95,561.81,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
74,2017-01-15,Portland,0.85,109638.8,187142.02,17794.13,415774.16,27321.98,454.42,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
75,2017-01-08,Pittsburgh,1.02,65343.94,47296.47,2616.18,27826.18,9698.08,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
76,2017-01-29,Pittsburgh,1.26,34693.77,30342.44,1353.22,35389.28,5446.33,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
77,2017-01-22,Pittsburgh,1.04,68732.26,45716.42,3110.59,30703.03,11041.3,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
78,2017-01-02,Pittsburgh,1.02,58724.08,42203.79,2553.37,28298.47,9264.2,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
79,2017-01-15,Pittsburgh,1.08,74537.1,47948.29,3405.2,29876.42,12376.14,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
80,2017-01-08,Phoenix/Tucson,0.73,515078.84,275341.74,16071.97,140574.68,191804.69,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
81,2017-01-29,Phoenix/Tucson,0.58,799387.73,246921.02,16440.78,114964.92,202520.2,286.11,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
82,2017-01-22,Phoenix/Tucson,0.54,909748.65,296612.15,15561.81,98982.8,280317.27,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
83,2017-01-02,Phoenix/Tucson,0.63,560445.04,325471.67,15079.65,117177.54,151421.21,43.06,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
84,2017-01-15,Phoenix/Tucson,0.6,689503.99,362435.36,13938.56,136614.13,267595.1,100.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
85,2017-01-08,Philadelphia,1.39,16209.65,298757.98,1201.07,111625.82,7753.16,198.09,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
86,2017-01-29,Philadelphia,1.48,27673.88,248553.08,20098.48,114418.84,10028.59,543.78,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
87,2017-01-22,Philadelphia,1.51,18201.14,287008.11,58242.14,114958.9,9387.36,1547.58,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
88,2017-01-02,Philadelphia,1.4,12767.25,217447.76,3090.37,83428.92,5163.19,43.83,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
89,2017-01-15,Philadelphia,1.44,16847.12,282239.77,8983.4,118443.27,9006.12,220.8,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
90,2017-01-08,Orlando,1.28,118255.25,62039.01,116.51,65681.77,55671.45,5.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
91,2017-01-29,Orlando,1.24,153528.1,72365.95,196.49,70535.42,67422.83,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
92,2017-01-22,Orlando,1.0,167213.01,125193.82,178.8,66571.38,121936.43,180.56,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
93,2017-01-02,Orlando,0.95,166581.9,110283.97,151.92,61681.31,108384.87,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
94,2017-01-15,Orlando,1.27,148500.59,72248.12,175.19,69128.81,66907.79,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
95,2017-01-08,Northern New England,1.19,13448.46,348811.57,5517.5,57223.18,0.0,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
96,2017-01-29,Northern New England,1.21,15901.2,348629.28,3634.19,55222.35,0.0,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
97,2017-01-22,Northern New England,1.17,16606.58,421568.56,9377.69,54789.15,3.33,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
98,2017-01-02,Northern New England,1.11,20667.36,414792.25,3313.1,37466.32,0.0,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
99,2017-01-15,Northern New England,1.25,13397.71,330248.49,6370.03,71246.73,0.0,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
100,2017-01-08,New York,1.29,18585.1,1207607.23,6403.22,258470.17,40822.02,186.95,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
101,2017-01-29,New York,1.52,17844.88,816423.62,94445.56,285574.23,51331.29,4944.89,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
102,2017-01-22,New York,1.48,15652.26,1169600.51,206537.54,288384.55,36337.65,5404.53,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
103,2017-01-02,New York,1.44,10498.68,668183.16,22804.6,208504.55,30684.59,307.59,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
104,2017-01-15,New York,1.38,14301.61,995747.96,58355.49,275101.56,38860.92,1896.5,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
105,2017-01-08,New Orleans/Mobile,1.1,124108.53,31296.37,316.0,52403.61,13645.16,9115.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
106,2017-01-29,New Orleans/Mobile,0.97,208314.95,36546.78,316.0,77868.08,15523.54,5670.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
107,2017-01-22,New Orleans/Mobile,1.06,138670.15,34757.27,273.0,56028.66,29497.19,8105.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
108,2017-01-02,New Orleans/Mobile,0.81,175385.65,42839.67,242.0,68817.75,24039.54,7348.33,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
109,2017-01-15,New Orleans/Mobile,1.01,171326.01,35657.65,232.92,60508.85,16912.83,6445.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
110,2017-01-08,Nashville,0.84,126438.73,17389.25,183.0,98008.64,12089.55,985.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
111,2017-01-29,Nashville,0.93,109656.49,20938.22,122.93,92858.91,14816.18,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
112,2017-01-22,Nashville,0.87,112820.57,30481.58,81.46,82914.32,24413.26,478.33,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
113,2017-01-02,Nashville,0.73,112089.34,27327.66,71.34,87099.25,20952.22,1535.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
114,2017-01-15,Nashville,0.89,109163.63,20522.38,121.39,106434.47,15372.87,300.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
115,2017-01-08,Miami/Ft. Lauderdale,1.4,209904.22,121128.25,293.18,85738.78,105206.85,6.94,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
116,2017-01-29,Miami/Ft. Lauderdale,1.3,271896.48,128996.33,519.69,99039.03,108598.82,670.83,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
117,2017-01-22,Miami/Ft. Lauderdale,1.05,308899.67,230819.58,377.73,71856.16,181454.14,106.94,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
118,2017-01-02,Miami/Ft. Lauderdale,0.98,309692.08,199635.67,540.23,84253.42,193284.7,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
119,2017-01-15,Miami/Ft. Lauderdale,1.34,251140.35,125991.87,544.78,82722.7,128082.49,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
120,2017-01-08,Louisville,0.86,2489.41,55251.9,397.86,17859.61,42296.4,15.56,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
121,2017-01-29,Louisville,0.94,2082.57,55703.27,217.7,17307.09,40985.94,13.33,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
122,2017-01-22,Louisville,0.94,2407.87,66870.27,714.26,18678.36,38926.99,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
123,2017-01-02,Louisville,0.77,1692.13,60441.72,643.88,12573.63,35198.14,146.67,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
124,2017-01-15,Louisville,1.06,2069.09,43683.9,281.29,17644.78,25682.37,0.0,9.92,42.2,3.61,3.61,7.1,3.61,0,1.78,1.59,1.43,1.77,1.69,1.29,0.7,34.0,50.3
