,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi
0,2017-01-08,West Tex/New Mexico,1.18,1327.98,2617.2,5.75,10283.85,140.61,0.0,9.92,42.2,3.61
1,2017-01-29,West Tex/New Mexico,1.3,1486.34,4498.48,26.12,11821.76,6.67,0.0,9.92,42.2,3.61
2,2017-01-22,West Tex/New Mexico,1.21,1413.93,2820.53,20.25,12073.07,102.86,0.0,9.92,42.2,3.61
3,2017-01-02,West Tex/New Mexico,1.28,867.66,3434.02,37.3,10815.88,153.01,0.0,9.92,42.2,3.61
4,2017-01-15,West Tex/New Mexico,1.19,1203.87,2904.22,23.07,12476.57,406.5,0.0,9.92,42.2,3.61
5,2017-01-08,Tampa,1.21,285.78,50.14,0.0,3836.67,2348.11,0.0,9.92,42.2,3.61
6,2017-01-29,Tampa,1.43,263.33,46.22,0.0,2496.67,2445.51,0.0,9.92,42.2,3.61
7,2017-01-22,Tampa,1.2,252.11,33.77,0.0,4266.66,2387.17,0.0,9.92,42.2,3.61
8,2017-01-02,Tampa,1.22,287.57,36.42,0.0,3530.0,2051.06,0.0,9.92,42.2,3.61
9,2017-01-15,Tampa,1.21,320.78,60.1,0.0,4763.33,2381.83,0.0,9.92,42.2,3.61
10,2017-01-08,Syracuse,1.7,0.0,113.63,0.0,1777.21,552.73,0.0,9.92,42.2,3.61
11,2017-01-29,Syracuse,1.67,0.0,106.8,0.0,1473.19,169.52,0.0,9.92,42.2,3.61
12,2017-01-22,Syracuse,1.57,19.02,65.93,0.0,1795.94,0.0,0.0,9.92,42.2,3.61
13,2017-01-02,Syracuse,1.7,6.3,42.83,0.0,1263.57,498.33,0.0,9.92,42.2,3.61
14,2017-01-15,Syracuse,1.53,2.53,156.91,0.0,3000.33,19.68,0.0,9.92,42.2,3.61
15,2017-01-08,St. Louis,1.67,1559.52,325.05,0.0,1381.78,799.3,0.0,9.92,42.2,3.61
16,2017-01-29,St. Louis,1.36,1315.28,514.22,0.0,811.11,3629.27,0.0,9.92,42.2,3.61
17,2017-01-22,St. Louis,1.4,1189.05,791.05,0.0,1287.78,3266.73,0.0,9.92,42.2,3.61
18,2017-01-02,St. Louis,1.46,1662.86,413.93,0.0,716.11,3057.9,0.0,9.92,42.2,3.61
19,2017-01-15,St. Louis,1.45,1997.04,657.61,0.0,1305.0,3628.82,0.0,9.92,42.2,3.61
20,2017-01-08,Spokane,1.16,14.26,914.68,0.0,168.63,3016.13,0.0,9.92,42.2,3.61
21,2017-01-29,Spokane,1.26,71.23,1070.47,0.0,123.23,3041.36,0.0,9.92,42.2,3.61
22,2017-01-22,Spokane,1.28,99.78,928.56,0.0,63.35,2658.53,0.0,9.92,42.2,3.61
23,2017-01-02,Spokane,1.21,69.23,745.26,0.0,7.92,2047.55,0.0,9.92,42.2,3.61
24,2017-01-15,Spokane,1.17,24.44,1016.47,0.0,35.08,3395.02,0.0,9.92,42.2,3.61
25,2017-01-08,South Central,1.1,26212.5,6181.32,0.0,69782.27,2248.79,0.0,9.92,42.2,3.61
26,2017-01-29,South Central,1.08,35172.06,5405.54,0.0,76958.46,3667.47,0.0,9.92,42.2,3.61
27,2017-01-22,South Central,1.02,28151.07,6856.25,0.0,107713.44,4442.38,0.0,9.92,42.2,3.61
28,2017-01-02,South Central,1.23,22474.95,4797.17,17.37,37358.81,1968.24,0.0,9.92,42.2,3.61
29,2017-01-15,South Central,1.06,22335.2,6350.11,0.0,78546.46,1785.48,0.0,9.92,42.2,3.61
30,2017-01-08,South Carolina,1.48,304.42,3669.2,222.07,4469.22,887.18,0.0,9.92,42.2,3.61
31,2017-01-29,South Carolina,1.43,332.61,3466.84,214.77,4009.54,1184.5,0.0,9.92,42.2,3.61
32,2017-01-22,South Carolina,1.44,321.4,3190.68,234.85,3826.57,945.57,0.0,9.92,42.2,3.61
33,2017-01-02,South Carolina,1.67,296.57,2833.99,185.96,2687.3,862.28,0.0,9.92,42.2,3.61
34,2017-01-15,South Carolina,1.45,344.06,3697.15,253.5,4430.4,967.72,0.0,9.92,42.2,3.61
35,2017-01-08,Seattle,1.23,537.65,11503.88,6.58,583.94,38311.93,0.0,9.92,42.2,3.61
36,2017-01-29,Seattle,1.22,636.48,10502.66,58.27,1544.23,33002.38,0.0,9.92,42.2,3.61
37,2017-01-22,Seattle,1.32,654.95,10318.19,9.24,557.91,28239.89,0.0,9.92,42.2,3.61
38,2017-01-02,Seattle,1.23,486.56,11213.59,2.63,510.07,29168.58,0.0,9.92,42.2,3.61
39,2017-01-15,Seattle,1.25,447.27,11513.38,1.32,690.75,35661.0,0.0,9.92,42.2,3.61
40,2017-01-08,San Francisco,2.58,6273.0,8466.99,0.0,3347.06,9.51,0.0,9.92,42.2,3.61
41,2017-01-29,San Francisco,2.7,7224.2,7671.88,2.86,2809.55,0.0,0.0,9.92,42.2,3.61
42,2017-01-22,San Francisco,2.03,8435.86,9045.98,2.86,2957.23,0.0,0.0,9.92,42.2,3.61
43,2017-01-02,San Francisco,2.54,7268.66,10452.56,0.0,2189.29,0.0,0.0,9.92,42.2,3.61
44,2017-01-15,San Francisco,2.7,5875.7,8476.23,0.0,2841.2,9.54,0.0,9.92,42.2,3.61
45,2017-01-08,San Diego,1.52,2363.28,9429.06,0.0,3266.31,1717.32,0.0,9.92,42.2,3.61
46,2017-01-29,San Diego,1.21,1477.75,8949.53,4.86,3304.61,4454.71,0.0,9.92,42.2,3.61
47,2017-01-22,San Diego,1.73,2019.23,6869.87,0.0,626.78,1326.89,0.0,9.92,42.2,3.61
48,2017-01-02,San Diego,1.45,1385.18,8618.28,0.0,957.31,4791.48,0.0,9.92,42.2,3.61
49,2017-01-15,San Diego,1.82,2529.2,7637.66,0.0,993.41,418.15,0.0,9.92,42.2,3.61
50,2017-01-08,Sacramento,2.15,1630.79,3665.0,0.0,396.46,0.0,0.0,9.92,42.2,3.61
51,2017-01-29,Sacramento,2.02,1652.72,4786.42,12.15,296.98,0.0,0.0,9.92,42.2,3.61
52,2017-01-22,Sacramento,1.89,1800.88,3930.91,0.0,283.89,0.0,0.0,9.92,42.2,3.61
53,2017-01-02,Sacramento,2.24,1906.72,3364.33,0.0,364.22,0.0,0.0,9.92,42.2,3.61
54,2017-01-15,Sacramento,2.31,1502.96,3492.53,0.0,265.39,6.67,0.0,9.92,42.2,3.61
55,2017-01-08,Roanoke,1.61,263.74,2764.44,0.0,2213.02,0.0,0.0,9.92,42.2,3.61
56,2017-01-29,Roanoke,1.18,339.58,3824.05,0.0,1293.27,2475.65,0.0,9.92,42.2,3.61
57,2017-01-22,Roanoke,1.16,234.38,2584.95,0.0,2177.11,2529.45,0.0,9.92,42.2,3.61
58,2017-01-02,Roanoke,1.51,212.55,2337.72,0.0,1257.08,162.63,0.0,9.92,42.2,3.61
59,2017-01-15,Roanoke,1.6,194.17,3113.34,0.0,2091.46,0.0,0.0,9.92,42.2,3.61
60,2017-01-08,Richmond/Norfolk,1.48,490.6,3085.34,205.36,4290.63,0.0,0.0,9.92,42.2,3.61
61,2017-01-29,Richmond/Norfolk,1.32,592.19,3683.49,230.3,1829.27,1689.55,0.0,9.92,42.2,3.61
62,2017-01-22,Richmond/Norfolk,1.27,436.2,2878.14,180.28,2901.02,1671.13,0.0,9.92,42.2,3.61
63,2017-01-02,Richmond/Norfolk,1.62,584.97,2230.14,209.54,1895.76,0.0,0.0,9.92,42.2,3.61
64,2017-01-15,Richmond/Norfolk,1.56,434.68,2923.44,197.24,2491.64,0.0,0.0,9.92,42.2,3.61
65,2017-01-08,Raleigh/Greensboro,1.52,179.81,4508.4,369.14,6018.6,200.07,0.0,9.92,42.2,3.61
66,2017-01-29,Raleigh/Greensboro,1.63,210.3,5718.04,367.53,5464.33,639.94,0.0,9.92,42.2,3.61
67,2017-01-22,Raleigh/Greensboro,1.59,224.66,4242.03,477.69,5420.39,465.98,0.0,9.92,42.2,3.61
68,2017-01-02,Raleigh/Greensboro,1.78,121.25,3157.17,299.93,4271.94,187.93,0.0,9.92,42.2,3.61
69,2017-01-15,Raleigh/Greensboro,1.62,185.33,5492.56,523.31,3842.0,167.2,0.0,9.92,42.2,3.61
70,2017-01-08,Portland,1.01,3790.24,6998.59,14.77,279.31,36473.78,0.0,9.92,42.2,3.61
71,2017-01-29,Portland,0.99,3147.45,4138.38,1.63,849.74,27562.9,0.0,9.92,42.2,3.61
72,2017-01-22,Portland,0.96,2500.96,4287.6,6.54,321.1,30626.37,0.0,9.92,42.2,3.61
73,2017-01-02,Portland,0.99,4842.14,3008.78,0.0,173.02,23803.56,0.0,9.92,42.2,3.61
74,2017-01-15,Portland,0.98,3851.49,4314.91,8.19,310.38,34210.87,0.0,9.92,42.2,3.61
75,2017-01-08,Pittsburgh,1.45,901.71,23.73,0.0,7578.16,482.12,0.0,9.92,42.2,3.61
76,2017-01-29,Pittsburgh,1.43,940.32,19.9,0.0,7464.93,527.01,0.0,9.92,42.2,3.61
77,2017-01-22,Pittsburgh,1.4,768.82,5.01,0.0,7606.17,448.82,0.0,9.92,42.2,3.61
78,2017-01-02,Pittsburgh,1.5,953.37,23.92,0.0,8432.66,315.13,0.0,9.92,42.2,3.61
79,2017-01-15,Pittsburgh,1.47,935.06,25.23,0.0,6577.57,373.72,0.0,9.92,42.2,3.61
80,2017-01-08,Phoenix/Tucson,1.4,3667.93,4389.06,0.0,5140.05,47.76,0.0,9.92,42.2,3.61
81,2017-01-29,Phoenix/Tucson,1.49,4218.73,4389.86,0.0,5789.71,20.92,0.0,9.92,42.2,3.61
82,2017-01-22,Phoenix/Tucson,1.59,2433.61,3905.32,0.0,3964.66,29.78,0.0,9.92,42.2,3.61
83,2017-01-02,Phoenix/Tucson,1.88,2155.99,3030.64,1.2,2547.83,5.32,0.0,9.92,42.2,3.61
84,2017-01-15,Phoenix/Tucson,1.49,3008.72,3123.32,0.0,5443.7,7.09,0.0,9.92,42.2,3.61
85,2017-01-08,Philadelphia,2.04,1445.86,3282.72,8.16,5425.61,67.78,0.0,9.92,42.2,3.61
86,2017-01-29,Philadelphia,1.9,1374.83,3255.7,9.02,6844.43,90.9,0.0,9.92,42.2,3.61
87,2017-01-22,Philadelphia,2.0,1524.38,3321.89,13.78,5279.57,60.15,0.0,9.92,42.2,3.61
88,2017-01-02,Philadelphia,1.98,1221.92,3644.99,5.08,3703.42,25.25,0.0,9.92,42.2,3.61
89,2017-01-15,Philadelphia,2.0,1218.57,3918.11,15.5,6361.46,24.89,0.0,9.92,42.2,3.61
90,2017-01-08,Orlando,1.26,521.24,35.6,0.0,2883.33,2988.98,0.0,9.92,42.2,3.61
91,2017-01-29,Orlando,1.47,580.6,63.11,0.0,1900.01,3512.03,0.0,9.92,42.2,3.61
92,2017-01-22,Orlando,1.26,527.11,78.21,0.0,3583.33,2552.85,0.0,9.92,42.2,3.61
93,2017-01-02,Orlando,1.28,558.15,26.59,0.0,2530.0,2572.21,0.0,9.92,42.2,3.61
94,2017-01-15,Orlando,1.26,539.1,112.35,0.0,3426.67,3245.6,0.0,9.92,42.2,3.61
95,2017-01-08,Northern New England,1.86,3.76,254.54,0.0,12519.63,0.0,0.0,9.92,42.2,3.61
96,2017-01-29,Northern New England,1.84,3.82,333.23,0.0,12452.07,0.0,0.0,9.92,42.2,3.61
97,2017-01-22,Northern New England,1.89,2.54,185.06,0.0,13305.25,0.0,0.0,9.92,42.2,3.61
98,2017-01-02,Northern New England,1.91,6.23,130.87,0.0,9076.99,0.0,0.0,9.92,42.2,3.61
99,2017-01-15,Northern New England,1.77,0.0,197.94,0.0,10659.3,0.0,0.0,9.92,42.2,3.61
100,2017-01-08,New York,2.15,6642.33,18205.31,338.5,17103.64,466.02,0.0,9.92,42.2,3.61
101,2017-01-29,New York,2.08,6492.22,19169.83,74.51,20510.68,354.92,0.0,9.92,42.2,3.61
102,2017-01-22,New York,2.05,6679.14,21232.95,1039.74,19821.48,282.8,0.0,9.92,42.2,3.61
103,2017-01-02,New York,2.06,6071.7,20105.65,1025.49,11934.77,122.94,0.0,9.92,42.2,3.61
104,2017-01-15,New York,2.09,6002.05,18195.1,117.02,17791.92,127.16,0.0,9.92,42.2,3.61
105,2017-01-08,New Orleans/Mobile,1.26,189.58,0.0,0.0,3309.59,1578.8,0.0,9.92,42.2,3.61
106,2017-01-29,New Orleans/Mobile,1.3,129.28,0.0,0.0,1861.27,948.73,0.0,9.92,42.2,3.61
107,2017-01-22,New Orleans/Mobile,1.31,190.38,5.98,0.0,2815.27,1016.66,0.0,9.92,42.2,3.61
108,2017-01-02,New Orleans/Mobile,1.3,125.73,11.78,0.0,1947.5,733.21,0.0,9.92,42.2,3.61
109,2017-01-15,New Orleans/Mobile,1.3,101.17,11.9,0.0,2775.42,984.97,0.0,9.92,42.2,3.61
110,2017-01-08,Nashville,1.53,209.0,2389.04,0.0,62.22,505.49,0.0,9.92,42.2,3.61
111,2017-01-29,Nashville,1.41,296.39,1977.1,0.0,78.33,903.05,0.0,9.92,42.2,3.61
112,2017-01-22,Nashville,0.86,172.58,2287.61,0.0,57.77,4109.38,0.0,9.92,42.2,3.61
113,2017-01-02,Nashville,1.53,210.85,3088.93,0.0,62.22,387.48,0.0,9.92,42.2,3.61
114,2017-01-15,Nashville,1.54,238.89,2018.46,0.0,73.89,630.89,0.0,9.92,42.2,3.61
115,2017-01-08,Miami/Ft. Lauderdale,1.23,421.41,6.73,0.0,3260.0,2526.29,0.0,9.92,42.2,3.61
116,2017-01-29,Miami/Ft. Lauderdale,1.23,255.33,8.07,0.0,2085.56,2123.81,0.0,9.92,42.2,3.61
117,2017-01-22,Miami/Ft. Lauderdale,1.19,221.91,12.1,0.0,3727.78,1926.19,0.0,9.92,42.2,3.61
118,2017-01-02,Miami/Ft. Lauderdale,1.21,290.61,20.17,0.0,1970.0,2972.72,0.0,9.92,42.2,3.61
119,2017-01-15,Miami/Ft. Lauderdale,1.19,297.27,12.11,0.0,5116.66,2281.27,0.0,9.92,42.2,3.61
120,2017-01-08,Louisville,1.55,0.0,1157.89,0.0,656.66,8.39,0.0,9.92,42.2,3.61
121,2017-01-29,Louisville,1.45,0.0,938.08,0.0,193.33,338.51,0.0,9.92,42.2,3.61
122,2017-01-22,Louisville,1.31,0.0,1006.17,0.0,536.66,554.78,0.0,9.92,42.2,3.61
123,2017-01-02,Louisville,1.59,5.04,1395.31,0.0,513.34,0.0,0.0,9.92,42.2,3.61
124,2017-01-15,Louisville,1.6,13.85,1318.58,0.0,626.67,0.0,0.0,9.92,42.2,3.61
125,2017-01-08,Los Angeles,1.19,18961.66,33123.81,3.12,57800.85,3063.84,0.0,9.92,42.2,3.61
126,2017-01-29,Los Angeles,1.09,16192.49,29310.8,1.56,42914.14,11178.28,0.0,9.92,42.2,3.61
127,2017-01-22,Los Angeles,1.27,10912.94,21788.2,3.12,41824.67,2889.68,0.0,9.92,42.2,3.61
128,2017-01-02,Los Angeles,1.07,15830.84,28951.76,1.56,43159.57,12006.59,0.0,9.92,42.2,3.61
129,2017-01-15,Los Angeles,1.3,13881.57,25602.56,3.12,46301.47,1057.0,0.0,9.92,42.2,3.61
130,2017-01-08,Las Vegas,1.22,1287.54,2376.07,0.0,6938.25,39.33,0.0,9.92,42.2,3.61
131,2017-01-29,Las Vegas,1.31,1129.81,3211.73,9.28,7258.26,29.47,0.0,9.92,42.2,3.61
132,2017-01-22,Las Vegas,1.34,1117.76,3189.79,0.0,5992.65,12.55,0.0,9.92,42.2,3.61
133,2017-01-02,Las Vegas,1.36,997.48,2950.94,0.0,5478.55,136.86,0.0,9.92,42.2,3.61
134,2017-01-15,Las Vegas,1.39,941.79,2918.63,0.0,5582.41,0.0,0.0,9.92,42.2,3.61
135,2017-01-08,Jacksonville,1.26,325.5,108.5,0.0,1050.0,2595.99,0.0,9.92,42.2,3.61
136,2017-01-29,Jacksonville,1.39,238.27,58.03,16.05,432.22,2864.22,0.0,9.92,42.2,3.61
137,2017-01-22,Jacksonville,1.23,296.3,67.34,20.81,1396.67,3183.38,0.0,9.92,42.2,3.61
138,2017-01-02,Jacksonville,1.24,245.43,38.31,2.39,910.0,2511.54,0.0,9.92,42.2,3.61
139,2017-01-15,Jacksonville,1.25,338.85,97.16,14.57,1172.22,2995.77,0.0,9.92,42.2,3.61
140,2017-01-08,Indianapolis,1.6,189.89,1297.6,0.0,1278.26,151.21,0.0,9.92,42.2,3.61
141,2017-01-29,Indianapolis,1.04,222.81,1495.17,0.0,1209.49,2644.52,0.0,9.92,42.2,3.61
142,2017-01-22,Indianapolis,0.84,139.19,1459.2,0.0,1493.79,4216.07,0.0,9.92,42.2,3.61
143,2017-01-02,Indianapolis,1.76,147.29,1025.37,0.0,614.99,168.35,0.0,9.92,42.2,3.61
144,2017-01-15,Indianapolis,1.31,168.82,1536.1,0.0,1279.52,1037.1,0.0,9.92,42.2,3.61
145,2017-01-08,Houston,1.07,9041.57,47.04,0.0,11028.34,0.0,0.0,9.92,42.2,3.61
146,2017-01-29,Houston,0.93,7985.23,303.14,0.0,25640.29,0.0,0.0,9.92,42.2,3.61
147,2017-01-22,Houston,0.94,8152.04,748.06,0.0,26176.05,0.0,0.0,9.92,42.2,3.61
148,2017-01-02,Houston,1.4,7550.89,58.71,0.0,2499.86,0.0,0.0,9.92,42.2,3.61
149,2017-01-15,Houston,0.95,8281.17,13.75,0.0,22397.35,6.67,0.0,9.92,42.2,3.61
150,2017-01-08,Hartford/Springfield,2.43,38.45,4063.04,17.85,5593.41,167.83,0.0,9.92,42.2,3.61
151,2017-01-29,Hartford/Springfield,2.43,96.15,3494.43,9.62,5602.31,209.86,0.0,9.92,42.2,3.61
152,2017-01-22,Hartford/Springfield,2.44,101.61,3410.7,9.61,6038.97,22.88,0.0,9.92,42.2,3.61
153,2017-01-02,Hartford/Springfield,2.44,152.32,7697.1,12.35,3947.64,167.72,0.0,9.92,42.2,3.61
154,2017-01-15,Hartford/Springfield,2.43,119.46,4601.08,6.87,6277.53,198.33,0.0,9.92,42.2,3.61
155,2017-01-08,Harrisburg/Scranton,1.95,403.32,226.87,8.73,6723.31,4.12,0.0,9.92,42.2,3.61
156,2017-01-29,Harrisburg/Scranton,1.72,364.78,195.77,10.16,8622.95,60.87,0.0,9.92,42.2,3.61
157,2017-01-22,Harrisburg/Scranton,1.76,356.74,139.44,16.83,7826.68,20.39,0.0,9.92,42.2,3.61
158,2017-01-02,Harrisburg/Scranton,1.93,255.89,189.26,6.76,5004.63,0.0,0.0,9.92,42.2,3.61
159,2017-01-15,Harrisburg/Scranton,1.88,308.39,178.54,9.18,8134.3,0.0,0.0,9.92,42.2,3.61
160,2017-01-08,Great Lakes,1.55,4237.93,57604.54,0.0,28785.23,9507.07,0.0,9.92,42.2,3.61
161,2017-01-29,Great Lakes,1.35,4443.31,72888.67,0.0,24074.61,28158.8,0.0,9.92,42.2,3.61
162,2017-01-22,Great Lakes,1.19,3657.79,74068.65,0.0,27302.29,50305.72,0.0,9.92,42.2,3.61
163,2017-01-02,Great Lakes,1.44,4104.86,69800.29,0.0,23593.03,6655.73,0.0,9.92,42.2,3.61
164,2017-01-15,Great Lakes,1.7,4370.03,67260.09,0.0,25703.71,6153.89,0.0,9.92,42.2,3.61
165,2017-01-08,Grand Rapids,1.52,108.05,1992.56,0.0,550.0,0.0,0.0,9.92,42.2,3.61
166,2017-01-29,Grand Rapids,1.67,47.74,1079.73,0.0,386.67,112.33,0.0,9.92,42.2,3.61
167,2017-01-22,Grand Rapids,1.52,65.96,2010.96,0.0,616.67,0.0,0.0,9.92,42.2,3.61
168,2017-01-02,Grand Rapids,1.79,84.21,738.23,0.0,263.33,10.0,0.0,9.92,42.2,3.61
169,2017-01-15,Grand Rapids,1.75,60.33,973.7,0.0,393.33,0.0,0.0,9.92,42.2,3.61
170,2017-01-08,Detroit,1.74,751.53,5747.86,0.0,973.89,682.79,0.0,9.92,42.2,3.61
171,2017-01-29,Detroit,1.54,724.05,4667.55,0.0,770.05,1688.87,0.0,9.92,42.2,3.61
172,2017-01-22,Detroit,0.77,645.63,4104.58,0.0,1331.38,13370.58,0.0,9.92,42.2,3.61
173,2017-01-02,Detroit,1.77,593.56,6565.28,0.0,280.0,106.98,0.0,9.92,42.2,3.61
174,2017-01-15,Detroit,1.88,790.85,6131.31,0.0,937.88,15.32,0.0,9.92,42.2,3.61
175,2017-01-08,Denver,0.8,8720.61,1639.28,53.69,3473.4,25516.44,0.0,9.92,42.2,3.61
176,2017-01-29,Denver,1.49,13842.27,3182.83,13.72,1226.26,76.25,0.0,9.92,42.2,3.61
177,2017-01-22,Denver,0.98,12519.74,5289.45,11.43,8840.51,2621.42,0.0,9.92,42.2,3.61
178,2017-01-02,Denver,0.91,4103.45,775.73,5.71,3485.79,13078.69,0.0,9.92,42.2,3.61
179,2017-01-15,Denver,0.73,18780.82,3010.21,270.75,15918.63,12705.96,0.0,9.92,42.2,3.61
180,2017-01-08,Dallas/Ft. Worth,1.02,4931.0,1063.86,0.0,17898.83,137.96,0.0,9.92,42.2,3.61
181,2017-01-29,Dallas/Ft. Worth,1.16,9611.35,639.38,0.0,12862.31,95.77,0.0,9.92,42.2,3.61
182,2017-01-22,Dallas/Ft. Worth,1.03,6279.44,1204.4,0.0,21974.04,89.16,0.0,9.92,42.2,3.61
183,2017-01-02,Dallas/Ft. Worth,1.06,4110.67,312.11,0.0,11137.36,109.7,0.0,9.92,42.2,3.61
184,2017-01-15,Dallas/Ft. Worth,1.04,3979.48,1535.52,0.0,13871.35,86.44,0.0,9.92,42.2,3.61
185,2017-01-08,Columbus,1.56,579.67,2132.29,0.0,2139.81,139.92,0.0,9.92,42.2,3.61
186,2017-01-29,Columbus,1.49,801.47,3370.23,0.0,2039.28,760.43,0.0,9.92,42.2,3.61
187,2017-01-22,Columbus,0.94,627.36,2305.21,0.0,2082.68,6243.4,0.0,9.92,42.2,3.61
188,2017-01-02,Columbus,1.58,772.98,2724.28,0.0,2273.79,177.61,0.0,9.92,42.2,3.61
189,2017-01-15,Columbus,1.73,626.06,2307.26,0.0,2172.89,42.77,0.0,9.92,42.2,3.61
190,2017-01-08,Cincinnati/Dayton,1.07,323.43,6801.77,0.0,654.36,4566.45,0.0,9.92,42.2,3.61
191,2017-01-29,Cincinnati/Dayton,0.8,241.14,4263.69,0.0,446.01,10877.16,0.0,9.92,42.2,3.61
192,2017-01-22,Cincinnati/Dayton,1.58,235.68,4884.31,0.0,694.68,1394.83,0.0,9.92,42.2,3.61
193,2017-01-02,Cincinnati/Dayton,1.23,351.72,8558.19,0.0,293.33,1595.01,0.0,9.92,42.2,3.61
194,2017-01-15,Cincinnati/Dayton,1.88,364.39,5229.29,0.0,715.87,40.22,0.0,9.92,42.2,3.61
195,2017-01-08,Chicago,1.81,70.76,23893.31,0.0,4135.27,0.0,0.0,9.92,42.2,3.61
196,2017-01-29,Chicago,1.51,87.33,40554.73,0.0,4088.9,4.44,0.0,9.92,42.2,3.61
197,2017-01-22,Chicago,1.51,52.69,43587.09,0.0,3921.25,0.0,0.0,9.92,42.2,3.61
198,2017-01-02,Chicago,1.34,36.67,34076.57,0.0,2802.63,0.0,0.0,9.92,42.2,3.61
199,2017-01-15,Chicago,1.85,78.31,34378.08,0.0,4086.11,0.0,0.0,9.92,42.2,3.61
200,2017-01-08,Charlotte,1.49,235.17,4456.81,620.22,5971.02,454.4,0.0,9.92,42.2,3.61
201,2017-01-29,Charlotte,1.5,131.99,4705.7,520.72,4139.08,555.94,0.0,9.92,42.2,3.61
202,2017-01-22,Charlotte,1.48,92.31,3486.55,448.82,3971.5,444.67,0.0,9.92,42.2,3.61
203,2017-01-02,Charlotte,1.7,120.83,3134.68,489.12,3126.49,353.95,0.0,9.92,42.2,3.61
204,2017-01-15,Charlotte,1.5,148.64,4643.38,570.26,4702.52,607.27,0.0,9.92,42.2,3.61
205,2017-01-08,Buffalo/Rochester,1.73,13.4,175.02,0.0,2000.75,1058.2,0.0,9.92,42.2,3.61
206,2017-01-29,Buffalo/Rochester,1.61,2.44,347.33,0.0,1829.7,169.3,0.0,9.92,42.2,3.61
207,2017-01-22,Buffalo/Rochester,1.5,8.54,139.02,0.0,2440.12,2.71,0.0,9.92,42.2,3.61
208,2017-01-02,Buffalo/Rochester,1.64,8.52,320.56,0.0,2585.1,511.31,0.0,9.92,42.2,3.61
209,2017-01-15,Buffalo/Rochester,1.58,7.31,184.83,0.0,3416.66,549.67,0.0,9.92,42.2,3.61
210,2017-01-08,Boston,1.95,8.39,1134.04,0.0,15137.23,1275.54,0.0,9.92,42.2,3.61
211,2017-01-29,Boston,1.9,8.37,1127.0,0.0,13878.77,256.45,0.0,9.92,42.2,3.61
212,2017-01-22,Boston,1.93,9.6,969.46,0.0,14438.25,0.0,0.0,9.92,42.2,3.61
213,2017-01-02,Boston,2.06,14.8,2181.53,0.0,10636.25,605.64,0.0,9.92,42.2,3.61
214,2017-01-15,Boston,1.88,12.3,1315.1,0.0,15554.34,130.54,0.0,9.92,42.2,3.61
215,2017-01-08,Boise,1.04,3.0,585.08,0.0,632.37,2916.9,0.0,9.92,42.2,3.61
216,2017-01-29,Boise,1.06,15.2,452.12,0.0,623.74,2121.31,0.0,9.92,42.2,3.61
217,2017-01-22,Boise,1.06,3.0,450.57,0.0,639.29,1990.52,0.0,9.92,42.2,3.61
218,2017-01-02,Boise,1.05,0.0,368.63,0.0,577.91,1877.28,0.0,9.92,42.2,3.61
219,2017-01-15,Boise,1.06,0.0,457.07,0.0,508.41,2106.39,0.0,9.92,42.2,3.61
220,2017-01-08,Baltimore/Washington,1.85,1325.19,7679.48,444.8,8534.42,5.54,0.0,9.92,42.2,3.61
221,2017-01-29,Baltimore/Washington,1.85,1050.68,7816.85,330.58,8090.55,4.83,0.0,9.92,42.2,3.61
222,2017-01-22,Baltimore/Washington,1.85,1219.26,8061.11,345.66,8826.54,33.84,0.0,9.92,42.2,3.61
223,2017-01-02,Baltimore/Washington,1.92,1420.47,6298.07,325.44,5857.48,0.0,0.0,9.92,42.2,3.61
224,2017-01-15,Baltimore/Washington,1.82,1359.33,8445.66,294.96,10651.09,8.3,0.0,9.92,42.2,3.61
225,2017-01-08,Atlanta,1.74,1456.0,5316.57,0.0,0.0,1471.6,0.0,9.92,42.2,3.61
226,2017-01-29,Atlanta,1.53,1102.57,4181.73,0.0,5.58,2040.98,0.0,9.92,42.2,3.61
227,2017-01-22,Atlanta,1.62,1121.56,4738.82,0.0,2.79,1621.82,0.0,9.92,42.2,3.61
228,2017-01-02,Atlanta,1.81,956.73,2862.95,0.0,5.55,1517.62,0.0,9.92,42.2,3.61
229,2017-01-15,Atlanta,1.62,1129.49,3582.5,0.0,0.0,1579.3,0.0,9.92,42.2,3.61
230,2017-01-08,Albany,1.94,63.46,478.31,0.0,1687.75,0.0,0.0,9.92,42.2,3.61
231,2017-01-29,Albany,1.86,32.53,123.14,0.0,1640.14,0.0,0.0,9.92,42.2,3.61
232,2017-01-22,Albany,1.82,78.83,128.24,0.0,1690.0,0.0,0.0,9.92,42.2,3.61
233,2017-01-02,Albany,1.87,71.65,192.63,0.0,1112.42,0.0,0.0,9.92,42.2,3.61
234,2017-01-15,Albany,1.84,82.3,328.02,0.0,1572.33,0.0,0.0,9.92,42.2,3.61
235,2017-02-05,West Tex/New Mexico,1.31,2161.38,5646.59,11.84,13372.37,184.14,0.0,7.94,47.3,4.76
236,2017-02-26,West Tex/New Mexico,1.16,3021.26,15568.68,11.77,20299.52,153.6,0.0,7.94,47.3,4.76
237,2017-02-19,West Tex/New Mexico,1.24,2208.27,5671.84,35.6,17821.27,40.69,0.0,7.94,47.3,4.76
238,2017-02-12,West Tex/New Mexico,1.4,2248.71,9177.71,37.92,16570.14,156.97,0.0,7.94,47.3,4.76
